Key,English,Swedish
PROPQUEST_INC_130028,"The number of Tigars on the island have exploded recently, and we're not sure why. It's hardly safe to walk along the paths of Coral Island anymore.","The number of Tigars on the island have exploded recently, and we're not sure why. It's hardly safe to walk along the paths of Coral Island anymore."
PROPQUEST_INC_130029,"If you are willing to help us, go hunt enough Tigars to keep our paths safe for a while. Around 300 should do.","If you are willing to help us, go hunt enough Tigars to keep our paths safe for a while. Around 300 should do."
PROPQUEST_INC_130030,Perhaps no one is powerful enough to defeat the Tigars.,Perhaps no one is powerful enough to defeat the Tigars.
PROPQUEST_INC_130031,"Incredible, thank you for your efforts! We can safely travel around the land paths of the island again.","Incredible, thank you for your efforts! We can safely travel around the land paths of the island again."
PROPQUEST_INC_130032,"Tigars hide in the grass, waiting to strike their prey. In just one NaNosecond they pounce to attack.","Tigars hide in the grass, waiting to strike their prey. In just one NaNosecond they pounce to attack."
PROPQUEST_INC_130033,"Defeat 300 of any kind of Tigar, then return to Talus.","Defeat 300 of any kind of Tigar, then return to Talus."
PROPQUEST_INC_130034,Pirates and Their Pet,Pirates and Their Pet
PROPQUEST_INC_130035,"Your reputation continues to grow in our little village, hero!","Your reputation continues to grow in our little village, hero!"
PROPQUEST_INC_130036,The Meral pirates of Coral Island have managed to tame a Lord Tigar. Those thieves have threatened to come rob and destroy our homes.,The Meral pirates of Coral Island have managed to tame a Lord Tigar. Those thieves have threatened to come rob and destroy our homes.
PROPQUEST_INC_130037,Defeat the pirates and their gigantic pet before they destroy everything we've built!,Defeat the pirates and their gigantic pet before they destroy everything we've built!
PROPQUEST_INC_130038,I wouldn't want to be eaten by a Lord Tigar either. Understandable.,I wouldn't want to be eaten by a Lord Tigar either. Understandable.
PROPQUEST_INC_130039,"I knew you could do it, hero! For now we can rest, knowing that our village is safe from the Meral pirates and their Lord Tigar!","I knew you could do it, hero! For now we can rest, knowing that our village is safe from the Meral pirates and their Lord Tigar!"
PROPQUEST_INC_130040,Merals and their pet Tigar are terribly powerful. You'll need to be strong to defeat them.,Merals and their pet Tigar are terribly powerful. You'll need to be strong to defeat them.
PROPQUEST_INC_130041,"Collect 30 Pristine Pirate Lens from any kind of Meral, and a Gigantic Feline Fang from a Lord Tigar.","Collect 30 Pristine Pirate Lens from any kind of Meral, and a Gigantic Feline Fang from a Lord Tigar."
PROPQUEST_INC_130042,King of the Pirates!,King of the Pirates!
PROPQUEST_INC_130043,"Woaw, welcome to Coral Island hero! Let me tell you a story of legend, if you don't mind.","Woaw, welcome to Coral Island hero! Let me tell you a story of legend, if you don't mind."
PROPQUEST_INC_130044,"Long ago, a huge Meral was once blessed by Shade. The Meral grew twisted and grotesque, but filled with dark power.","Long ago, a huge Meral was once blessed by Shade. The Meral grew twisted and grotesque, but filled with dark power."
PROPQUEST_INC_130045,"Soon the Overlord Meral became the King of the Pirates of Coral Island, ruling with an iron hook.","Soon the Overlord Meral became the King of the Pirates of Coral Island, ruling with an iron hook."
PROPQUEST_INC_130046,"Wehehehe, if you defeated that Overlord Meral maybe YOU could become King of the Pirates!","Wehehehe, if you defeated that Overlord Meral maybe YOU could become King of the Pirates!"
PROPQUEST_INC_130047,I guess we will never know if the legend of the Meral King is true.,I guess we will never know if the legend of the Meral King is true.
PROPQUEST_INC_130048,Woah woah woah! You defeated the King of the Pirates? And that stone...,Woah woah woah! You defeated the King of the Pirates? And that stone...
PROPQUEST_INC_130049,It seems this one piece of stone is filled with purple magic... this is definitely the work of Shade.,It seems this one piece of stone is filled with purple magic... this is definitely the work of Shade.
PROPQUEST_INC_130050,"Fufufu, the only thing that bothers me is that there is legend of a second piece of magic stone hidden on this island. Maybe one day the two of us will discover where it's hiding!","Fufufu, the only thing that bothers me is that there is legend of a second piece of magic stone hidden on this island. Maybe one day the two of us will discover where it's hiding!"
PROPQUEST_INC_130051,"To find out if the legend is true, you'll need to defeat the Overlord Meral.","To find out if the legend is true, you'll need to defeat the Overlord Meral."
PROPQUEST_INC_130052,Defeat the Overlord Meral to collect the Purple Pirate Insignia.,Defeat the Overlord Meral to collect the Purple Pirate Insignia.
PROPQUEST_INC_130053,Island Delicacies,Island Delicacies
PROPQUEST_INC_130054,"Ha! You have really made a name for yourself here on Coral Island, hero. Everyone has told me of the amazing feats you've accomplished.","Ha! You have really made a name for yourself here on Coral Island, hero. Everyone has told me of the amazing feats you've accomplished."
PROPQUEST_INC_130055,"If you want to prove yourself further, help us defeat the legion of Naga that have taken over the island.","If you want to prove yourself further, help us defeat the legion of Naga that have taken over the island."
PROPQUEST_INC_130056,"To safely take on the Naga, first you'll need to gather bait made of their favorite foods. You can make bait from any type of Kingster or Creper! Meet up with Pau Pau and he'll prepare everything.","To safely take on the Naga, first you'll need to gather bait made of their favorite foods. You can make bait from any type of Kingster or Creper! Meet up with Pau Pau and he'll prepare everything."
PROPQUEST_INC_130057,"Everyone's adventure comes to a close one day. That's alright, hero.","Everyone's adventure comes to a close one day. That's alright, hero."
PROPQUEST_INC_130058,"Woaw, nice job hero! We can make plenty of bait with all this to lower the guard of the Naga! For now, take a rest. We'll make a plan of attack later.","Woaw, nice job hero! We can make plenty of bait with all this to lower the guard of the Naga! For now, take a rest. We'll make a plan of attack later."
PROPQUEST_INC_130059,Keep fighting Kingster or Creper until you've found enough bait.,Keep fighting Kingster or Creper until you've found enough bait.
PROPQUEST_INC_130060,Defeat any kind of Kingster or Creper until you've made 200 Island Bait.,Defeat any kind of Kingster or Creper until you've made 200 Island Bait.
PROPQUEST_INC_130061,Lizard People,Lizard People
PROPQUEST_INC_130062,I hope you're feeling rested after making all that bait with Pau Pau!,I hope you're feeling rested after making all that bait with Pau Pau!
PROPQUEST_INC_130063,It's time to go on the offensive and take down as many of the Naga as we can.,It's time to go on the offensive and take down as many of the Naga as we can.
PROPQUEST_INC_130064,"Okay hero, go out there and defeat the Naga before they come eat us!","Okay hero, go out there and defeat the Naga before they come eat us!"
PROPQUEST_INC_130065,"The Naga are ferocious, there's no shame in saying no.","The Naga are ferocious, there's no shame in saying no."
PROPQUEST_INC_130066,"Incredible! Truly amazing! You've conquered the Naga, and nearly all of Coral Island!","Incredible! Truly amazing! You've conquered the Naga, and nearly all of Coral Island!"
PROPQUEST_INC_130067,Hopefully soon our village can sleep without keeping one eye open.,Hopefully soon our village can sleep without keeping one eye open.
PROPQUEST_INC_130068,Keep going! You need to defeat more Naga.,Keep going! You need to defeat more Naga.
PROPQUEST_INC_130069,"Collect evidence of defeating at least 1000 Small Naga, Naga, or Captain Naga. After that, defeat the Lord Naga and Overlord Naga.","Collect evidence of defeating at least 1000 Small Naga, Naga, or Captain Naga. After that, defeat the Lord Naga and Overlord Naga."
PROPQUEST_INC_130070,Mission Improbable,Mission Improbable
PROPQUEST_INC_130071,"Hahaha! I cannot thank you enough for all that you have done for our village, hero! Only the most powerful of masquerpets remain a threat to our village now.","Hahaha! I cannot thank you enough for all that you have done for our village, hero! Only the most powerful of masquerpets remain a threat to our village now."
PROPQUEST_INC_130072,"We rarely see the Dorian and Okean creatures approach the village. However with so many other Island evils defeated, I fear they may leave their lair to take advantage of the situation!","We rarely see the Dorian and Okean creatures approach the village. However with so many other Island evils defeated, I fear they may leave their lair to take advantage of the situation!"
PROPQUEST_INC_130073,Go seek out where the Dorian and Okean live. We'll need as much information as we can get if we expect to defeat them!,Go seek out where the Dorian and Okean live. We'll need as much information as we can get if we expect to defeat them!
PROPQUEST_INC_130074,What!? You can't possibly be scared of a few more masquerpets after all we've been through together!,What!? You can't possibly be scared of a few more masquerpets after all we've been through together!
PROPQUEST_INC_130075,"Well done, hero! With this information we have a chance to defeat the Dorian and Okean before they can attack!","Well done, hero! With this information we have a chance to defeat the Dorian and Okean before they can attack!"
PROPQUEST_INC_130076,"Keep searching, the Dorian and Okean make their homes in the waters of Coral Island.","Keep searching, the Dorian and Okean make their homes in the waters of Coral Island."
PROPQUEST_INC_130077,Search for where the Dorian and Okean live.,Search for where the Dorian and Okean live.
PROPQUEST_INC_130078,Surprise Attack!,Surprise Attack!
PROPQUEST_INC_130079,HOOWAH! I'm trembling with excitement!,HOOWAH! I'm trembling with excitement!
PROPQUEST_INC_130080,"With the information you've brought back, our village has a real chance to take down the Dorian and Okean before they get to us!","With the information you've brought back, our village has a real chance to take down the Dorian and Okean before they get to us!"
PROPQUEST_INC_130081,"Go ahead and defeat as many Dorian and Okean as you can find, including their leaders! We trust you to take down the leaders, we'll be helping with the smaller ones in the back.","Go ahead and defeat as many Dorian and Okean as you can find, including their leaders! We trust you to take down the leaders, we'll be helping with the smaller ones in the back."
PROPQUEST_INC_130082,If we wait too much longer the Dorian and Okean will attack the village!,If we wait too much longer the Dorian and Okean will attack the village!
PROPQUEST_INC_130083,"It's been done, hero. We've defeated the Dorian and Okean, and can now rest easy.","It's been done, hero. We've defeated the Dorian and Okean, and can now rest easy."
PROPQUEST_INC_130084,We're doomed... without your help we will never defeat the Dorian and Okean in time!,We're doomed... without your help we will never defeat the Dorian and Okean in time!
PROPQUEST_INC_130085,"Collect trophies from any defeated Dorian and Okean, and defeat at least one Lord or Overlord of each!","Collect trophies from any defeated Dorian and Okean, and defeat at least one Lord or Overlord of each!"
PROPQUEST_INC_130086,Inky Darkness,Inky Darkness
PROPQUEST_INC_130087,"I hope you are ready for our final challenge hero... According to legend, once every few hundred years the Sea King will release spawn onto Coral Island.","I hope you are ready for our final challenge hero... According to legend, once every few hundred years the Sea King will release spawn onto Coral Island."
PROPQUEST_INC_130088,"A strange darkness has began to fill the waters of Coral Island, so it seems as if the legend is true.","A strange darkness has began to fill the waters of Coral Island, so it seems as if the legend is true."
PROPQUEST_INC_130089,Please help us stave off the spawn of the Sea King!,Please help us stave off the spawn of the Sea King!
PROPQUEST_INC_130090,"Thank you! Find where the Sea King has released their spawn, and defeat as many as you can. Let BoBu know once you've finished!","Thank you! Find where the Sea King has released their spawn, and defeat as many as you can. Let BoBu know once you've finished!"
PROPQUEST_INC_130091,"Soon the inky darkness will overflow Coral Island, and we will be engulfed...","Soon the inky darkness will overflow Coral Island, and we will be engulfed..."
PROPQUEST_INC_130092,"Hohoho! You really do have a mysterious power within you, don't you hero?","Hohoho! You really do have a mysterious power within you, don't you hero?"
PROPQUEST_INC_130093,Will we become faceless like those that failed before us?,Will we become faceless like those that failed before us?
PROPQUEST_INC_130094,Defeat 500 of any type of Kraken.,Defeat 500 of any type of Kraken.
PROPQUEST_INC_130095,The Sea King Returns,The Sea King Returns
PROPQUEST_INC_130096,The great Sea King of Coral Island has finally returned to wreck havoc upon the land.,The great Sea King of Coral Island has finally returned to wreck havoc upon the land.
PROPQUEST_INC_130097,The locals told me that getting near the beast could cause mortals to lose their mind...,The locals told me that getting near the beast could cause mortals to lose their mind...
PROPQUEST_INC_130098,"This battle will take all the strength we can muster. If you make it out alive, go back to Darken City, and let the mayor know about all that happened here.","This battle will take all the strength we can muster. If you make it out alive, go back to Darken City, and let the mayor know about all that happened here."
PROPQUEST_INC_130099,"The only path forward to end the curse of the Sea King is to slay the beast in its lair. Go forth and do the deed, for Coral Island!","The only path forward to end the curse of the Sea King is to slay the beast in its lair. Go forth and do the deed, for Coral Island!"
PROPQUEST_INC_130100,Those who lose their mind to the Sea King are said to become faceless.,Those who lose their mind to the Sea King are said to become faceless.
PROPQUEST_INC_130101,"Welcome back from Coral Island, hero! And what a story to tell, it's true that Coral Island is a fascinating place.","Welcome back from Coral Island, hero! And what a story to tell, it's true that Coral Island is a fascinating place."
PROPQUEST_INC_130102,BoBu and the Coral Island villagers sent something by mail for you as a way to say thanks. Perhaps they were too shy to give it to you themselves!,BoBu and the Coral Island villagers sent something by mail for you as a way to say thanks. Perhaps they were too shy to give it to you themselves!
PROPQUEST_INC_130103,The Sea King consumes all who look into the void.,The Sea King consumes all who look into the void.
PROPQUEST_INC_130104,Ultimate Crafting,Ultimate Crafting
PROPQUEST_INC_130105,Orbs of Power,Orbs of Power
PROPQUEST_INC_130106,"Your arrival has come at a critical time, hero. Bring me Ultima, and in return I shall grant you the key to ultimate power.","Your arrival has come at a critical time, hero. Bring me Ultima, and in return I shall grant you the key to ultimate power."
PROPQUEST_INC_130107,"Collect Ultima from the giant creatures that live on Coral Island, or from chests of plunder deep in The Wilds.","Collect Ultima from the giant creatures that live on Coral Island, or from chests of plunder deep in The Wilds."
PROPQUEST_INC_130108,Without Ultima I cannot grant the ultimate power you seek.,Without Ultima I cannot grant the ultimate power you seek.
PROPQUEST_INC_130109,"Well done, hero... I bestow upon you the power of the Ultimate Orb. Combine this with Shining Oricalkum and obtain ultimate power!","Well done, hero... I bestow upon you the power of the Ultimate Orb. Combine this with Shining Oricalkum and obtain ultimate power!"
PROPQUEST_INC_130110,I need more Ultima to complete the ritual.,I need more Ultima to complete the ritual.
PROPQUEST_INC_130111,Collect ten Ultima from the giants of Coral Island and treasure chests in The Wilds.,Collect ten Ultima from the giants of Coral Island and treasure chests in The Wilds.
PROPQUEST_INC_132000,New Hero,New Hero
PROPQUEST_INC_132001,"Your will and ability have proven you to be a master in both thought and deed. Now that you've shown your true strength, it is time for your final task.","Your will and ability have proven you to be a master in both thought and deed. Now that you've shown your true strength, it is time for your final task."
PROPQUEST_INC_132002,I need you to reach level 125 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$. Only a real Hero can do that!,I need you to reach level 125 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$. Only a real Hero can do that!
PROPQUEST_INC_132003,Reach level 125 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$.,Reach level 125 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$.
PROPQUEST_INC_132004,New Year's Hunt,New Year's Hunt
PROPQUEST_INC_132005,"Celebrating 2024, let's hunt 2024 monsters!\nWhat do you say?""","Celebrating 2024, let's hunt 2024 monsters!\nWhat do you say?"""
PROPQUEST_INC_132006,"""Great! I know you'll make it for sure!\nHere's to a new year full of adventures in 2024!!!""","""Great! I know you'll make it for sure!\nHere's to a new year full of adventures in 2024!!!"""
PROPQUEST_INC_132007,"""It's a shame, because I've got the best New Year's gift ever…""","""It's a shame, because I've got the best New Year's gift ever…"""
PROPQUEST_INC_132008,"""You've done great~ Here's your New Year's gift~\nLet's see how lucky you are this year!!!""","""You've done great~ Here's your New Year's gift~\nLet's see how lucky you are this year!!!"""
PROPQUEST_INC_132009,"""Are you still a long way off? We're running out of time! Please hurry up!""","""Are you still a long way off? We're running out of time! Please hurry up!"""
PROPQUEST_INC_132010,Defeat the monsters and return to Auxilior.,Defeat the monsters and return to Auxilior.
PROPQUEST_INC_132011,Collecting Candy Shells,Collecting Candy Shells
PROPQUEST_INC_132012,Madrigal is being polluted by discarded candy shells everywhere!! We need your help!!,Madrigal is being polluted by discarded candy shells everywhere!! We need your help!!
PROPQUEST_INC_132013,Thank you so much!! I won't forget your help!!,Thank you so much!! I won't forget your help!!
PROPQUEST_INC_132014,"I have a special gift for you, but it's a shame...","I have a special gift for you, but it's a shame..."
PROPQUEST_INC_132015,I'm so proud to see Madrigal cleaned up~!,I'm so proud to see Madrigal cleaned up~!
PROPQUEST_INC_132016,Hang in there!!,Hang in there!!
PROPQUEST_INC_132017,Collect the candy shells and return to Auxilior.,Collect the candy shells and return to Auxilior.
PROPQUEST_INC_132018,Spring Monster Ball,Spring Monster Ball
PROPQUEST_INC_132019,Hello Adventurer! Would you like to take a suggestion about hunting a stronger monster?,Hello Adventurer! Would you like to take a suggestion about hunting a stronger monster?
PROPQUEST_INC_132020,Great! Show me what you can do first!,Great! Show me what you can do first!
PROPQUEST_INC_132021,"That's too bad, please join us next time!","That's too bad, please join us next time!"
PROPQUEST_INC_132022,Thank you. Here is your Monster Ball. Please be cautious!\nNo one knows what kind of powerful monster will come out.,Thank you. Here is your Monster Ball. Please be cautious!\nNo one knows what kind of powerful monster will come out.
PROPQUEST_INC_132023,Are we there yet? We don't have much time.,Are we there yet? We don't have much time.
PROPQUEST_INC_132024,Complete all 3 missions.,Complete all 3 missions.
PROPQUEST_INC_132025,Couple Ring Hunt,Couple Ring Hunt
PROPQUEST_INC_132026,"If you bring me the coupling, I will give you something really good. Go get it.","If you bring me the coupling, I will give you something really good. Go get it."
PROPQUEST_INC_132027,"Thanks for granting my request. I've heard through the grapevine that there's been a lot of frauds playing with fake couple rings lately, so you'd better be careful.","Thanks for granting my request. I've heard through the grapevine that there's been a lot of frauds playing with fake couple rings lately, so you'd better be careful."
PROPQUEST_INC_132028,"What? Where in the world is such a couple ring? So you're saying I'm lying? If you don't believe me, get off!","What? Where in the world is such a couple ring? So you're saying I'm lying? If you don't believe me, get off!"
PROPQUEST_INC_132029,"Did you manage to get the couple ring already? This is a fake! Didn't I warn you not to get scammed. But I'm giving it to you for your efforts, so take it.","Did you manage to get the couple ring already? This is a fake! Didn't I warn you not to get scammed. But I'm giving it to you for your efforts, so take it."
PROPQUEST_INC_132030,"Still haven't found the coupling? Hmm...well, that could be... I mean, where would a legendary couple ring be so easy to find?","Still haven't found the coupling? Hmm...well, that could be... I mean, where would a legendary couple ring be so easy to find?"
PROPQUEST_INC_132031,Hunt the monsters and gather couple rings!,Hunt the monsters and gather couple rings!
PROPQUEST_INC_132050,Roll your dice,Roll your dice
PROPQUEST_INC_132051,Complete all missions.,Complete all missions.
PROPQUEST_INC_140003,Couple Daily Quests,Couple Daily Quests
PROPQUEST_INC_132033,Hunt the monsters and gather couple rings!,Hunt the monsters and gather couple rings!
PROPQUEST_INC_132034,"I'm so glad to see how in love you are. Go collect $QUEST_END_ITEM_NAME$ from the Nyangnyangs in northern Flaris, then return to me.","I'm so glad to see how in love you are. Go collect $QUEST_END_ITEM_NAME$ from the Nyangnyangs in northern Flaris, then return to me."
PROPQUEST_INC_132035,I can feel these charms emitting love waves. Soon everyone will know how special your love is!,I can feel these charms emitting love waves. Soon everyone will know how special your love is!
PROPQUEST_INC_132036,"I'm sorry, were you unable to find the $QUEST_END_ITEM_NAME$? Perhaps they only appear for those truly in love.","I'm sorry, were you unable to find the $QUEST_END_ITEM_NAME$? Perhaps they only appear for those truly in love."
PROPQUEST_INC_132037,Bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$ back to me to prove the strength of your love!,Bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$ back to me to prove the strength of your love!
PROPQUEST_INC_132038,Kill Demian Thieves,Kill Demian Thieves
PROPQUEST_INC_132039,"Welcome! Another request has come in to clear out $QUEST_END_KILL_NAME$. Could you please work together to defeat the $QUEST_END_KILL_NAME$, and return to me once you are done?","Welcome! Another request has come in to clear out $QUEST_END_KILL_NAME$. Could you please work together to defeat the $QUEST_END_KILL_NAME$, and return to me once you are done?"
PROPQUEST_INC_132040,The $QUEST_END_KILL_NAME$ has been spotted somewhere in Madrigal. Check your map for hints for where they may be hiding!,The $QUEST_END_KILL_NAME$ has been spotted somewhere in Madrigal. Check your map for hints for where they may be hiding!
PROPQUEST_INC_132041,"The power of your love have vanquished the $QUEST_END_KILL_NAME$ threat, thank you!","The power of your love have vanquished the $QUEST_END_KILL_NAME$ threat, thank you!"
PROPQUEST_INC_132042,Were you unable to find and defeat $QUEST_END_KILL_NAME$ yet? Track them down to prove your love is true!,Were you unable to find and defeat $QUEST_END_KILL_NAME$ yet? Track them down to prove your love is true!
PROPQUEST_INC_132043,Find Love Fish,Find Love Fish
PROPQUEST_INC_132044,Have you heard of the legendary $QUEST_END_ITEM_NAME$? Legend has it that lovers who obtain the $QUEST_END_ITEM_NAME$ will be together forever.,Have you heard of the legendary $QUEST_END_ITEM_NAME$? Legend has it that lovers who obtain the $QUEST_END_ITEM_NAME$ will be together forever.
PROPQUEST_INC_132045,Wonderful! The $QUEST_END_ITEM_NAME$ is said to swim near Zaoma's Refuge in the middle of the Leren Mountains.,Wonderful! The $QUEST_END_ITEM_NAME$ is said to swim near Zaoma's Refuge in the middle of the Leren Mountains.
PROPQUEST_INC_132046,You've found the $QUEST_END_ITEM_NAME$! Surely your love will be blessed to last forever.,You've found the $QUEST_END_ITEM_NAME$! Surely your love will be blessed to last forever.
PROPQUEST_INC_132047,"I don't see the $QUEST_END_ITEM_NAME$. If you have trouble finding it, search near Zaoma in the Leren Mountains.","I don't see the $QUEST_END_ITEM_NAME$. If you have trouble finding it, search near Zaoma in the Leren Mountains."
PROPQUEST_INC_132048,Bring $QUEST_END_ITEM_NAME$ back to me to prove the strength of your love!,Bring $QUEST_END_ITEM_NAME$ back to me to prove the strength of your love!
PROPQUEST_INC_132049,Kill Giggle Boxes,Kill Giggle Boxes
PROPQUEST_INC_132084,Kill Trangfoma,Kill Trangfoma
PROPQUEST_INC_132085,Kill Doridoma,Kill Doridoma
PROPQUEST_INC_132052,Kill Scorpicon,Kill Scorpicon
PROPQUEST_INC_132053,Kill Tombstone Bearer,Kill Tombstone Bearer
PROPQUEST_INC_132054,Kill Cardpuppets,Kill Cardpuppets
PROPQUEST_INC_132055,Kill Steam Walkers,Kill Steam Walkers
PROPQUEST_INC_132056,Kill Nutty Wheels,Kill Nutty Wheels
PROPQUEST_INC_132057,Kill Fefern,Kill Fefern
PROPQUEST_INC_132058,Kill Wagsaac,Kill Wagsaac
PROPQUEST_INC_132059,Kill Prankster,Kill Prankster
PROPQUEST_INC_132060,Collect Whispering Leaves from Risem,Collect Whispering Leaves from Risem
PROPQUEST_INC_132061,"In their spare time, Risems collect leaves that whisper sweet nothings. Spread love around Madrigal by bringing these $QUEST_END_ITEM_NAME$ back to me!","In their spare time, Risems collect leaves that whisper sweet nothings. Spread love around Madrigal by bringing these $QUEST_END_ITEM_NAME$ back to me!"
PROPQUEST_INC_132062,"I'm so glad to see how in love you are. Go collect $QUEST_END_ITEM_NAME$ from the Risems in Darken, then return to me.","I'm so glad to see how in love you are. Go collect $QUEST_END_ITEM_NAME$ from the Risems in Darken, then return to me."
PROPQUEST_INC_132063,Can you hear the leaves speak? Soon everyone will know how special your love is!,Can you hear the leaves speak? Soon everyone will know how special your love is!
PROPQUEST_INC_132064,A Date on Mars!,A Date on Mars!
PROPQUEST_INC_132065,What could be more romantic than frolicking near the Bangs of Northern Flaris? A picnic outside of Mars Mine sounds outstanding!,What could be more romantic than frolicking near the Bangs of Northern Flaris? A picnic outside of Mars Mine sounds outstanding!
PROPQUEST_INC_132066,"Wonderful, then the date is set. Enjoy your time sightseeing at the Mars Mine!","Wonderful, then the date is set. Enjoy your time sightseeing at the Mars Mine!"
PROPQUEST_INC_132067,"Not a fan of Bangs? Well, there's always the Nyangnyangs.","Not a fan of Bangs? Well, there's always the Nyangnyangs."
PROPQUEST_INC_132068,How was the date? Hopefully the Bangs weren't too distracting.,How was the date? Hopefully the Bangs weren't too distracting.
PROPQUEST_INC_132069,"Oh, so the Bangs were too distracting after all. Maybe you need to take a cold bath?","Oh, so the Bangs were too distracting after all. Maybe you need to take a cold bath?"
PROPQUEST_INC_132070,Go on a romantic date outside the entrance of Mars Mine!,Go on a romantic date outside the entrance of Mars Mine!
PROPQUEST_INC_140000,"Welcome! Another request has come in to clear out $QUEST_END_KILL_NAME$. Could you please slay the $QUEST_END_KILL_NAME$, and return to me once you are done?","Welcome! Another request has come in to clear out $QUEST_END_KILL_NAME$. Could you please slay the $QUEST_END_KILL_NAME$, and return to me once you are done?"
PROPQUEST_INC_140001,The $QUEST_END_KILL_NAME$ has been spotted somewhere in Madrigal.,The $QUEST_END_KILL_NAME$ has been spotted somewhere in Madrigal.
PROPQUEST_INC_140002,Some days we don't feel productive. I understand.,Some days we don't feel productive. I understand.
PROPQUEST_INC_132071,Collect Rainbow Flowers,Collect Rainbow Flowers
PROPQUEST_INC_132072,"Welcome! We require flowers blessed by lovers. Could you please collect Rainbow Flowers, and return to me once you are done?","Welcome! We require flowers blessed by lovers. Could you please collect Rainbow Flowers, and return to me once you are done?"
PROPQUEST_INC_132073,Wonderful! The rare flowers grow near the large tree in Saint Morning where no one flies.,Wonderful! The rare flowers grow near the large tree in Saint Morning where no one flies.
PROPQUEST_INC_132074,These flowers are perfect. With your help I can now bless all of Madrigal with love!,These flowers are perfect. With your help I can now bless all of Madrigal with love!
PROPQUEST_INC_132075,"Oh no, that's not right. The flowers are in Saint Morning. If you get lost, remember to check your map!","Oh no, that's not right. The flowers are in Saint Morning. If you get lost, remember to check your map!"
PROPQUEST_INC_132076,"Head to the Plateau of Silence in Saint Morning, and retrieve the Wild Rainbow Flowers.","Head to the Plateau of Silence in Saint Morning, and retrieve the Wild Rainbow Flowers."
PROPQUEST_INC_132077,Collect Heart Charms from Nyangnyang,Collect Heart Charms from Nyangnyang
PROPQUEST_INC_132078,"Nyangnyangs possess charms bursting with the power of love. With a few of these charms, you can show Madrigal how strong your love is!","Nyangnyangs possess charms bursting with the power of love. With a few of these charms, you can show Madrigal how strong your love is!"
PROPQUEST_INC_132079,The Mystery of the Shady Eye,The Mystery of the Shady Eye
PROPQUEST_INC_132080,The Mystery of the Shady Eye (2),The Mystery of the Shady Eye (2)
PROPQUEST_INC_132081,The Cursed Wing of Destiny,The Cursed Wing of Destiny
PROPQUEST_INC_132082,The Cursed Wing of Destiny (2),The Cursed Wing of Destiny (2)
PROPQUEST_INC_132083,The $QUEST_END_KILL_NAME$ has been spotted on the sixth floor of the Forsaken Tower.,The $QUEST_END_KILL_NAME$ has been spotted on the sixth floor of the Forsaken Tower.
PROPQUEST_INC_132086,The $QUEST_END_KILL_NAME$ has been spotted on the seventh floor of the Forsaken Tower.,The $QUEST_END_KILL_NAME$ has been spotted on the seventh floor of the Forsaken Tower.
PROPQUEST_INC_132087,Disarming the Maleficars,Disarming the Maleficars
PROPQUEST_INC_132088,Disarming the Maleficars (2),Disarming the Maleficars (2)
PROPQUEST_INC_132089,Stealing gems from the cursed guardian,Stealing gems from the cursed guardian
PROPQUEST_INC_132090,Stealing gems from the cursed guardian (2),Stealing gems from the cursed guardian (2)
PROPQUEST_INC_110277,Herbology Class,Herbology Class
PROPQUEST_INC_110278,You can gather herbs with a hoe. Want to learn how to gather herbs?,You can gather herbs with a hoe. Want to learn how to gather herbs?
PROPQUEST_INC_110279,"Good. Then go out into the field and try to gather some. It will be a great help, whether you succeed or not.","Good. Then go out into the field and try to gather some. It will be a great help, whether you succeed or not."
PROPQUEST_INC_110280,"There you go. It's easier than you think, isn't it? Just remember, the most important thing is to do 'a lot'.","There you go. It's easier than you think, isn't it? Just remember, the most important thing is to do 'a lot'."
PROPQUEST_INC_110281,Woodcutting Class,Woodcutting Class
PROPQUEST_INC_110282,You can chop trees with an axe. Would you like to learn woodcutting?,You can chop trees with an axe. Would you like to learn woodcutting?
PROPQUEST_INC_110283,"Good. Then go out into the field and chop some. It will be a great help, whether you succeed or not.","Good. Then go out into the field and chop some. It will be a great help, whether you succeed or not."
PROPQUEST_INC_110284,Mining Class,Mining Class
PROPQUEST_INC_110285,You can dig up ores with a pickaxe. Would you like to learn mining?,You can dig up ores with a pickaxe. Would you like to learn mining?
PROPQUEST_INC_110286,"Good. Then go out into the field and try to dig some. It will be a great help, whether you succeed or not.","Good. Then go out into the field and try to dig some. It will be a great help, whether you succeed or not."
PROPQUEST_INC_110287,Fishing Class,Fishing Class
PROPQUEST_INC_110288,"Once you get to know thrill of fishing, it's hard to get away from it. What do you say, learn?","Once you get to know thrill of fishing, it's hard to get away from it. What do you say, learn?"
PROPQUEST_INC_110289,"Good. Then go to the nearest river and try fishing. Whether you succeed or fail, it'll help you a lot.","Good. Then go to the nearest river and try fishing. Whether you succeed or fail, it'll help you a lot."
PROPQUEST_INC_110290,Alchemy Class,Alchemy Class
PROPQUEST_INC_110291,"Once you learn the alchemy, you can brew your own buff potion to carry with. Want to learn?","Once you learn the alchemy, you can brew your own buff potion to carry with. Want to learn?"
