Key,English,Thai
UI_CHRISTMAS_ATTEND_DESC,"Complete Santa's quest each day! Available only during the Christmas holidays, so don't miss a day!",ทำภารกิจของ Santa ให้สำเร็จในแต่ละวัน! เฉพาะช่วงวันหยุดคริสต์มาส ห้ามพลาดสักวันเดียว!
UI_CATCH_THIEF_SANTA,Catch the Thief Santa!,จับ Thief Santa!
UI_APP_LOTTERY_START,Spin!,หมุน!
UI_APP_LOTTERY,Lottery,ลอตเตอรี่
UI_APP_LOTTERY_TIP,View the lottery menu.,แสดงเมนูลอตเตอรี
UI_APP_LOTTERY_NEEDEDCOUNT,You need %dx %s to spin the wheel.,คุณต้องมี %dx %s เพื่อหมุนวงล้อ
UI_APP_LOTTERY_FREESPINTIMER,Next free spin in: %s,ฟรีหมุนครั้งต่อไปใน: %s
UI_APP_LOTTERY_FREESPINTIMER_READY,Your free spin is ready!,วงล้อหมุนได้!!
UI_LUCKYROULETTE,Lucky Roulette,ลัคกี้รูเล็ต
UI_LUCKYROULETTE_ATTENDANCE,Play for 24 hours to earn 120 lottery coins to spend on the Lottery Wheel!,เล่น 24 ชั่วโมงเพื่อรับ 120 เหรียญลอตเตอรีเพื่อใช้ในวงล้อลอตเตอรี่!
UI_LUNAR_NEW_YEAR,Lunar New Year,สุขสันต์วันตรุษจีน
UI_BATTLEPASS,Flyff Pass,แบทเทิลพาส
UI_EVENTPASS,Update Pass,อัพเดท Pass
UI_ANNIVERSARYPASS,1 Year Anniversary Pass,1 Year Anniversary Pass
UI_TOOLTIP_BATTLEPASS,Expires at the end of %s.,หมดอายุเมื่อสิ้นสุด %s
UI_VALENTINE_EVENT,Valentine's Day Event,Valentine's Day Event
UI_TOOLTIP_COOLDOWN_SECS,Cooldown: %.1f seconds,คูลดาว์น: %.1f seconds
UI_DUNGEON_DEFEAT_MONSTER,Defeat %s,กำจัด %s
UI_DUNGEON_DEFEAT_MONSTER_NN,Defeat %d/%d %s,กำจัด %d/%d %s
UI_DUNGEON_DEFEAT_MONSTER_N,Defeat %dx %s,กำจัด %dx %s
UI_CHARINFO_PK_COUNT,Player(s) Killed,ผู้เล่นถูกฆ่า
UI_CHARINFO_PK_STOLENCHIPS,PK Chips Stolen,PK Chips ถูกขโมย
UI_CHARINFO_PK_VALUE,PK Value,ค่า PK 
UI_USETICKET,Use ticket!,ใช้ Ticket!
UI_TICKETCHANGE,Change Layer!,เปลี่ยนเลเยอร์!
UI_TICKET,Ticket Area,บริเวณ Ticket
UI_TICKETCHANNELSEL,Select a Layer,เลือกเลเยอร์
UI_TICKETCHANNEL,Layer,เลเยอร์
UI_TICKETLEAVE,Leave Area,ออกจากพื้นที่
UI_TARGETITEMLEVEL,Required Target Level: %d,ต้องการเป้าหมายเลเวล: %d
UI_RECOMMENDEDLEVEL,Recommended Level: %s,Recommended Level: %s
UI_RECOMMENDEDLEVEL_STATDOWN,(Stats x%.2f),(Stats x%.2f)
UI_DUNGEON_REQ_ITEM,Required Items:,ต้องการไอเทม:
UI_DUNGEON_MAX_ENTRY_COUNT,Daily Entries: %d / %d,จำนวนสูงสุดที่เข้าได้ต่อวัน: %d/%d
UI_DROP_DISTRIBUTE_TITLE,Loot Distribution,แจกจ่ายลูท
UI_DROP_DISTRIBUTE_INFO,"Roll for the item above, or pass if you're not interested. When everyone has rolled or the timer runs out, the player with the highest roll wins the item.",คุณอาจจะโรลเลขสุ่มเพื่อไอเทมข้างบนหรือผ่านถ้าคุณไม่สนใจ หลังจากเวลาหมดคนที่โรลได้สูงสุดจะได้ไอเทมไป
UI_DROP_DISTRIBUTE_ROLL,Roll,Roll
UI_DROP_DISTRIBUTE_PASS,Pass,ผ่าน
UI_DROP_DISTRIBUTE_ROLL_TOOLTIP,Roll for a chance to win this item. The player with the highest roll wins.,โรลตัวเลขสำหรับโอกาสที่จะได้รับไอเทม คนทีโรลได้สูงสุดจะได้ไอเทมไป
UI_DROP_DISTRIBUTE_PASS_TOOLTIP,Pass on this item if you are not interested.,กด Pass ถ้าคนไม่สนใจไอเทมนี้
UI_DROP_DISTRIBUTE_RESULT,%s was awarded the item.,%s เป็นคนได้รับไอเทม
UI_DROP_DISTRIBUTE_RESULT_MAIL,The item has been mailed to a player who is no longer available.,ผู้เล่นที่ไม่สามารถใช้งานอีกต่อไปได้รับการส่งไอเทม
UI_DROP_DISTRIBUTE_CURRENT,Item: %d/%d,ไอเทม: %d/%d
UI_TOOLTIP_MULTISTRIKE,Multistrike Chance,โอกาส Multistrike
UI_TOOLTIP_PVP_MULTISTRIKE,Multistrike Chance (PvP),Multistrike Chance (PvP)
UI_TOOLTIP_PVE_MULTISTRIKE,Multistrike Chance (PvE),Multistrike Chance (PvE)
UI_BATTLEPASS_MISSION_KILLMONSTER_PK,Hunt Monsters Lv.%s+ on the PK Channel,ล่ามอนสเตอร์ Lv.%s+ บน แชนแนล PK
UI_BATTLEPASS_MISSION_KILLMONSTER2_PK,Hunt %s on the PK Channel,ล่า Lv.%s+ บน แชนแนล PK
UI_BATTLEPASS_MISSION_CLEARDUNGEON,Clear Dungeon(s),เคลียดันเจี้ยน
UI_BATTLEPASS_MISSION_SAFETYPIERCING,Attempt Safe Piercing,ลองการเจาะแบปลอดภัย
UI_BATTLEPASS_MISSION_SAFETYPIERCING2,Attempt Safe Piercing on %s,ลองการเจาะแบบปลอดภัยบน %s
UI_BATTLEPASS_PIERCEWEAPON,Weapon,อาวุธ
UI_BATTLEPASS_PIERCEARMOR,Armor,เกราะ
UI_BATTLEPASS_PIERCESHIELD,Shield,โล่
UI_DUNGEON_RANKING_RESET,Ranking Reset: #b%s#nb,รีเซ็ตอันดับ: #b%s#nb
UI_DUNGEON_RANKING_CLEARTIME,Clear Time,เวลาเคลีย
UI_DUNGEON_RANKING_UPDATE,Updated every 5 minutes,อัพเดททุก ๆ 5 นาที
UI_PKUSEITEM,Only usable on the PK channel,ใช้ได้เเฉพาะในแชนแนล PK
UI_TELEPORT_TITLE,Exit,ออก
UI_TELEPORT_MESSAGE,Do you want to exit the dungeon?,คุณต้องการออกจากดันเจี้ยน?
UI_DUNGEON_FREE_ENTRANCE,Daily Free Entries: #b%d / %d#nb,เข้าฟรีได้ถูกใช้ #b%d / %d#nb
UI_CASHSHOP_MAXPURCHASE_DAILY,Maximum daily purchases per character: %d,จำนวนการซื้อรวมสูงสุดแต่ละตัวละครต่อวัน: %d
UI_BATTLEPASS_MISSION_CLEARDUNGEON2,Clear Dungeon %s,ผ่านดันเจี้ยน %s
UI_BATTLEPASS_MISSION_PK,Kill Players on the PK Channel,สังหารผู้เล่น ใน PK Channel
UI_BATTLEPASS_MISSION_PREMIUMAREA,Use a Ticket Item,ใช้ Ticket Item
UI_BATTLEPASS_MISSION_PIERCINGCARD,Insert a Piercing Card,ใส่ Piercing Card
UI_BATTLEPASS_MISSION_PIERCINGCARD2,Insert a Piercing Card into %s,ใส่ Piercing Card ใน %s
UI_EVENTS_TITLE,Events,อีเว้นท์
UI_EVENTS_BANNER_TAB,Events,กิจกรรม
UI_TOOLTOP_EVENTUSED,Used in a Costume Collection event,Used in a Costume Collection event
UI_EVENT_TIMELEFT_FORMAT,%s left,%s ซ้าย
UI_EVENT_BANNER_SCHEDULE,%s ~ %s,%s ~ %s
UI_COSTUMECOLLECTION,Costume Collection,Costume Collection
UI_COSTUMECOLLECTION_DESC,Costume Collection,Costume Collection
UI_EVENTS_REWARD_RECEIVED,Received,ได้รับ
UI_EVENTS_COSTUME_COMPLETED,Completed,เสร็จสิ้น
UI_EVENTS_COSTUME_SCORE,(%d),(%d)
UI_APP_EVENTS_TIP,Displays the events menu.,แสดงเมนูกิจกรรม
UI_COSTUMECOLLECTION_GRP1,Lucky Costumes,Lucky Costumes
UI_COSTUMECOLLECTION_GRP1_SET1,Alien Octopus\nCostume Set,Alien Octopus\nเซ็ต Costume
UI_COSTUMECOLLECTION_GRP1_SET2,Rider\nCostume Set,Rider\nเซ็ต Costume
UI_COSTUMECOLLECTION_GRP1_SET3,Baby Shark\nCostume Set,Baby Shark\nเซ็ต Costume
UI_COSTUMECOLLECTION_GRP2,Existing Costumes,costumes ที่มีอยู่
UI_COSTUMECOLLECTION_GRP2_SET1,FV-13 Power Armor\nCostume Set,FV-13 Power Armor\nเซ็ต Costume
UI_COSTUMECOLLECTION_GRP2_SET2,Space Samurai\nCostume Set,Space Samurai\nเซ็ต Costume
UI_COSTUMECOLLECTION_GRP2_SET3,Casual Hanbok\nCostume Set,Casual Hanbok\nเซ็ต Costume
UI_COSTUMECOLLECTION_GRP3,Event Costumes,costumes กิจกรรม
UI_COSTUMECOLLECTION_GRP3_SET1,Spy\nCostume Set\n(7Days),Spy\nเซ็ต Costume\n(7 วัน)
UI_COSTUMECOLLECTION_GRP3_SET2,Giraffe\nCostume Set\n(7Days),Giraffe\nSet Costume\n(7 วัน)
UI_COSTUMECOLLECTION_GRP3_SET3,Steam Punk\nCostume Set\n(7Days),Steam Punk\nเซ็ต Costume\n(7 วัน)
UI_COSTUMECOLLECTION_PART1,Hat,Hat
UI_COSTUMECOLLECTION_PART2,Suit,Suit
UI_COSTUMECOLLECTION_PART3,Gloves,Gloves
UI_COSTUMECOLLECTION_PART4,Boots,Boots
UI_ACHIEVEMENTS_SUBMITBTN,Submit,ยืนยัน
UI_ACHIEVEMENTS_SUBMITTIP,Submit your costumes!,ยืนยันชุด costumes!
UI_BATTLEPASS_MISSION_SAFETYALL,Attempt Safe Upgrade or Piercing,ลองอัพเกรดหรือเจาะแบบปลอดภัย
UI_TOOLTIP_DST_UPGRADERATE,Upgrade Rate,อัตราอัพเกรด
UI_ACHIEVEMENT_TITLE,Title '%s',ฉายา '%s'
UI_EXCHANGE_1,1 Exchange,1 Exchange
UI_EXCHANGE_2,2 Exchanges,2 Exchanges
UI_EXCHANGE_3,3 Exchanges,3 Exchanges
UI_EXCHANGE_4,4 Exchanges,4 Exchanges
UI_EXCHANGE_5,5 Exchanges,5 Exchanges
UI_QUEST_TRIGGERCTRL,Open %s #cffc32f07#b%d/%d#nb#nc,เปิด %s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_RESCUE_CHILDRENS,Rescue Children #cffc32f07#b%d/%d#nb#nc,ช่วยเด็กๆ #cffc32f07#b%d/%d#nb#nc
UI_GACHA_RESET_CONFIRM,Reset the gacha? This action cannot be undone.,ต้องการรีเซ็ตกาชาหรือไม่? คุณไม่สามารถยกเลิกการดำเนินการได้
UI_FITTINGROOM_REMOVE_FASHION,Remove Fashion,ยกเลิกแฟชั่น
UI_FITTINGROOM_TIP,Preview how items look on your character.,ดูตัวอย่างภาพของไอเท็มบนตัวละครของคุณ
UI_FITTINGROOM_NEXT_TIP,Next animation,ตัวอย่างภาพเคลื่อนไหวถัดไป
UI_FITTINGROOM_PREV_TIP,Previous animation,ตัวอย่างภาพเคลื่อนไหวก่อนหน้า
UI_FITTINGROOM_PAUSE_TIP,Play/pause the current animation,สลับสถานะการเล่นแอนิเมชั่นปัจจุบัน
UI_PVPCONTEST_TITLE,FWC PvP Registration Board,บอร์ดลงทะเบียน FWC PVP
UI_PVPCONTEST_INFO,"Will your guild be the one to win a trip to Manila? \nTake your chance by participating in the FWC PvP Contest! \nRegister your guild, choose your top %d players, and battle to the end!","Will your guild be the one to win a trip to Manila? \nTake your chance by participating in the FWC PvP Contest! \nRegister your guild, choose your top %d players, and battle to the end!"
UI_PVPCONTEST_REGISTRATIONCOST,Registration Cost:,ค่าใช้จ่ายในการลงทะเบียน:
UI_PVPCONTEST_MINGUILDLEVEL,Min. Guild Level:,เลเวลกิลด์ขั้นต่ำ:
UI_PVPCONTEST_MAXPARTICIPATINGPLAYERS,Max. Participating Players:,ผู้เข้าร่วมสูงสุด:
UI_PVPCONTEST_REGISTEREDGUILDS,Registered Guilds (Count: %d),กิลด์ที่ลงทะเบียน (จำนวน: %d)
UI_PVPCONTEST_REGISTER,Register,ลงทะเบียน
UI_PVPCONTEST_LINEUP,Lineup,ไลน์อัพ
UI_PVPCONTEST_REMAKE_MAKEUP,Organize the lineup for FWC PvP Contest again?,อยากจัดไลน์อัพสำหรับการแข่งขัน FWC PVP อีกครั้งไหม?
UI_PVPCONTEST_CONFIRM_LINEUP,Confirm the line up for FWC PvP Contest? You cannot change it after.,Confirm the line up for FWC PvP Contest? You cannot change it after.
UI_PVPCONTEST_SELECT_TITLE,Set Entry List for FWC PvP Contest,กำหนดรายชื่อผู้เข้าร่วมการแข่งขัน FWC PVP
UI_PVPCONTEST_SELECT_CONNECTED,Connected Guild Members,เชื่อมต่อกับสมาชิกกิลด์
UI_PVPCONTEST_SELECT_ENTRANT,Entrant List,รายชื่อผู้เข้าแข่งขัน
UI_PVPCONTEST_SELECT_RIGHT_TIP,Add a connected Guild Member to the entrant list.,เพิ่มสมาชิกกิลด์ที่เชื่อมต่อไปยังรายชื่อผู้เข้าร่วม
UI_PVPCONTEST_SELECT_LEFT_TIP,Delete a Guild Member from the entrant list.,ลบสมาชิกกิลด์ออกจากรายชื่อผู้เข้าร่วม
UI_PVPCONTEST_SELECT_UP_TIP,Arrange the selected Guild member to the upper side.,จัดเรียงสมาชิกกิลด์ที่เลือกไว้ด้านบน
UI_PVPCONTEST_SELECT_DOWN_TIP,Arrange the selected Guild member to the lower side.,จัดเรียงสมาชิกกิลด์ที่เลือกไว้ด้านล่าง
UI_PVPCONTEST_SELECT_COMPLETE,Complete,เสร็จสิ้น
UI_PVPCONTEST_SELECT_COMPLETE_TIP,Complete the entry list.,กรอกรายการให้ครบถ้วน
UI_PVPCONTEST_SELECT_REMAKE,Remake,สร้างใหม่
UI_PVPCONTEST_SELECT_REMAKE_TIP,Remake the entry list.,สร้างรายการใหม่
UI_PVPCONTEST_SELECT_INFO,Register your team. You can select a maximum of %d participating players. #b#cffff0000You CANNOT change the participating members later after registering.#nc#nb,ลงทะเบียนทีมของคุณ คุณสามารถเลือกผู้เล่นที่เข้าร่วมได้สูงสุด %d คน #b#cffff0000คุณไม่สามารถเปลี่ยนสมาชิกที่เข้าร่วมได้ภายหลังจากลงทะเบียนแล้ว#nc#nb
UI_PVPCONTEST_SELECT_ENTRANT_TIP,A maximum of %d members can join the FWC PvP Contest. Choose your best players wisely.,สมาชิกสามารถเข้าร่วมการแข่งขัน FWC PVP ได้สูงสุด %d คน เลือกผู้เล่นที่ดีที่สุดของคุณอย่างมีสติและไตร่ตรองให้ดี
UI_PVPCONTEST_SELECTMATCH,Select Match,เลือกการแข่ง
UI_PVPCONTEST_SELECTMATCH_TOOLTIP,Select today's match schedule.,เลือกการแข่งวันนี้จากตาราง
UI_PVPCONTEST_MATCH_TITLE,Select today's match,เลือกการแข่งวันนี้
UI_PVPCONTEST_MATCH_INFO,"Select today's match schedules. Please note that if you're not here in time, your opponent will receive an #binstant#nb win. You can only pick #bone#nb match per day.",เลือกตารางการแข่งขันของวันนี้ โปรดจำไว้ว่าหากคุณมาไม่ทันเวลา คู่ต่อสู้ของคุณจะได้รับชัยชนะ #binstant#nb คุณสามารถเลือกการแข่งขันได้ #bone#nb ต่อวัน
UI_PVPCONTEST_MATCH_SELECT,Select match,เลือกการแข่ง
UI_PVPCONTEST_TELEPORT,Your match will start in a few minutes. Do you want to teleport to the match arena? #b#cffff0000Declining means you won't be able to join later.#nc#nb,การแข่งขันของคุณจะเริ่มขึ้นในอีกไม่กี่นาที คุณต้องการเทเลพอร์ตไปยังสนามแข่งขันหรือไม่ #b#cffff0000 การปฏิเสธจะทำให้คุณจะไม่สามารถเข้าร่วมได้อีกในภายหลัง #nc#nb
UI_PVPCONTEST_JOINWAR_RANDOM,Random,สุ่ม
UI_PVPCONTEST_JOINWAR_TITLE,Select Entry Zone,ตำแหน่งเกิด
UI_PVPCONTEST_JOINWAR_1_TIP,You have entered zone 1.,คุณได้เข้าสู่พื้นที่ 1 แล้ว
UI_PVPCONTEST_JOINWAR_2_TIP,You have entered zone 2.,คุณได้เข้าสู่พื้นที่ 2 แล้ว
UI_PVPCONTEST_JOINWAR_3_TIP,You have entered zone 3.,คุณได้เข้าสู่พื้นที่ 3 แล้ว
UI_PVPCONTEST_JOINWAR_4_TIP,You have entered zone 4.,คุณได้เข้าสู่พื้นที่ 4 แล้ว
UI_PVPCONTEST_JOINWAR_SELECT,Select the zone you wish to enter.,เลือกพื้นที่ที่คุณต้องการเข้า
UI_PVPCONTEST_JOINWAR_MSG,"In %d seconds, you will enter zone %s.","ก่อน %d, คุณเข้าสู่ %s"
UI_PVPCONTEST_SELECTEDMATCH,Your next match will start at: %s,การแข่งขันครั้งต่อไปของคุณจะเริ่มต้นใน: %s
UI_STARTERPASS,Starter Pass,Starter Pass
UI_PETPASS,Pet Pass,Pet Pass
UI_PIERCINGPASS,Piercing Pass,Piercing Pass
UI_UPGRADEPASS,Upgrade Pass,Upgrade Pass
UI_ELEMENT_UPGRADEPASS,Element Upgrade Pass,Element Upgrade Pass
UI_PARTYPASS,Party Pass,Party Pass
UI_COSTUMEPASS,Costume Pass,Costume Pass
UI_BATTLEPASS_MISSION_PETSKILL,Use Your Pet's Grace Skill,ใช้ทักษะที่สง่างามของสัตว์เลี้ยง
UI_BATTLEPASS_MISSION_PIERCING,"Attempt Piercing on Weapon, Shield, or Suit",พยายามเจาะอาวุธ โล่ หรือชุด
UI_BATTLEPASS_MISSION_ELEMENT_SMELT,Attempt Elemental Upgrade,พยายามอัพเกรดธาตุ
UI_BATTLEPASS_MISSION_ELEMENT_SAFETY_SMELT,Attempt Safe Elemental Upgrade,ลองอัพเกรดแบบปลอดภัย (ธาตุ)
UI_BATTLEPASS_MISSION_ELEMENT_SMELT_SUCCESS,Upgrade Gear Element to %s or Higher,อัพเกรดธาตุอุปกรณ์ถึง %s หรือสูงกว่า
UI_BATTLEPASS_MISSION_NORMAL_SMELT,Attempt Gear or Accessory Upgrade,พยายามอัพเกรดอุปกรณ์หรือเครื่องประดับ
UI_BATTLEPASS_MISSION_NORMAL_SAFETY_SMELT,Attempt Safe Gear or Accessory Upgrade,ลองอัพเกรดแบบปลอดภัย (Normal/Acc)
UI_BATTLEPASS_MISSION_NORMAL_SMELT_SUCCESS,Upgrade Gear or Accessory to %s or Higher,อัพเกรดอุปกรณ์หรือเครื่องประดับ %s ขึ้นไป
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER,Kill Normal Monsters in a Party,ฆ่ามอนสเตอร์ปกติกับปาร์ตี้
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER2,Kill %s in a Party,ฆ่า %s กับปาร์ตี้
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON,Clear a Dungeon in a Party,ผ่านดันเจี้ยนเป็นปาร์ตี้
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON2,Clear Dungeon %s in a Party,ผ่านดันเจี้ยน %s กับปาร์ตี้
UI_BATTLEPASS_MISSION_PARTYPOINT,Obtain Party Points,ได้รับแต้มปาร์ตี้ Skill
UI_BATTLEPASS_MISSION_COSTUMETRANSMUTATION,Add a Fashion Item to the Wardrobe,ใส่ costume เข้าตู้เสื้อผ้า
UI_BATTLEPASS_MISSION_GETCOSTUME,Obtain a Fashion Item,ได้รับ costumes
UI_BATTLEPASS_SAFETYSMELT_ELECARD,(Elemental),(ธาตุ)
UI_BATTLEPASS_SAFETYSMELT_POWERDICE,(Normal/Accessory),(Normal/Accessory)
UI_BATTLEPASS_MISSION_LEVELUP,Level Up,เลเวลเพิ่มขึ้น
UI_BATTLEPASS_MISSION_LEVELUP2,Reach Level %s,ถึงเลเวล %s
UI_BATTLEPASS_MISSION_JOBCHANGE_EXPERT,Complete the 1st Job Change,เปลี่ยน 1st Job
UI_BATTLEPASS_MISSION_JOBCHANGE_PROFESSIONAL,Complete the 2nd Job Change,เปลี่ยน 2nd Job
UI_BATTLEPASS_MISSION_SKILLMASTER,Increase a Skill to Max Level,เพิ่มทักษะให้ถึงระดับสูงสุด
UI_BATTLEPASS_MISSION_KILLCATCHER,Hunt a Catcher,ตามล่า Catcher มอนสเตอร์
UI_BATTLEPASS_MISSION_CRAFTPETCANDY,Craft Pet Candy,ผลิต Pet Candy
UI_BATTLEPASS_MISSION_CRAFTPETCANDY2,Craft Pet Candy (%s),ผลิต Pet Candy (%s)
UI_BATTLEPASS_MISSION_JOINGUILD,Join a Guild,เข้าร่วมกิลด์
UI_BATTLEPASS_MISSION_JOINPARTY,Join a Party,เข้าร่วมปาร์ตี้
UI_BATTLEPASS_MISSION_GETPKCHIP,Obtain PK Chips,ได้รับ PK Chips
UI_BATTLEPASS_MISSION_FLYING,Fly %s km,เดินทาง %s km ด้วย Flying
UI_BATTLEPASS_MISSION_KILLFLYMONSTER,Defeat Aerial Monsters,เอาชนะมอนสเตอร์บนฟ้า
UI_BATTLEPASS_MISSION_ACTIVEBEGINNERBUFF,Ask the Buff Pang for Buffs,รับบัฟจาก Pang
UI_BATTLEPASS_MISSION_USECOMBOSKILL,Perform %s or More Combos Using the Action Slot,ทำคอมโบ %s ต่อเนื่องได้ โดยใช้ช่องสกิล
UI_BATTLEPASS_MISSION_ACTIVEEQUIPSET,Wear a Set With a Set Effect,มีการตั้งค่าเอฟเฟกต์ที่เปิดใช้งาน
UI_BATTLEPASS_MISSION_KALGAS_ASSAULT,Finish a Kalgas Assault Match,Finish a Kalgas Assault Match
UI_BATTLEPASS_INFO2,%s ends at: #b%s#nb (Server Time)\nWeekly points limit: #b%d / %d#nb\n#iPoints earned from Season missions are not counted toward the weekly limit.#ni,เมื่อสิ้นสุด %s ฤดูกาล: #b%s#nb (เวลาเซิร์ฟเวอร์)\nคะแนนสูงสุดสำหรับสัปดาห์นี้: #b%d / %d#nb\n#iคะแนนที่ได้รับจากภารกิจซีซั่นไม่รวมอยู่ในขีดจำกัดรายสัปดาห์#ni
UI_BATTLEPASS_INFO3,%s ends at: #b%s#nb (Server Time)\n#iSome rewards are enhanced after reaching level %d.#ni,เมื่อสิ้นสุด %s ฤดูกาล: #b%s#nb (เวลาเซิร์ฟเวอร์)\n#ni\n#iรางวัลบางตัวอาจจะมีผลเพิ่มขึ้นเมื่อคุณเลเวลถึง %d#ni
UI_BATTLEPASS_INFO4,%s ends at: #b%s#nb (Server Time),เมื่อสิ้นสุด %s ฤดูกาล: #b%s#nb (เวลาเซิร์ฟเวอร์)\n#ni
UI_BATTLEPASS_INFO5,The Starter Pass does not expire and is available to all players who purchase it.,ไม่มีวันหมดอายุสำหรับ Starter Pass และผู้เล่นทุกคนสามารถใช้งานได้
UI_QUEST_STARTABLE,Startable,สามารถเริ่มได้
UI_SUMMERPASS2023,Summer Pass,Summer Pass
UI_APP_SWITCHEQUIP_TIP,View and manage your equipment switches.,แสดงเมนูอุปกรณ์สวิตช์
UI_APP_SWITCHEQUIP_DELETE,Delete,ลบ
UI_APP_SWITCHEQUIP_SAVE,Save,บันทึก
UI_APP_SWITCHEQUIP_COPY,Copy Current Equipment,คัดลอกอุปกรณ์
UI_APP_SWITCHEQUIP_USE,Use,ใช้งาน
UI_APP_SWITCHEQUIP_TITLE,Name ,ชื่อ
UI_APP_SWITCHEQUIP_SWITCHLIST,Presets,Presets
UI_APP_SWITCHEQUIP_ERROR_NAME,You must enter a preset name!,คุณจะต้องตั้งชื่อ Preset!
UI_APP_SWITCHEQUIP_ERROR_NAMEFORMAT,The preset name you entered is invalid!,ชื่อที่คุณตั้งไว้สำหรับ Preset ไม่ถูกต้อง!
UI_APP_SWITCHEQUIP_NEWSWITCH,Create new,สร้างใหม่
UI_APP_SWITCHEQUIP_SHORTCUT,Taskbar shortcut (drag and drop),สร้างทางลัด
UI_APP_SWITCHEQUIP_PRESETNAME,Preset Name,ชื่อ Preset
UI_APP_SWITCHEQUIP_DELETE_TEXT,Are you sure you want to delete the %s preset?,คุณแน่ใจที่จะลบ Preset %s หรือไม่?
UI_APP_SWITCHEQUIP_DELETE_SELECT,You need to select a preset.,คุณต้องเลือก Preset
UI_BATTLEPASS_MISSION_UNSAFETYALL,Attempt Upgrade or Piercing,ลองอัพเกรดหรือเจาะอุปกรณ์
UI_LEVEL_REQUIRED,Available after level %d.,พร้อมใช้งานหลังจากเลเวล %d
UI_QUEST_KILLSTEP_RWD,%d Monsters defeated: %s,%d มอนสเตอร์ที่พิชิต: %s
UI_QUEST_REWARDSTEP_ITEM,%s(%d),%s(%d)
UI_QUEST_KILLSTEP_COND,Defeat monsters (%d/%d),พิชิตมอนสเตอร์ (%d/%d)
UI_PVPCONTEST_TELEPORT_AUTOCLOSE,You have %d seconds to join.,คุณมีเวลา %d วินาทีในการเข้าร่วม
UI_PVPCONTEST_RANKING_DAILY,Today's Matches,การแข่งวันนี้
UI_PVPCONTEST_RANKING_PRELIMINARY,Preliminary,รอบแรก
UI_PVPCONTEST_RANKING_BACKUP,Back-up,รอบสำรอง
UI_PVPCONTEST_RANKING_FINALS,Finals,รอบสุดท้าย
UI_PVPCONTEST_RANKING_DESC,"This contains all the ranking data for the current FWC PvP Contest.\nIf only one guild has showed up in the preliminary's ranking, then that means it had no opponent!\n#b#uClick on a guild to see the participating players stats.#nu#nb",ประกอบด้วยข้อมูลอันดับทั้งหมดสำหรับการแข่งขัน PVP ของ FWC ในปัจจุบัน\nหากมีเพียงกิลด์เดียวเท่านั้นที่ปรากฏในอันดับของรอบแรก แสดงว่ากิลด์นั้นไม่มีคู่ต่อสู้!\n#b#uคลิกที่กิลด์เพื่อดูสถิติของผู้เล่นที่เข้าร่วม#nu#nb
UI_PVPCONTEST_RANKING_TITLE,FWC PvP Contest Ranking,อันดับ FWC PvP Contest
UI_PVPCONTEST_RANKING_RANKING,Ranking,อันดับ
UI_PVPCONTEST_RANKING_RANK,Rank,Rank
UI_PVPCONTEST_RANKING_GUILDNAME,Guild Name,ชื่อกิลด์
UI_PVPCONTEST_RANKING_POINTS_TOOLTIP,Points,แต้ม
UI_PVPCONTEST_RANKING_KILLS_TOOLTIP,Kills,Kills
UI_PVPCONTEST_RANKING_DEATHS_TOOLTIP,Deaths,Deaths
UI_APP_INFO_PANG_HIDE,You can summon Info-Pang again via Menu > Helper > Info-Pang.,คุณสามารถเรียกดู Info-Pang ได้โดยเลือกไปที่ เมนู > ตัวช่วย > Info-Pang
UI_APP_INFO_PANG_LIST,You can view this information again if you click Info-Pang > Right Click > Check the List.,คุณสามารถดูข้อมูลนี้ได้อีกครั้งโดยคลิก Info-Pang > คลิกขวา > ตรวจสอบรายการ
UI_PVPCONTEST_MATCHLIST_INFO,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb,คุณสามารถเลือกแมตช์และรับชมได้ที่นี่ #bหมายเหตุ: คุณจะมองไม่เห็นโดยผู้เล่นที่กำลังแข่งขันและจะสามารถสื่อสารได้กับผู้ชมคนอื่นเท่านั้น #nb
UI_PVPCONTEST_SPECTATE_INFO,Do you want to spectate that match? You will get teleported in the match arena.,คุณต้องการไปชมการแข่งขันนั้นไหม? คุณจะได้รับการเทเลพอร์ตไปยังสนามแข่งขัน
UI_SERVERTRANSFER_TITLE,Server Transfer,ย้าย Server
UI_SERVERTRANSFER_MSG,Select server:,เลือก Server:
UI_SERVERTRANSFER_BASE_DESC,Select the server you want to transfer your character to. Please check our website for the exact transfer rules.,เลือก Server ที่คุณต้องการโอนตัวละครของคุณไป โปรดตรวจสอบเว็บไซต์เพื่อดูกฎการย้าย Server
UI_SERVERTRANSFER_DESC,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.,โปรดทราบว่าคำขอโอนย้าย Server จะดำเนินการเป็นรอบๆ ดังนั้นการย้ายของคุณจะไม่เกิดขึ้นทันทีหลังจากใช้ Scroll
UI_SERVERTRANSFER_FWC_TITLE,FWC Server Transfer,ย้ายไป FWC Server
