Key,English,Russian
TEXTCLIENT_ARENA_RANKING_MAIL,Congratulations for your rank %d in the PvP Arena this week!,Congratulations for your rank %d in the PvP Arena this week!
TEXTCLIENT_QUEST_NOTELEPORT,Blinkwings are not allowed during the quest %s.,Гипер-блики нельзя использовать во время выполнения квеста %s.
TEXTCLIENT_SECRETBOOST_RECEIVE,You just found a %s!,Вы только что нашли %s!
TEXTCLIENT_SECRETBOOST_TROUPERECEIVE,%s just found a %s!,%s just found a %s!
TEXTCLIENT_BLESSEDNESS_INVALID,That item cannot be Blessed.,That item cannot be Blessed.
TEXTCLIENT_AWAKE_SUCCESS,Item has been awakened.,Item has been awakened.
TEXTCLIENT_BLESSING_CANCELNO,This feature can only be used on blessed items.,This feature can only be used on blessed items.
TEXTCLIENT_BLESSING_CANCEL,Blessing of the Goddess has been removed.,Blessing of the Goddess has been removed.
TEXTCLIENT_RETURNING_REWARD,Here is a gift since you haven't logged in for a long time!,Here is a gift since you haven't logged in for a long time!
TEXTCLIENT_DROPITEM_TOOMUCH,There are too many items already on the ground.,There are too many items already on the ground.
TEXTCLIENT_GEM_SUCCESS,You have created %dx %s.,You have created %dx %s.
TEXTCLIENT_GEM_FAILURE,Jewel creation failed.,Jewel creation failed.
TEXTCLIENT_COMBATPOWER_RANKING_MAIL,Congratulations for your rank %d (%s) in the Combat Power ranking!,Congratulations for your rank %d (%s) in the Combat Power ranking!
TEXTCLIENT_PVPLIMIT,This PvP kill is not counted because you already fought together a little while ago.,This PvP kill is not counted because you already fought together a little while ago.
TEXTCLIENT_GEM_WRONG,Please use the correct Jewel for the weapon.,Please use the correct Jewel for the weapon.
TEXTCLIENT_CONVERTUNIQUE_SUCCESS,Conversion to Unique weapon successful!,Conversion to Unique weapon successful!
TEXTCLIENT_CONVERTUNIQUE_FAIL,Conversion to Unique weapon failed.,Conversion to Unique weapon failed.
TEXTCLIENT_BOUNTY_OTHERCHANNEL,The player is currently in a different channel.,The player is currently in a different channel.
TEXTCLIENT_BOUNTY_SAFETY,The player is currently in a safety zone.,The player is currently in a safety zone.
TEXTCLIENT_TELEPORT_NEAR,You are already very close to this place!,You are already very close to this place!
TEXTCLIENT_GIANTHUNT_RANKING_MAIL,Congratulations for your rank %d in the Giant Hunt ranking!,Congratulations for your rank %d in the Giant Hunt ranking!
TEXTCLIENT_GIANTHUNT_RANKING_MAIL1,Congratulations for reaching %d points in the Giant Hunt ranking!,Congratulations for reaching %d points in the Giant Hunt ranking!
TEXTCLIENT_GIANTHUNT_RECEIVE,You received %d Giant Hunting Points (Total %d)!,You received %d Giant Hunting Points (Total %d)!
TEXTCLIENT_CASHSHOP_MAINTENANCE,You cannot purchase because the server will have a maintenance in a few seconds.,You cannot purchase because the server will have a maintenance in a few seconds.
TEXTCLIENT_CTRLRECOVERY,You found a HP container!,You found a HP container!
TEXTCLIENT_PURCHASE_CLAIMED,Rewards successfully claimed,Rewards successfully claimed
TEXTCLIENT_REAPCASH,You received %s Bonus fCoins.,You received %s Bonus fCoins.
TEXTCLIENT_UPGRADEEFFECT_NONE,The weapon does not have any upgrade effect.,The weapon does not have any upgrade effect.
TEXTCLIENT_UPGRADEEFFECT,Upgrade effects are changed for this weapon.,Upgrade effects are changed for this weapon.
TEXTCLIENT_INVALIDOTP,Invalid Two Factor authentication code.,Invalid Two Factor authentication code.
TEXTCLIENT_CAPTCHAFAILED,Failed to complete the challenge. Try again please.,Failed to complete the challenge. Try again please.
TEXTCLIENT_SERVERCLOSED,The game is in maintenance. Please wait.,The game is in maintenance. Please wait.
TEXTCLIENT_PRIVATE_SHOP_LEVEL,You must complete your 1st Job Change to open a Private Shop.,You must complete your 1st Job Change to open a Private Shop.
TEXTCLIENT_VENDOR_SHOP_LEVEL,You must reach level %d to open a Vendor Shop.,You must reach level %d to open a Vendor Shop.
TEXTCLIENT_CANT_CHAT_LEVEL,Guest Characters under Level %d cannot use the chat.,Guest Characters under Level %d cannot use the chat.
TEXTCLIENT_CANT_CHAT_LEVEL2,Characters under Level %d cannot use the chat.,Characters under Level %d cannot use the chat.
TEXTCLIENT_TOOMANYREQUESTS,Too many requests. Please try again later.,Too many requests. Please try again later.
TEXTCLIENT_PLAYERDISCONNECTED,Player %s disconnected.,Player %s disconnected.
TEXTCLIENT_ERROR_CATCHERLEVEL,You must complete your 1st Job Change to attack this monster.,You must complete your 1st Job Change to attack this monster.
TEXTCLIENT_ERROR_RESURRECTPK,You can only be resurrected on a PK channel.,You can only be resurrected on a PK channel.
TEXTCLIENT_GUILD_ADDBAG,%s expanded the guild bank!,%s expanded the guild bank!
UI_CASHSHOP_MAXPURCHASE,Maximum amount of purchases per character: %d,Maximum amount of purchases per character: %d
TEXTCLIENT_LEADERSHIPOFF,Cannot transfer Leadership to offline player.,Cannot transfer Leadership to offline player.
TEXTCLIENT_PET_NOTFOUND,You do not have a summoned pet.,You do not have a summoned pet.
TEXTCLIENT_PET_USEFEED,You have used %d pet candy.,You have used %d pet candy.
TEXTCLIENT_PET_HATCH,Bring your Pet to the Pet Tamer to upgrade it!,Bring your Pet to the Pet Tamer to upgrade it!
TEXTCLIENT_PET_WRONGCANDY,You must use the correct Pet Candy to feed your pet.,You must use the correct Pet Candy to feed your pet.
TEXTCLIENT_PET_HATCH_CONF,Turns an egg into a D Level pet. Pet class will be decided at random.,Turns an egg into a D Level pet. Pet class will be decided at random.
TEXTCLIENT_PET_REQEGG,Use on your egg.,Use on your egg.
TEXTCLIENT_PET_REROLL_TIER,The tier of the pet must be higher or equal.,The tier of the pet must be higher or equal.
TEXTCLIENT_PET_REROLL_ALREADY,Your pet already has the maximum level possible.,Your pet already has the maximum level possible.
TEXTCLIENT_PET_REROLL,"Your pet has got a new, higher level!","Your pet has got a new, higher level!"
TEXTCLIENT_PET_REROLL_LOWER,"You rolled the same or a lower level, so nothing changed.","You rolled the same or a lower level, so nothing changed."
TEXTCLIENT_PET_ENERGYFULL,The energy bar is already full.,The energy bar is already full.
TEXTCLIENT_PET_NOTEGG,Cannot use on egg.,Cannot use on egg.
TEXTCLIENT_PET_TRANSMUTE,Your pet has got a new appearance!,Your pet has got a new appearance!
TEXTCLIENT_GUILDCOMBAT_REDCHIPS,%d Red Chips have been sent to your inventory or mail box.,%d Red Chips have been sent to your inventory or mail box.
TEXTCLIENT_PET_TRANSMUTE_CONF,Your pet will get a new appearance. Do you want to continue?,Your pet will get a new appearance. Do you want to continue?
TEXTCLIENT_ITEM_TRANSMUTE_SUCCESS,You have transmuted your item!,You have transmuted your item!
TEXTCLIENT_ITEM_TRANSMUTE_INCOMPATIBLE,These items are not compatible for transmutation.,These items are not compatible for transmutation.
TEXTCLIENT_ITEM_TRANSMUTE_REMOVE,The transmutation has been removed.,The transmutation has been removed.
TEXTCLIENT_ADDWARDROBE,The item has been added to your wardrobe.,The item has been added to your wardrobe.
TEXTCLIENT_GUILDWARCHANNEL,Unable to declare war in this channel.,Unable to declare war in this channel.
TEXTCLIENT_APP_BATTLEPASS,Flyff Pass,Flyff Pass
TEXTCLIENT_BATTLEPASS_MISSIONCOMPLETE,%s mission %s completed.,%s mission %s completed.
TEXTCLIENT_BATTLEPASS_GETPOINTS,You received %d %s points.,You received %d %s points.
TEXTCLIENT_BATTLEPASS_RESET,The %s season has been reset!,The %s season has been reset!
TEXTCLIENT_BATTLEPASS_NEWRANK,You reached the %s grade %d!,You reached the %s grade %d!
TEXTCLIENT_BATTLEPASS_NEWBONUSRANK,You reached the %s bonus grade %d+%d!,You reached the %s bonus grade %d+%d!
TEXTCLIENT_BATTLEPASS_ENDED,There is no more active Flyff Pass.,There is no more active Flyff Pass.
TEXTCLIENT_BATTLEPASS_PAID,Thank you for purchasing the Extended %s!,Thank you for purchasing the Extended %s!
TEXTCLIENT_BATTLEPASS_PURCHASE_PAID,Purchase the Extended %s to receive more rewards!,Purchase the Extended %s to receive more rewards!
TEXTCLIENT_GUILDCOMBAT80_MAXLEVEL,Only characters level 80 or less can apply to this Lv80 Guild Siege.,Only characters level 80 or less can apply to this Lv80 Guild Siege.
TEXTCLIENT_GUILDCOMBAT60_MAXLEVEL,Only characters who did not complete the second class change can apply to this Lv60 Guild Siege.,Only characters who did not complete the second class change can apply to this Lv60 Guild Siege.
TEXTCLIENT_GUILDCOMBAT165_MAXLEVEL,Only characters who did not complete the third class change can apply to this Lv165 Guild Siege.,Only characters who did not complete the third class change can apply to this Lv165 Guild Siege.
TEXTCLIENT_GUILDCOMBAT_ENTER1,The Lv80 Guild Siege is held for this week.,The Lv80 Guild Siege is held for this week.
TEXTCLIENT_GUILDCOMBAT_ENTER2,The Lv60 Guild Siege is held for this week.,The Lv60 Guild Siege is held for this week.
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT1,Today's Lv80 Guild Siege will not be held due to lack of participants.,Today's Lv80 Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT2,Today's Lv60 Guild Siege will not be held due to lack of participants.,Today's Lv60 Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_END1,The Level 80 Guild Siege has ended.,The Level 80 Guild Siege has ended.
TEXTCLIENT_GUILDCOMBAT_END2,The Level 60 Guild Siege has ended.,The Level 60 Guild Siege has ended.
TEXTCLIENT_GUILDCOMBAT_CHIPS,%d %s have been sent to your inventory or mail box.,%d %s have been sent to your inventory or mail box.
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG1,"From now on, Atlas in Flarine can let you into the Lv80 Guild Siege arena.","From now on, Atlas in Flarine can let you into the Lv80 Guild Siege arena."
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG2,"From now on, Olivia in Flarine can let you into the Lv60 Guild Siege arena.","From now on, Olivia in Flarine can let you into the Lv60 Guild Siege arena."
TEXTCLIENT_GUILDCOMBAT_ANOTHER,Another Guild Siege is happening.,Another Guild Siege is happening.
TEXTCLIENT_SKILL_ROOT,You cannot move right now.,Вы не можете двигаться прямо сейчас.
TEXTCLIENT_WORLDBOSS_KILLED,%s has fallen!,%s has fallen!
TEXTCLIENT_EVENT_REQGUILD,You should join a Guild to participate to the event!,You should join a Guild to participate to the event!
TEXTCLIENT_GUILD_WORLDCUP_POINTS,%s brought %d GET'EM B'ALL points to the Guild (Total: %d)!,%s brought %d GET'EM B'ALL points to the Guild (Total: %d)!
TEXTCLIENT_WORLDCUP_RANKING_MAIL,Congratulations for your rank %d in the GET'EM B'ALL ranking!,Congratulations for your rank %d in the GET'EM B'ALL ranking!
TEXTCLIENT_REMOVEPIERCING_NOSELECTION,You need to select a card to remove !,You need to select a card to remove !
TEXTCLIENT_REMOVEPIERCING_NOCARD,The slot you selected has no card in it !,The slot you selected has no card in it !
TEXTCLIENT_DUNGEON_FAIL_ENTER,Unable to enter the dungeon.,Unable to enter the dungeon.
TEXTCLIENT_DUNGEON_FAIL_LEADER,Your leader must enter the dungeon first.,Your leader must enter the dungeon first.
TEXTCLIENT_DUNGEON_START,%s started the dungeon %s!,%s started the dungeon %s!
TEXTCLIENT_DUNGEON_START_DIFFICULTY,%s started the dungeon %s (%s)!,%s started the dungeon %s (%s)!
TEXTCLIENT_DUNGEON_FULL,Too many players are in this dungeon. Please wait a moment.,Too many players are in this dungeon. Please wait a moment.
TEXTCLIENT_DUNGEON_NOTRANS,You cannot enter an instanced dungeon while you are using a Trans.,You cannot enter an instanced dungeon while you are using a Trans.
TEXTCLIENT_DUNGEON_NOTRANSUSE,You cannot use a Trans inside of an instanced dungeon.,You cannot use a Trans inside of an instanced dungeon.
TEXTCLIENT_DUNGEON_CLOSING,The previous instance is closing. Please wait a moment.,The previous instance is closing. Please wait a moment.
TEXTCLIENT_DUNGEON_GROUP_FULL,This dungeon does not allow more than %d group members.,This dungeon does not allow more than %d group members.
TEXTCLIENT_DUNGEON_NOENTRY,Entrance is not allowed for now.,Entrance is not allowed for now.
TEXTCLIENT_DUNGEON_KILL_TIMER,%d minute(s) remaining to clear %d monsters,%d minute(s) remaining to clear %d monsters
TEXTCLIENT_DUNGEON_TIMEOUT,"Time is up, you failed the dungeon...","Time is up, you failed the dungeon..."
TEXTCLIENT_LACKITEM,You do not have the required items.,You do not have the required items.
TEXTCLIENT_DUNGEON_ENTER,Prepare yourself!,Prepare yourself!
TEXTCLIENT_DUNGEON_CHANNEL,Your dungeon is running on another channel.,Your dungeon is running on another channel.
TEXTCLIENT_DUNGEON_COOLDOWN,Please wait before challenging this dungeon again.,Please wait before challenging this dungeon again.
TEXTCLIENT_DUNGEON_PARTY_REQ,You must be in a Party to enter this dungeon.,You must be in a Party to enter this dungeon.
TEXTCLIENT_DUNGEON_GUILD_REQ,You must be in a Guild to enter this dungeon.,You must be in a Guild to enter this dungeon.
TEXTCLIENT_GUILDCOMBAT_NOMASTERS,You cannot join a Lv80 Guild Siege or Lv60 Guild Siege when doing a master quest!,You cannot join a Lv80 Guild Siege or Lv60 Guild Siege when doing a master quest!
TEXTCLIENT_ACHIEVEMENT_SKILLUNLOCK,You unlocked skill [%s] lv.%d!,You unlocked skill [%s] lv.%d!
TEXTCLIENT_THIEFSANTAHUNT_RANKING_MAIL,Congratulations for your rank %d in the Thief Santa Hunt ranking!,Congratulations for your rank %d in the Thief Santa Hunt ranking!
TEXTCLIENT_THIEFSANTAHUNT_RANKING_MAIL1,Congratulations for reaching %d points in the Thief Santa Hunt ranking!,Congratulations for reaching %d points in the Thief Santa Hunt ranking!
TEXTCLIENT_THIEFSANTAHUNT_RECEIVE,You received %d Thief Santa Hunting Points (Total %d)!,You received %d Thief Santa Hunting Points (Total %d)!
TEXTCLIENT_APP_LOTTERY,Lottery,Lottery
TEXTCLIENT_LOTTERY_LOWLEVEL,"Your level is too low, you must be level %d minimum to start this lottery!","Your level is too low, you must be level %d minimum to start this lottery!"
TEXTCLIENT_LOTTERY_HIGHLEVEL,"Your level is too high, you must be level %d maximum to start this lottery!","Your level is too high, you must be level %d maximum to start this lottery!"
TEXTCLIENT_LOTTERY_ITEMSMISSING,You must have %d %s to start this lottery!,You must have %d %s to start this lottery!
TEXTCLIENT_LOTTERY_ERRORSTARTED,You already started a lottery! Wait for it to finish!,You already started a lottery! Wait for it to finish!
TEXTCLIENT_LOTTERY_NOREWARD,Unlucky.. You got no reward this time!,Unlucky.. You got no reward this time!
TEXTCLIENT_LOTTERY_NOFREESPINS,You don't have any free spins left!,You don't have any free spins left!
TEXTCLIENT_LOTTERY_FREESPIN,You can now claim your free Lottery Wheel spin!,You can now claim your free Lottery Wheel spin!
TEXTCLIENT_APP_EVENTPASS,Lunar Pass,Lunar Pass
TEXTCLIENT_BATTLEPASS_REWARD,You need to be at least level %d to claim %s rewards!,You need to be at least level %d to claim %s rewards!
TEXTCLIENT_EXCHANGECONSUME_ERROR,You already have one buff of that type active.,You already have one buff of that type active.
TEXTCLIENT_GUILD_NOTFOUND,The guild %s was not found.,The guild %s was not found.
TEXTCLIENT_GM_WARNING_MISSING,You must provide a reason.,You must provide a reason.
TEXTCLIENT_GM_WARNING,You have received a warning from %s: %s,You have received a warning from %s: %s
TEXTCLIENT_GM_WARNING_FEEDBACK,%s has been warned.,%s has been warned.
TEXTCLIENT_GM_WARNING_FEEDBACK2,"%s is offline, but the warning was logged anyway.","%s is offline, but the warning was logged anyway."
TEXTCLIENT_DUNGEON_KILL_MONSTER_TIMER,%d minute(s) remaining to kill %s,%d minute(s) remaining to kill %s
TEXTCLIENT_DUNGEON_KILL_MONSTER_TIMER_N,%d minute(s) remaining to kill %dx %s,%d minute(s) remaining to kill %dx %s
TEXTCLIENT_TICKETEXPIRED,Your ticket has expired! You were teleported back to Madrigal!,Your ticket has expired! You were teleported back to Madrigal!
TEXTCLIENT_PETCAGE_FAIL01,The pet inside did not survive.,The pet inside did not survive.
TEXTCLIENT_MINTARGETLEVEL,This item can only be used on items level %d and above.,This item can only be used on items level %d and above.
TEXTCLIENT_DUNGEON_MAXENTRY,Your reached the maximum entrance amount for today.,Your reached the maximum entrance amount for today.
TEXTCLIENT_DUNGEON_MAXINSTANCE,You already have %d dungeon running. Please wait.,You already have %d dungeon running. Please wait.
TEXTCLIENT_DUNGEON_RATELIMIT,Too many players are starting dungeons. Please try again soon.,Too many players are starting dungeons. Please try again soon.
TEXTCLIENT_DUNGEON_FAILMASTER,You cannot enter dungeons while on a Master quest.,You cannot enter dungeons while on a Master quest.
TEXTCLIENT_ITEM_PK,This item is only usable on a PK Channel.,This item is only usable on a PK Channel.
TEXTCLIENT_DUNGEON_RANKING_MAIL,Congratulations for your rank %d in the %s!,Congratulations for your rank %d in the %s!
TEXTCLIENT_DUNGEON_WINNER,This week's winner of the %s is %s Guild,This week's winner of the %s is %s Guild
TEXTCLIENT_DUNGEON_NOWINNER,There is no winning Guild of the %s,There is no winning Guild of the %s
TEXTCLIENT_CHANNELPK,You cannot teleport on a non-PK channel while using a PK ticket,You cannot teleport on a non-PK channel while using a PK ticket
TEXTCLIENT_DUNGEON_CLEARED,Dungeon cleared in %s!,Dungeon cleared in %s!
TEXTCLIENT_DUNGEONFORCEDSPAWN,Congratulations! You killed all the %s(s)! Boss will spawn with a bonus!,Congratulations! You killed all the %s(s)! Boss will spawn with a bonus!
TEXTCLIENT_SOMEONEUSING,Another player is using this! Please wait..,Another player is using this! Please wait..
TEXTCLIENT_NOTUSESKILL_ITEMUSE_CUMULABLE,The item %s is only cumulable if the buff is the exact same item. Current buff item %s.,The item %s is only cumulable if the buff is the exact same item. Current buff item %s.
TEXTCLIENT_COSTUMECOLLECTION_ISEVENTUSED,Costume is already used.,Costume is already used.
TEXTCLIENT_COSTUMECOLLECTION_NOTHING,You have nothing to submit.,You have nothing to submit.
TEXTCLIENT_APP_EVENTS,Events,Events
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_1,You have nothing to submit.,You have nothing to submit.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_2,Achievement collection error 02.,Achievement collection error 02.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_3,Achievement collection error 03.,Achievement collection error 03.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_4,Achievement collection error 04.,Achievement collection error 04.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_5,Costume is already used.,Costume is already used.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_6,Achievement collection error 06.,Achievement collection error 06.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_7,Achievement collection error 07.,Achievement collection error 07.
TEXTCLIENT_ACHIEVEMENT_COLLECTIONSUCCESS,Costumes successfully submitted.,Costumes successfully submitted.
TEXTCLIENT_ACHIEVEMENT_LEVEL,"You reached %d of ""%s""","You reached %d of ""%s"""
TEXTCLIENT_MESSAGE_TOO_LONG,Your message exceeds the maximum length.,Your message exceeds the maximum length.
TEXTCLIENT_FREEZE_NOTUSE,You cannot teleport if you're frozen.,You cannot teleport if you're frozen.
TEXTCLIENT_MINLVLTRADE,You must reach level %d to trade premium items.,You must reach level %d to trade premium items.
TEXTCLIENT_MINLVLMOTION,You must reach level %d to use this emote.,You must reach level %d to use this emote.
TEXTCLIENT_APP_SWITCHEQUIP,Switch Equip,Switch Equip
TEXTCLIENT_SWITCHEQUIP_NOTUSEITEM,You can only equip items from the SwitchEquip menu/shortcut.,You can only equip items from the SwitchEquip menu/shortcut.
TEXTCLIENT_SWITCHEQUIP_SUCCESS_UPDATED,You Successfully updated preset %s!,You Successfully updated preset %s!
TEXTCLIENT_SWITCHEQUIP_ERROR_COUNT,You have too many presets!,You have too many presets!
TEXTCLIENT_SWITCHEQUIP_SUCCESS_ADD,You successfully created preset %s!,You successfully created preset %s!
TEXTCLIENT_SWITCHEQUIP_SUCCESS_DELETED,You successfully deleted preset %s!,You successfully deleted preset %s!
TEXTCLIENT_SWITCHEQUIP_USEBATTLEPASS,This preset is only available with the Extended Flyff Pass.,This preset is only available with the Extended Flyff Pass.
TEXTCLIENT_SWITCHEQUIP_ERROR_REQUIREMENT,You cannot add %s to the preset equipment. Requirements not met.,You cannot add %s to the preset equipment. Requirements not met.
TEXTCLIENT_SWITCHEQUIP_ERROR_REQUIREMENT_KEEPTIME,You first need to equip that item once before adding it to the preset equipment.,You first need to equip that item once before adding it to the preset equipment.
TEXTCLIENT_SWITCHEQUIP_USEWAIT,Please wait a little before using another switch.,Please wait a little before using another switch.
TEXTCLIENT_PVPCONTEST_NOGUILD,You need a guild and be the leader to register.,You need a guild and be the leader to register.
TEXTCLIENT_PVPCONTEST_ALREADYREGISTERED,Your guild is already registered for the FWC PVP Contest!,Your guild is already registered for the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_NOTCLOSED,You can't register now. FWC PVP Contest has already started or will start tomorrow!,You can't register now. FWC PVP Contest has already started or will start tomorrow!
TEXTCLIENT_PVPCONTEST_COMPOSITIONNOTCLOSED,You can't change your participating players now. FWC PVP Contest has already started or will start tomorrow!,You can't change your participating players now. FWC PVP Contest has already started or will start tomorrow!
TEXTCLIENT_PVPCONTEST_NOTREGISTERED,Your guild is not registered for the FWC PVP Contest.,Your guild is not registered for the FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_COMPOSITIONSUCCESS,You successfully set your player composition!,You successfully set your player composition!
TEXTCLIENT_PVPCONTEST_REGISTRATIONSUCCESS,You successfully registered your guild for the FWC PVP Contest!,You successfully registered your guild for the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_NOGOLDS,You need at least %s Penya to register to the FWC PVP Contest!,You need at least %s Penya to register to the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_STATE_REGISTRATIONS,Registrations for FWC PVP Contest are now open! ,Registrations for FWC PVP Contest are now open! 
TEXTCLIENT_PVPCONTEST_STATE_PRELIMINARY,Preliminaries will start from now on!,Preliminaries will start from now on!
TEXTCLIENT_PVPCONTEST_STATE_BACKUP,Backup Match will start from now on!,Backup Match will start from now on!
TEXTCLIENT_PVPCONTEST_STATE_FINALS,Final Matchs will start from now on!,Final Matchs will start from now on!
TEXTCLIENT_PVPCONTEST_HAVENOT_PLAYER,You need to select players to participate the FWC PVP Contest!,You need to select players to participate the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_SELECTION_MAX,You can only select %d players maximum!,You can only select %d players maximum!
TEXTCLIENT_PVPCONTEST_LIMIT_LEVEL_NOTICE,Selected player must be at least level %d!,Selected player must be at least level %d!
TEXTCLIENT_PVPCONTEST_ALREADY_ENTRY,That player is already selected! Please pick another.,That player is already selected! Please pick another.
TEXTCLIENT_PVPCONTEST_HAVENOT_MASTER,Guild leader has to participate to the FWC PVP Contest!,Guild leader has to participate to the FWC PVP Contest!
TEXTCLIENT_PVPCONTEST_PRESTATE_PRELIMINARY,Registrations for FWC PVP Contest will end in an hour! Make sure you registered your guild to participate!,Registrations for FWC PVP Contest will end in an hour! Make sure you registered your guild to participate!
TEXTCLIENT_PVPCONTEST_SELECTEDPLAYERS_EMPTY,There was an error with fetching your selected players list. Please try again.,There was an error with fetching your selected players list. Please try again.
TEXTCLIENT_PVPCONTEST_SELECTEDMATCH_ERROR,You need to select a match.,You need to select a match.
TEXTCLIENT_PVPCONTEST_SELECTEDMATCH_CONFIRM,"Thank you for confirming, your next match will start at %02d:%02d today.","Thank you for confirming, your next match will start at %02d:%02d today."
TEXTCLIENT_PVPCONTEST_NO_MEMBER,"Unable to use the member management function during FWC PVP Contest, or you're trying to edit a member that has been selected for the registration.","Unable to use the member management function during FWC PVP Contest, or you're trying to edit a member that has been selected for the registration."
TEXTCLIENT_PVPCONTEST_NOT_CHANGE_NAME,You cannot change your guild name during FWC PVP Contest.,You cannot change your guild name during FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_NOT_CHANGE_LOGO,You cannot change your guild logo during FWC PVP Contest.,You cannot change your guild logo during FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_NOT_WAR,Unable to declare war during FWC PVP Contest.,Unable to declare war during FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_CANNOT_FRIENDADD,You cannot add friends in the FWC PVP Contest.,You cannot add friends in the FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_CANNOT_PARTY,You cannot make a party in the FWC PVP Contest.,You cannot make a party in the FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_NO_OUTWAR,You cannot use Blinkwings to escape the FWC PVP Contest.,You cannot use Blinkwings to escape the FWC PVP Contest.
TEXTCLIENT_PVPCONTEST_MATCHEND_WINNER,Match has ended! Winner is %s!,Match has ended! Winner is %s!
TEXTCLIENT_PVPCONTEST_MATCHEND_NOWINNER,Match has ended! There was no winner this time!,Match has ended! There was no winner this time!
TEXTCLIENT_PVPCONTEST_CAPTION_WAITINGOPPONENT,Waiting for opponent.. ,Waiting for opponent.. 
TEXTCLIENT_PVPCONTEST_CAPTION_PREPARE,Preparation phase. Match will start in: ,Preparation phase. Match will start in: 
TEXTCLIENT_PVPCONTEST_CAPTION_FIGHT,End combat  ,End combat  
TEXTCLIENT_PVPCONTEST_CAPTION_ENDING,Match has ended! You will be teleported on Madrigal in ,Match has ended! You will be teleported on Madrigal in 
TEXTCLIENT_PVPCONTEST_SCHEDULES_LEADER,Only the leader can select match schedules!,Only the leader can select match schedules!
TEXTCLIENT_PVPCONTEST_ALREADYPLAYEDTODAY,You already played a match today! You can't select another schedule.,You already played a match today! You can't select another schedule.
TEXTCLIENT_PVPCONTEST_CANTTELEPORT,You can't teleport in the match anymore. Match has started.,You can't teleport in the match anymore. Match has started.
TEXTCLIENT_PVPCONTEST_TELEPORTNOMATCH,Teleportation is not possible since there is no match waiting for you.,Teleportation is not possible since there is no match waiting for you.
TEXTCLIENT_PVPCONTEST_NOOPPONENT,"No opponent joined! Match will then end, giving you the victory!","No opponent joined! Match will then end, giving you the victory!"
TEXTCLIENT_PVPCONTEST_NOOPPONENTWIN,No opponent was found for your match! We then considered your match as won!,No opponent was found for your match! We then considered your match as won!
TEXTCLIENT_PVPCONTEST_KILLNOTIFICATION,[%s] %s killed [%s] %s!,[%s] %s killed [%s] %s!
TEXTCLIENT_PVPCONTEST_KILLNOTIFICATION_KILLINGSPREE_STOP,[%s] %s killed [%s] %s and stopped their killing spree!,[%s] %s killed [%s] %s and stopped their killing spree!
TEXTCLIENT_PVPCONTEST_KILLNOTIFICATION_KILLINGSPREE,[%s] %s is on a killing spree!,[%s] %s is on a killing spree!
TEXTCLIENT_PVPCONTEST_MATCHSOON,You can't change your participation now. Matches are starting soon!,You can't change your participation now. Matches are starting soon!
TEXTCLIENT_PVPCONTEST_PLAYERNOTJOINED_LIVES,A player has not joined or has left the match! Total guild remaining lives have been decreased by %d!,A player has not joined or has left the match! Total guild remaining lives have been decreased by %d!
TEXTCLIENT_PVPCONTEST_PRELIMINARYMATCHESENDANNOUNCEMENT,The FWC PVP Contest Preliminary %d:%d UTC matches have ended! The next matches will start at %d:%d UTC!,The FWC PVP Contest Preliminary %d:%d UTC matches have ended! The next matches will start at %d:%d UTC!
TEXTCLIENT_TRANSITEM_TRANSY,Your transmuted item does not have an equivalent item for the other gender. Please consider removing the transmutation or trying a different item.,Your transmuted item does not have an equivalent item for the other gender. Please consider removing the transmutation or trying a different item.
TEXTCLIENT_PVPCONTEST_WINNER_GUILD,The FWC PVP Contest has ended! The winner is: %s! Congratulations!,The FWC PVP Contest has ended! The winner is: %s! Congratulations!
TEXTCLIENT_PVPCONTEST_WINNER_NOGUILD,The FWC PVP Contest has ended on a draw! Congratulations!,The FWC PVP Contest has ended on a draw! Congratulations!
TEXTCLIENT_PVPCONTEST_NOMATCHS,There is no match to spectate.,There is no match to spectate.
TEXTCLIENT_PVPCONTEST_SPECT_ERROR_1,You can't spectate if you're already participating in a match.,You can't spectate if you're already participating in a match.
