Key,English,Russian
NPC_000685,"I am known as Radion Angamel the Great Wise Man. When you've lived as long as I have, you sort of inherit the title. Nevertheless, it is our duty to use our knowledge of the Heroes to protect ourselves from impending doom.","Меня зовут Радион Ангамель, Великий Мудрец. Когда живёшь так долго, как я, титул приходит сам. Но наш долг — использовать знание Героев, чтобы защититься от надвигающейся гибели."
NPC_000686,"Go with the Heroes, my child.","Иди с Героями, дитя моё."
NPC_000687,"I love SUSHI! I could eat it all day, every day!",Обожаю СУШИ! Так бы и ел целый день. Каждый день!
NPC_000688,"Making Sushi is a fine art, you see. You don't just boil some rice, cut up some raw fish, and wrap it in seaweed, ya' know? You have to put your heart into it. You have to LOVE it!","Приготовление суши - это целое искусство. Это не просто рис, немного сырой рыбы и водорослей. Знаешь, тут нужно душу вложить. ПОЛНОСТЬЮ!"
NPC_000689,"Hey there, you look a little hungry! My name is Sotta Segaku and I am the best sushi cook in al of Madrigal! Hang tight, I'll whip up some Naga Rolls just for you!","Эй ты! Похоже кто-то проголодался! Меня зовут Ррежу и я лучший сушист во всём Мадригале! Погоди секунду, я и для тебя чего-нибудь сделаю!"
NPC_000690,You'll ever find better sushi anywhere in Madrigal!,Во всём Мадригале не сможешь найти более вкусные суши!
NPC_000691,"Listen up, Soldiers of Kion! We've got a new directive from the Mayor of Flarine! It's time to train!","Внимание, Солдаты Кьона! Новый указ от Мёра Фларина! Пора тренироваться!"
NPC_000692,Are you looking for work? We can always use another hired hand here. You look like you have some skill. Show me what you got!,"Ищешь работу? Нам всегда нужны руки. Вижу, у тебя есть навыки. Давай поглядим!"
NPC_000693,"My name is Teshar Testarotsa and I'm the leader of this rag-tag bunch. I manage the house of Hero, Aenn. Have you come to join our team?",Меня зовут Тешар Тестаротса. Я лидер этой кучки бродяг. Управляю домом Героя Анны. Хочешь вступить в нашу команду?
NPC_000694,"Farewell, champion! See you on the battlefield!","Прощай, чемпион! Увидимся на поле боя!"
NPC_000695,"All I need is my hammer, Tesh! I require no training.","Мне нужно только мое молото, Теш! Тренировок не требуется."
NPC_000696,"This hammer was forged from the steel of a thousand Shuhammas! No one else is skilled or strong enough to wield it, except for me of course. You don't believe me? Try it! Hahaha!","Это молото выковано из стали тысячи Шухаммас! Никто другой не настолько skilled или силен, чтобы владеть им. Разве что ты. Не веришь? Попробуй! Хахаха!"
NPC_000697,"My name is Tomba Hammer and I am a soldier of Kion. This hammer goes everywhere with me. Everywhere. I live for battle, and a little extra Penya doesn't hurt either.","Меня зовут Тома Хаммер. Я солдат Кьона. Это молото всегда со мной. Всегда. Я живу ради битв, а пенья тоже не мешает."
NPC_000698,Glory to Kion,Слава Кьону!
NPC_000699,"~*I've, been working on the dirt pile, all the live long day!*~","Целый день копаю землю, землю рою целый день!*~"
NPC_000700,"It's rough out there, here, take this!","Там тяжело, держи, возьми это!"
NPC_000701,"We, the High-Dwarpets, are different from the common Dwarpets. Don't even compare us with them, you hear me? That's a sure fire way to have your molecules melted into slime.","Мы, Высокие Дворпетры, не такие как обычные Дворпетры. Не сравнивай нас с ними. Это прямой путь расплавить твою молекулярную структуру."
NPC_000702,"Oh really? You want to know who I am? Well let me tell you, 'friend'. I have been kicked and hated by humans since I was born, so I don't particularly like your kind. Happy?","А, серьёзно? Хочешь знать, кто я? Ладно. Меня всю жизнь пинали и ненавидели люди, так что мне ваши подобные не нравятся. Доволен?"
NPC_000703,Good riddance!,Прощай навсегда!
NPC_000704,Want to play with me?,Хочешь поиграть со мной?
NPC_000705,Pick something you can do. Something you can really do.,"Выбери то, что ты можешь сделать. То, что реально можешь."
NPC_000706,Want to play with me? Ok!,Хочешь поиграть со мной? Ладно!
NPC_000707,"I am the noble, elegant, and sophisticated Ancimys.","Я благородный, элегантный и изысканный Ансимис."
NPC_000708,My name is Ann Peltrot I am in charge of guiding Saint City and managing the Garden of Rhisis.,Меня зовут Анна Пельтрот. Я отвечаю за руководство Святого Города и ведение Сада Райс.
NPC_000709,"This is Saint City, the holy morning city\n Is it not peaceful? I am really proud to live here\n As happy as I am to be here, there are still a lot of Masquerpets outside the walls.","Это Город Святых, священный утренний город.\n Разве не мирным? Я горжусь тем, что живу здесь.\n Но за стенами ещё много Маск-питомцев."
NPC_000710,Feel free to wander around and gather as much information as you can. \n It is a good time to meet all of the merchants and prepare for your travels.,"Смотри, сколько информации сможешь собрать. \n Хорошее время, чтобы познакомиться с торговцами и подготовиться к путешествию."
NPC_000711,Hi! I am Bill. Come get everything you need in my General Shop.,"Привет! Я Билл. Заходи ко мне в лавку, у меня есть всё необходимое."
NPC_000712,What can you do for me?,Чем ты можешь помочь мне?
NPC_000713,"Tina and I love each other very much. But we are seeing each other secretly because Karin and Bulrox, my mentor, do not get along. ","Тина и я очень любим друг друга. Но видимся тайно, потому что Карин и Булрокс, мой наставник, не ладят."
NPC_000714,My name is Bill Bergenass and I run the General Shop in Saint City.,Меня зовут Билл Бергенас и я держу лавку в Санто.
NPC_000715,Good bye! Please come again!,До свидания! Заходите ещё!
NPC_000716,Do you want something special? This is a very special bowl.,Хочешь что-то особенное? Это очень особенная чаша.
NPC_000717,"What kind of bowl are you looking for? I made all the bowls here, so they are very special.","Какую чашу ты ищешь? Я сделал все чаши здесь, они очень особенные."
NPC_000718,Hahaha My name is <Bowler Clo> and I am running a small bowl shop.,"Хахаха Меня зовут <Боулэр Кло>, и я веду маленький магазин чаш."
NPC_000719,Please visit whenever you need a special bowl.,"Приходи, когда нужна особенная чаша."
NPC_000720,Shields that have both strength and beauty can be found here in my Shield Shop!,Щиты и красивые и прочные найдёшь в моём Щитовом Магазине!
NPC_000721,What can you do for me?,Чем можешь помочь?
NPC_000722,"It seems like Bulrox does not like me. Is it bad to make shields beautiful? I think there is nothing wrong with beauty, am I right?","Похоже, Булрокс меня не любит. Плохо делать щиты красивыми? Я думаю, красота — это не грех, правда?"
NPC_000723,My name is Bozman Hangteiler and I run the Shield Shop in Saint City.,"Меня зовут Босьман Хангтейлер, я веду Щитовой Магазин Святого Города."
NPC_000724,Thank you for visiting me. See you next time!,Спасибо за визит. До встречи!
NPC_000725,"I will let you watch the best play, performed by Pepoview","Я представляю вам самую лучшую пьесу, которую когда-либо ставили в Погорелом театре!"
NPC_000726,I really like stories about heroes. So I am collecting books about them. Do you know the Book of Hero Combat? The book is really great!,Мне нравятся истории о героях. Поэтому я собираю книги о них. Знаешь Книгу Боя Героев? Она просто супер!
NPC_000727,"Pepoview is the best known troupe in Madrigal! I am Brodeay, one of the leaders. Nice to meet you.","Погорелый театр - это самые известные актёры в Мадригале! Я Броди, один из них. Рад нашей встрече."
NPC_000728,"Our troupe is always the best! If you come to one of our shows, I will let you watch for free.","Наши актёры всегда лучшие! Если придёшь на наше шоу, я пущу бесплатно!"
NPC_000729,Come and see what superior weapon crafting is like at Weapon Shop of Bulrox!,"Заходи, посмотри, как Булрокс мастерит превосходное оружие!"
NPC_000730,What can you do for me?,Чем можешь помочь?
NPC_000731,"Bill? It seems like he is seeing Tina secretly. Well, it does not matter to me because I like her. She is such a kind and polite girl! The real problem is that fat and obstinate woman! Darn!","Билл? Похоже, встречается с Тиной тайком. Ладно, мне всё равно, мне она нравится. Какая добрая и вежливая девушка! Настоящая проблема — эта толстая упрямая женщина! Чёрт!"
NPC_000732,"My name is Bulrox SHynante and I run the Weapon Shop in Saint City. Bill is my best pupil. He is very, very smart Hahaha","Меня зовут Булрокс Шинанте. Я веду Оружейный Магазин. Билл — лучший ученик. Очень, очень умный. Хахаха"
NPC_000733,Good bye. There is nothing you cannot defeat with my weapons!,Прощай. С моим оружием нет неподдающегося врага!
NPC_000734,Shields for sale! Please form a single line.,"Отличные щиты! Не толпитесь, соблюдайте очередь!"
NPC_000735,You are in the right place if you are looking for a good shield. We only sell the highest quality ones.,"Ты по адресу, ищешь хороший щит. У нас только щиты высшего качества."
NPC_000736,My name is Colack I opened this shop when Bozman started selling armor for Acrobats.,"Меня зовут Калак. Открыл лавку, когда Босман начал продавать броню Акробатам."
NPC_000737,Please visit me again!,"Пожалуйста, заходи ещё!"
NPC_000738,"Saint City, the most beautiful place in Madrigal! The ecology here is the blessing of God itself!!",Город Святых — самое красивое место в Мадригале! Природа здесь — прямое благословение Бога!
NPC_000739,Please solve these as soon as possible.,"Пожалуйста, реши это как можно скорее."
NPC_000740,"There are various Masquerpets here in Saint City, so I always have lots to do Ha ha ha","Много разных Маск-питомцев здесь, в Святом Городе, так что у меня всегда работа. Ха-ха-ха"
NPC_000741,My name is Dr. Estern I am studying the ecology of Madrigal with my 2 brothers.,"Очень приятно, моё имя Иначе. Мы с двумя братьями изучаем экологию в Мадригале."
NPC_000742,Please enjoy the beauty and mystery of nature.,Наслаждайся красотой и таинственностью природы.
NPC_000743,Ha ha ha The history of Madrigal is really mysterious. Do you agree? Ha ha ha,"Ха-ха-ха! Да, история Мадригала очень загадочна, не находишь? Ха-ха-ха!"
NPC_000744,"History should not be hidden at all, whether it is unpleasant or not.","Историю не стоит прятать ото всех, пусть местами она и неприглядна."
NPC_000745,My name is Gothante Destratin and I am the chairman of the Madrigal Historical Society. You can just call me Gothante.,"Я Шлесигер, председатель исторического общества. История требует сохранения, а шкафов и коробок у меня предостаточно. Будем знакомы."
NPC_000746,"You have to know the history no matter what, right? Ha ha ha","Нужно знать историю, что бы ни произошло, верно? Ха-ха-ха"
NPC_000747,"Everyone who wants to be a Magician, please come to me! My name is Hee and I will show you how to be the best Magician.","Все, кто хочет стать Магом, приходите ко мне! Я Хи, и покажу, как стать лучшим Магом!"
NPC_000748,"Being a Magician is the greatest job ever. Magicians are always smarter and more powerful. You agree with me, right?","Быть Магом — лучшая работа на свете. Маги всегда умнее и сильнее со мной, верно?"
NPC_000749,"I am Master Hee Lyu, and I am a Job Master. I am in charge of finding new Magicians, but this job is very boring.","Я Мастер Хи Лю. Я отвечаю за поиск новых Магов, но работа эта скучная."
NPC_000750,The light of the Magicians will protect you for all time.,Свет Магов защитит тебя навсегда.
NPC_000751,Welcome to Saint City. Saint Hall is our most beautiful structure. Enjoy the architecture!,Добро пожаловать в Город Святых. Святая Зал — наше красивейшее сооружение. Наслаждайся архитектурой!
NPC_000752,"Congratulations, your are now the illustrious leader of your very own guild!","Поздравляю, ты теперь славный лидер собственной гильдии!"
NPC_000753,"Uh-oh, there seems to be a problem. Are you sure you are the party leader, have 3 party members, and have waited more than 2 days since leaving your last guild? ","Ой-ой, seems to be проблема. Ты уверен, что ты лидер партии, у тебя 3 участника и прошло больше 2 дней с последнего ухода из гильдии?"
NPC_000754,"Saint Hall is a very important structure. It is the Main Office and the symbol of Saint City. It was built long ago, and was the very first structure in our fair city. Cool, huh?","Святой Зал — очень важное сооружение. Главный Офис и символ Святого Города. Построен давно, первое строение в нашем прекрасном городе. Круто, да?"
NPC_000755,"You do not have 3,000,000 Penya. The tax for creating a new guild is 3,000,000 Penya. Please return to me when you have the money.","У вас нет 3.000.000 пенни для создания новой гильдии. Пожалуйста, приходите в следующий раз с деньгами."
NPC_000756,My name is Helena Obette and I am the Assistant Manager of the Office of Saint City. How can I help you today?,"Меня зовут Елена Обетт, я помощник менеджера Офиса Святого Города. Чем помочь сегодня?"
NPC_000757,Thanks for stopping by! Enjoy your stay in Saint City!,"Спасибо, что заглянул! Приятного пребывания в Святом Городе!"
NPC_000758,Such a beautiful day! It's a shame to have to work!,Какой прекрасный день! Почему именно сегодня у меня появилась работа?!
NPC_000759,"If you come across any rare and precious artifacts in your travels, I can take a look at it and appraise it for you. Just remember good 'ol Helgar!","Если повстречаешь какие-нибудь редкие и ценные артефакты, приноси их мне. Я разбираюсь во всяких ценностях!"
NPC_000760,"My name is Helgar and I'm a connoisseur of rare and precious artifacts. I used to be an archeologist, but then I found out that appraising artifacts for certain stinky rich people is a much better gig. It certainly pays the bills! Hahaha! ","Меня зовут Хельгар, я эксперт по редким артефактам. Раньше я был археологом, но открыл, что оценка артефактов богачам — лучшая работа. Это действительно оплачивается! Хахаха!"
NPC_000761,Safe travels! Stop by if you run across any rare artifacts!,"Удачи в пути! Загляни, если найдёшь редкие артефакты!"
NPC_000762,Gah! An Aibatt's genetic structure is so perplexing! It's like... winged-cyclops DNA!,Аргх! Генетическая структура Аибатта так запутана! Как будто... крыльев-циклоп ДНК!
NPC_000763,"The Madrigal Laboratory is here inside Saint Hall. It is the biggest science institute in all of Madrigal. The flying boards and brooms that we all use were developed here! Pretty cool, huh?","Лаборатория Мадригала находится здесь, в Святом Зале. Largest научный институт всего Мадригала. Летающие доски и метлы, которые мы используем, созданы здесь! Круто, да?"
NPC_000764,"My name is Heltung Mondugane and I am the Chief Researcher of Project 2 here at the Madrigal Laboratory. I would show you around the lab, but we are running some Top Secret experiments at the moment.","Меня зовут Хельтунг Мондугане. Я главный исследователь Проекта 2 в Лаборатории Мадригала. Хотел бы показать тебе лабораторию, но мы проводим эксперименты сверхсекретного типа."
NPC_000765,"Ciao! Hey, if you come across any new species of Masquerpet, let me know!","Чайо! Эй, если найдёшь новый вид Маск-питомца, дай знать!"
NPC_000766,My name is Herth Emaldhan and I am a guide in Saint City.,Меня зовут Херт Эмальдан. Я гид в Святом Городе.
NPC_000767,My name is Janne Orgriman and I am a guide in Saint City.,Меня зовут Жанна Оргриман и я гид по Санто. К вашим услугам!
NPC_000768,"Please find my child! Please, Please,","Пожалуйста, найди моего ребёнка! Пожалуйста, прошу..."
NPC_000769,My baby was so cute I can still hear her voice.,"Мой малыш был такой милый, я до сих пор слышу её голос."
NPC_000770,My name is JeongHwa Song I moved here to Saint City a few years ago.,Меня зовут Джёнхва Сон. Я переехала в Город Святых несколько лет назад.
NPC_000771,The name of my daughter is Jingyoung. Please let me know if you find her.,"Меня зовут Джингун. Пожалуйста, дай знать, если найдёшь её."
NPC_000772,Healthy body for healthy mind! Here are some delicious foods made by Karin! They are good for your health!,Здоровое тело для здорового ума! Вот вкусная еда от Карин! Полезно для здоровья!
NPC_000773,What can you do for me?,Чем можешь помочь?
NPC_000774,"I do not like Bulrox, and I do not like Bill. How could my daughter like that kind of.. Ugh! It is making me crazy!",Я не люблю Булрокса и не люблю Билла. Как моя дочь могла любить такого типа.. Уф! Это сводит меня с ума!
NPC_000775,"My name is Karin Sharafobhan and I run the Food Shop here in Saint City. My daughter, Tina, is the beauty of Saint City.","Меня зовут Карин ШарраFOBан. Я веду Лавку Еды в Городу Святых. Моя дочь, Тина, красавица Святого Города."
NPC_000776,Good bye! Enjoy healthy food all the time!,До свидания! Наслаждайся здоровой едой всегда!
NPC_000777,My name is Kimberley Prosis and I am a guide here in Saint City And Jeff in Flarine is my husband. Maybe you have met him.,"Кимберли Прозис, гид по Санто, к вашим услугам! Возможно вы уже встречались с мои мужем Джеффом во Фларинции."
NPC_000778,We offer quests put out by the citizens of Saint City. These quests are for anyone who is level 27 or higher.,Предлагаем квесты от граждан Города Святых. Эти задания доступны с 27 уровня.
NPC_000779,Welcome! My name is Lancomi and I am the head of the quest center in Saint City. We collect quests from the citizens and then list them here for you.,"Привет! Меня зовут Ланкоми, я глава Квестового Центра. Мы собираем квесты у граждан и размещаем их здесь."
NPC_000780,My name is Leann Hentte and I am a guide here in Saint City.,Меня зовут Лиэн Хентт. Я гид в Городе Святых.
NPC_000781,My name is Saint Pang. I am the second child of the Pang family. We have been managing the Lodelight for generations.,Меня зовут Сент Панг. Второй ребёнок семьи Панг. Мы ведем Маяк Жизни несколько поколений.
NPC_000782,Honor the will of Rhisis! Show the anger of Rhisis! Be the curse of Rhisis!,Чти волю Райс! Покажи гнев Райс! Будь карой Райс!
NPC_000783,Being a Magician requires strong spirit. You cannot be a real Magician if you do not train your spirit well.,"Чтобы стать Магом, нужен сильный дух. Без тренировки духа настоящим Магом не стать."
NPC_000784,I am Sergeant Lopaze Jenip of the Madrigal Job Training Center I will help you to become the best Magician.,Я сержант Лопасе Дженнип из Центра Профессиональной Подготовки Мадригала. Помогу тебе стать лучшим Магом.
NPC_000785,Strong spirit! This is the symbol of the Magician. Please do not forget that.,Сильный дух! Это символ Мага. Не забывай об этом.
NPC_000786,"Do you want to use great and powerful magic? Then you should visit me, Martin!",Ты хочешь использовать великую и мощную магию? Тогда ты должен заглянуть в мой магазин!
NPC_000787,"Here, there are lots of things to ask you Ha ha ha","Вот, есть много вопросов к тебе. Ха-ха-ха!"
NPC_000788,"I heard that Mule got into trouble In terms of magic skill, Mule was much better than me. What a pity, I think Marche is having a hard time because of the incident.","Слышал, что Мул попал в беду. В плане магического мастерства он был гораздо лучше меня. Жаль, думаю, Маршэ приходится тяжело после инцидента."
NPC_000789,My name is Martin Scornsiege and I run the Magic Shop in Saint City I am also the chairman of the Society for the Study of Magic Ha ha ha,"Меня зовут Мартин Скёрнсиж, я руковожу Магическим Магазином в Святославии. Также я председатель Общества Изучения Магии. Ха-ха-ха!"
NPC_000790,Good bye I hope your path will be lit by magical power.,Прощай. Пусть твой путь освещается магической силой.
NPC_000791,"Oh, cool! Wow! I really want to have one!","О, круто! Вау! Я тоже хочу такой!"
NPC_000792,"Hehehe I like special things that nobody else has and pretty girls, too! Hehehe","Хе-хе-хе! Я люблю редкие вещи, которых нет у других, а ещё красивых девушек! Хе-хе-хе!"
NPC_000793,"Hey, there! I am Mayun Song People are always saying I am impolite but this is just my style, man! Whatever..","Эй, слушай! Я Маён Сон. Люди всегда говорят, что я грубый, но это мой стиль, чувак! Whatever..."
NPC_000794,See ya!,До встреча!
NPC_000795,Welcome to the Saint City Station! We provide detailed and safe flying services!,Добро пожаловать на Станцию Святого Града! Предлагаем подробное и безопасное обучение полётам!
NPC_000796,"Our blood will soak the ground, and our shouts will echo across the skies. Then everything shall fall to their will.","Наша кровь пропитает землю, и наш клич будет эхом разноситься по небесам. Тогда всё подчинится их воле."
NPC_000797,"My name is Parine Hoavent and I am the scion of Lillip. At the moment, I am learning how to manage the Station from Tina.","Меня зовут Пэрин Хоавент, я потомок Лилиппа. Сейчас учусь управлять Станцией у Тины."
NPC_000798,We offer special services for our customers here at Saint City Station!,"Для клиентов здесь, на Станции Святого Града, предлагаются особые услуги!"
NPC_000799,It is strange. It is weird. Hmm,Странно... Загадочно... Хмм...
NPC_000800,"Oh! I was thinking so deeply that I did not know you were there. Yes, it is nice to meet you.","Извини, я настолько задумался, что не заметил твоего прихода. Рад нашей встрече."
NPC_000801,My name is Porgo Berldent and I am the mayor of the Society for Studying Disappearances in Saint City Ha ha ha,"Ты видишь перед собой Пата Тинкертона, великого сыщика и главу Института Изучения Исчезновений! Ха-ха-ха!"
NPC_000802,Would you work for our society? It is okay if you do not want to.,Будешь работать в нашем обществе? Если не хочешь — тоже нормально.
NPC_000803,Hello! Hehehe,Привет! Хе-хе-хе!
NPC_000804,There are so many rare and precious things in the world I will never die until I collect all of them. Never!,"В мире так много ценных и уникальных вещей... Я не умру, пока не соберу все. Никогда!"
NPC_000805,I am collecting everything rare and precious in the world. Some people call me the Strange Collector.,"Я собираю всё редкое и ценное, что могу раздобыть. Некоторые зовут меня мусорщиком, ну и ладно."
NPC_000806,Good bye! Please find me if you have anything rare and precious!,"До свидания! Обратись ко мне, если найдёшь что-то редкое или ценное!"
NPC_000807,"Oh! Please be careful, this is a very important one! It is an ancient document!!","Осторожно! Будь аккуратнее, это очень важно! Этот документ древний!!"
NPC_000808,"The ancient documents should be treated very carefully, because they are very old and fragile.","Древние документы следует обращаться с большим вниманием, они очень старые и хрупкие."
NPC_000809,My name is Rovanett Ganelis I am in charge of keeping the ancient documents here at the public library in Saint City.,Ровена Ганелис к вашим услугам! Я управляю архивом древностей в Национальной библиотеке Санто.
NPC_000810,Please visit again whenever you need to see any of the documents.,"Приходи ещё, когда нужно будет взглянуть на документы."
NPC_000811,"Everyone in Saint City, are you happy? I am doing the best I can.","Жители Санто, вы счастливы? Я стараюсь ради вас изо всех сил."
NPC_000812,I am making a tour to hear the opinions of people in Saint City. May I help you?,"Я обхожу все, чтобы слышать мнения людей из Святого Града. Могу ли я чем-то помочь?"
NPC_000813,I am the mayor of Saint City. I am in charge of pretty much everything here.,Я мэр Святого Града. Отвечаю почти за всё здесь.
NPC_000814,For Saint City!,Ради Святого Града!
NPC_000815,All the information you need about flying is here at the Station.,Вся информация о полётах здесь — на Станции.
NPC_000816,I would like to ask you to do something for me.,Хочу попросить тебя о чем-то.
NPC_000817,"Bill and I love each other very much, but my mother is not getting along with him. So we are seeing each other secretly.","Я и Билл очень любим друг друга, но мама не дружит с ним. Поэтому мы встречаемся тайно."
NPC_000818,My name is Tina Sharafobhan and I manage the Station in Saint City. The woman who runs the Food Shop is my mother.,"Тина ШараFOBан! Я управляю станцией в Святого Града. Женщина, которая работает в Магазине Сладкого, это моя мать."
NPC_000819,I hope you enjoy your flying!,"Надеюсь, тебе понравится полёт!"
NPC_000820,"You know, they say acting is 'reacting'. Not sure why I need to dig a hole, though.","Знаешь, говорят, что исполнение — это 'реакция'. Но не особо понимаю, почему мне нужно копать яму."
NPC_000821,My hands are covered with blisters! Anyone have any gloves?,У меня руки в мозолях! У кого-то есть перчатки?
NPC_000822,Who ever thought that trying to dig through solid stone was a good idea should be shot.,Кто придумал копать через камень - тот заслуживает смерти.
NPC_000823,"We're rehearsing for our play, 'Romao and Juliat'. What do you think about my acting? Do you like it?","Мы репетируем нашу свежую постановку, Рамоно и Жульену. Что скажешь о моей игре? Понравилось?"
NPC_000824,"Greetings, theatre patron! We are all members of the Pepoview Troupe! We are renowned throughout Madrigal for our brilliant performances. I'm sorry to cut this short, but I must get back to rehearsal. Bye! ","Привет, театрал! Мы все — актёры труппы Погорелый! Мадригал знает нас как выдающихся исполнителей. Прости, но я должен вернуться к репетиции. До встречи!"
NPC_000825,On with the show!,Начинаем шоу!
NPC_000826,"Oh, Juliat. You are as beautiful as a wet dog.","О, Жульена! Ты прекрасна, как мокрая собака!"
NPC_000827,"Juliat, I beg you, close your window. You're scaring the children!","Жульена, прошу, закрой окно. Ты пугаешь детей!"
NPC_000828,"Juliat, there's someone else. I'm leaving you for your brother!","Жульена, я должен тебе признаться. Я ухожу к твоему брату!"
NPC_000829,"Our love is like a splinter. Unwanted, sharp, and painful!","Наша любовь — как заноза. Неприятная, острая и болезненная!"
NPC_000830,"We're rehearsing for our play, 'Romao and Juliat'. What do you think about my acting? Do you like it?","Мы репетируем нашу свежую постановку, Рамоно и Жульену. Что скажешь о моей игре? Понравилось?"
NPC_000831,"Oh, happy dagger! Goodbye Romao!","О, счастливый кинжал! Прощай, Ромео!"
NPC_000832,"My window will be open for you, forever.",Моё окно будет открыто для тебя — вечно.
NPC_000833,"Romao, I will always love you. Please come back! What about our buffs?!","Ромео, я всегда буду любить тебя. Пожалуйста, вернись! Что с нами делать?!"
NPC_000834,Have at thee! Ha!,Народу! Ха!
NPC_000835,"Our feud runs deep, Romao! You cannot have my sister!","Наша вражда глубока, Ромео! Ты не получишь мою сестру!"
NPC_000836,"Parting is such sweet... Erhm, line please?","Расставаться так сладко... А, да, прости! Что дальше в строке?"
NPC_000837,"Juliat, he doesn't want you anymore. On the bright side, you get to live!","Жульена, ты больше ему не нужна. Тебе придётся жить дальше!"
NPC_000838,"I really need to finish these accounting numbers for the troupe. Man, I sure do hate math.","Должен закончить отчёт за труппу. Блин, я так ненавижу математику."
NPC_000839,"Oh, Iblis above! We have so much to do before our next performance. Will we be ready?","О, Иблис, помилуй! Сколько всего надо сделать до нашего следующего выступления. Успеем ли мы?"
NPC_000840,Where's my daughter? Has anyone seen her?,Где моя дочка? Кто-нибудь видел ее?
NPC_000841,Pepoview! Pepoview! I love the cheer of the crowd after a good performance.,"Погреби! Погреби! Обожаю, когда публика шумит после хорошего представления!"
NPC_000842,Would you do me a favor?,Окажешь мне услугу?
NPC_000843,The whole world has been plunged into confusion and the only thing we can hear is groaning.,"Весь мир погрузился в смятение, и единственное, что мы слышим, это стоны."
NPC_000844,Are you ready to carry this burden for your whole life? Do you have the confidence to be a Magician?,"Готов нести этот груз всю жизнь? Верите ли вы, что сможете стать Магом?"
NPC_000845,It depends on you whatever you choose. But there will be less of a struggle if you listen to your feelings.,"Всё зависит от тебя. Если следовать за чувством, то будет легче справиться."
NPC_000846,I am Major Wingyei Spero of the Madrigal Job Training Center. You are in the right place if you want to feel the strong magic power of a Magician.,Я майор Вингей Споер из Центра Профессиональной Обучения Мадригала. Если хочешь испытать могущественную магическую силу Мага — ты по адресу.
NPC_000847,Believe in your own will!,Полагайся на свою силу воли!
NPC_000848,"Do you want to use splendid magic? Then you should visit the Magic Shop that I, Haven, own!","Хочешь использовать прекрасную магию? Тогда тебе стоит заглянуть в Магический Магазин, который принадлежит мне, Хейвен!"
NPC_000849,"Whatever you choose, you should follow through.","Что бы ты ни выбрал, ты должен следовать выбранному пути."
NPC_000850,"To be honest I like Achaben. But I am not sure if he will accept me, because I am older than him.","Скажу честно: Ахабен мне нравится. Но не уверена, примёт ли он меня, потому что я старше его."
NPC_000851,My name is Haven Bgeoner. I run the Magic Shop here in Darken.,Меня зовут Хейвен Бгонер. Я руковожу Магическим Магазином Даркона.
NPC_000852,Take care,Береги себя
NPC_000853,Here are various goods crafted by nomads! Come to the General Shop!,Всякие разности производства кочевников! Заходите в лавку!
NPC_000854,What will you do for me?,Что ты для меня сделаешь?
NPC_000855,"We are just nomad merchants, but we, the Khan Union, are well known for our various products in Madrigal.","Мы просто странствующие торговцы, но Ханский Союз известен своими товарами по всему Мадригалу."
NPC_000856,My name is Tandy Khan and I am selling various goods.,Я Тахир Хан. Продаю всякую всячину.
NPC_000857,Enjoy your flight!,Приятного полёта!
NPC_000858,I will do my best for the happiness of the people in Darkon! Please trust me.,Я стараюсь на благо жителей Даркона! Просто поверьте.
NPC_000859,What can you do for me?,Чем можешь помочь?
NPC_000860,I am making the rounds in order to hear the opinions of people in Darken. May I help you?,"Я обхожу все, чтобы выслушать мнения людей Даркона. Могу ли я чем-то помочь?"
NPC_000861,I am the Mayor of Darken City.,Я мэр города Даркона.
NPC_000862,For Darken!,Ради Даркона!
NPC_000863,"Hmm It seems that you are not the party leader, or you have less than 3 party members. Also, it may not have been more than 2 days since you left your old guild.","Хм! Похоже, ты не лидер группы или у вас менее 3 игроков. Ну, или ещё не прошло 2 дней с момента ухода из старой гильдии."
NPC_000864,"Are you ready to create your new guild? If you are not, please go I am very busy right now.","Готов создать новую гильдию? Если нет, уходи, у меня мало времени."
NPC_CREATEGUILD,Create Guild,Рождение гильдии
NPC_KEEPGOING,Keep Going,Продолжить
NPC_000868,Leave my sight if you lack the necessary skills to succeed!,"Убирайся из виду, если у тебя нет необходимых навыков для успеха!"
NPC_000869,"Speak with the Mayor of Saint City and complete the tasks he gives you. Then, collect the Rubies of Joy, Anger, and Sorrow. \n#bRequirement:\n - Must be the leader of a party and all party members must be between level 70 and 75.","Погляди с мэром Святого Града и выполни задания, которые он задаёт. После этого собери Рубины Радости, Гнева и Печали. \n#bТребования:\n - Должен быть лидером группы, а все участники быть между 70-75 уровнями."
NPC_000870,"You can't do this by yourself, you fool! Come back when you find some friends","Ты не сможешь сделать это один, идиот! Вернись, когда найдёшь друзей!"
NPC_000871,You will need to wait before you can challenge Iblis Leanes again.,"Тебе нужно подождать, прежде чем ты снова вызовешь на битву Иблис Линаса."
NPC_000873,"I cannot help you until you bring me the Rubies of Joy, Anger and Sorrow.","Я не могу помочь тебе, пока ты не принесёшь мне Рубины Радости, Гнева и Печали."
NPC_000874,"If you bring me the rubies of Joy, Anger and Sorrow, I will allow you access to a secret tomb containing the creature Iblis Leanes.","Если ты принёсеза мне Рубины Радости, Гнева и Печали, я допущу тебя в тайную гробницу существа Иблис Лена."
NPC_000875,"Are you too afraid to confront Iblis Leanes? Very well, as you wish.","Тебе слишком страшно столкнуться с Иблисом Ленисом? Ну ладно, как желаешь."
