Key,English,Russian
PROPMOVER_TXT_001180,Small Nyx,Маленькая никс
PROPMOVER_TXT_001182,Nyx,Никс
PROPMOVER_TXT_001184,Captain Nyx,Капитан еикс
PROPMOVER_TXT_001186,Asmodan,Асмодан
PROPMOVER_TXT_001100,Small Harpy,Маленькая гарпия
PROPMOVER_TXT_001102,Harpy,Гарпия
PROPMOVER_TXT_001104,Captain Harpy,Капитан гарпия
PROPMOVER_TXT_001106,Giant Harpy,Гигантская гарпия
PROPMOVER_TXT_001108,Small Gullah,Маленький тини
PROPMOVER_TXT_001110,Gullah,Тини
PROPMOVER_TXT_001112,Captain Gullah,Капитан тини
PROPMOVER_TXT_001114,Giant Gullah,Гигантский тини
PROPMOVER_TXT_001116,Small Abraxas,Маленький аспид
PROPMOVER_TXT_001118,Abraxas,Аспид
PROPMOVER_TXT_001120,Captain Abraxas,Капитан аспид
PROPMOVER_TXT_001122,Giant Abraxas,Гигантский аспид
PROPMOVER_TXT_001124,Small Hague,Small Hague
PROPMOVER_TXT_001126,Hague,Ведьма
PROPMOVER_TXT_001128,Captain Hague,Капитан ведьма
PROPMOVER_TXT_001130,Giant Hague,Гигантская ведьма
PROPMOVER_TXT_001132,Small Tengu,Маленький тенго
PROPMOVER_TXT_001134,Tengu,Тенго
PROPMOVER_TXT_001136,Captain Tengu,Капитан тенго
PROPMOVER_TXT_001138,Giant Tengu,Гигантский тенго
PROPMOVER_TXT_001140,Small Asterius,Маленький астарион
PROPMOVER_TXT_001142,Asterius,Астарион
PROPMOVER_TXT_001144,Captain Asterius,Капитан астарион
PROPMOVER_TXT_001146,Giant Asterius,Гигантский астарион
PROPMOVER_TXT_001148,Small Dantalian,Маленький колдун
PROPMOVER_TXT_001150,Dantalian,Колдун
PROPMOVER_TXT_001152,Captain Dantalian,Капитан колдун
PROPMOVER_TXT_001154,Giant Dantalian,Гигантский колдун
PROPMOVER_TXT_001156,Small Gannessa,Маленький ганеш
PROPMOVER_TXT_001158,Gannessa,Ганеш
PROPMOVER_TXT_001160,Captain Gannessa,Капитан ганеш
PROPMOVER_TXT_001162,Giant Gannessa,Гигантский ганеш
PROPMOVER_TXT_001164,Small Asuras,Маленький асурас
PROPMOVER_TXT_001166,Asuras,Асурас
PROPMOVER_TXT_001168,Captain Asuras,Капитан асурас
PROPMOVER_TXT_001170,Giant Asuras,Гигантский асурас
PROPMOVER_TXT_001172,Small Catsy,Маленькая кошка-жена
PROPMOVER_TXT_001174,Catsy,Кошка-жена
PROPMOVER_TXT_001176,Giant Catsy,Гигантская кошка-жена
PROPMOVER_TXT_001178,Captain Catsy,Капитан кошка-жена
PROPMOVER_TXT_001218,Knight 2,Рыцарь 2
PROPMOVER_TXT_001220,Knight 1,Рыцарь 1
PROPMOVER_TXT_001221,Queen Long Legs,Королева длинно-ног
PROPMOVER_TXT_001222,Nightmist Empress,Императрица ночных туманов
PROPMOVER_TXT_001223,Bolt Otem,Часть забора
PROPMOVER_TXT_001224,Overgrown Broodmother,Мать выводка
PROPMOVER_TXT_001225,Spiderling,Паучок
PROPMOVER_TXT_001226,Enraged Gorilla,Разъяренная горилла
PROPMOVER_TXT_001227,Sentient Tree Guardian,Разумный хранитель деревьев
PROPMOVER_TXT_001228,Regal Kumai,Царственный странник
PROPMOVER_TXT_001229,Enchanted Rider,Заколдованный всадник
PROPMOVER_TXT_001230,Enchanted Shaman,Заколдованный шаман
PROPMOVER_TXT_001231,Enchanted AI,Заколдованный искусственный интеллект
PROPMOVER_TXT_001232,Pyramid Keeper,Хранитель пирамиды
PROPMOVER_TXT_001233,Pyramid Guardian,Страж пирамиды
PROPMOVER_TXT_001234,Defense Otem,Часть защитного забора
PROPMOVER_TXT_001235,Skeleton General,Скелет генерал
PROPMOVER_TXT_230001,Enraged Yetti,Разъяренный Йетти
PROPMOVER_TXT_230002,Frozen Hare Guard,Охранник обмороженный заяц
PROPMOVER_TXT_230003,Saphyryan Hound,Сапфирийская гончая
PROPMOVER_TXT_230004,Deep Cave Gorilla,Глубинная пещерная горилла
PROPMOVER_TXT_230005,Caveman Chief,Вождь пещерных существ
PROPMOVER_TXT_230006,Cavern Larva,Пещерная личинка
PROPMOVER_TXT_230007,Radioactive Long Legs,Радиоактивные длинно-ног
PROPMOVER_TXT_230008,Cavern Nightmist,Ночное существо пещеры
PROPMOVER_TXT_230009,Frozen Hare Assassin,Обмороженный заяц-убийца
PROPMOVER_TXT_230010,Giant Turtle,Гигантская черепаха
PROPMOVER_TXT_230011,Kraken Spawn,Отродье ктулху
PROPMOVER_TXT_010000,Orange Sleeping Fox,Оранжевая спящая лиса
PROPMOVER_TXT_010001,Black Sleeping Fox,Черная спящая лиса
PROPMOVER_TXT_010002,Blue Sleeping Fox,Синея спящая лиса
PROPMOVER_TXT_010003,Green Sleeping Fox,Зеленая спящая лиса
PROPMOVER_TXT_010004,Pink Sleeping Fox,Розовая спящая лиса
PROPMOVER_TXT_010005,Purple Sleeping Fox,Фиолетовая спящая лиса
PROPMOVER_TXT_010006,White Sleeping Fox,Белая спящая лиса
PROPMOVER_TXT_110000,Pink Valentine's Bear,Розовый мишка на день святого валентина
PROPMOVER_TXT_110001,White Valentine's Bear,Белый мишка на день святого валентина
PROPMOVER_TXT_110002,Dark Valentine's Bear,Чёрный мишка на день святого валентина
PROPMOVER_TXT_110003,Orange Valentine's Bear,Оранжевый мишка на день святого валентина
PROPMOVER_TXT_110004,Green Valentine's Bear,Зеленый мишка на день святого валентина
PROPMOVER_TXT_110005,Purple Valentine's Bear,Фиолетовый мишка на день святого валентина
PROPMOVER_TXT_110006,Pink Little Cacti,Розовый кактус
PROPMOVER_TXT_110007,Green Little Cacti,Зеленый кактус
PROPMOVER_TXT_110008,Purple Little Cacti,Фиолетовый кактус
PROPMOVER_TXT_110009,Orange Little Cacti,Оранжевый кактус
PROPMOVER_TXT_110010,Red Little Cacti,Красный кактус
PROPMOVER_TXT_110011,Cyan Little Cacti,Голубой кактус
PROPMOVER_TXT_110012,Phantom General,Призрачный генерал
PROPMOVER_TXT_110013,Golden Aibatt,Золотой сглаз
PROPMOVER_TXT_110014,Pink Modern Sports Bear,Розовый современный спортивный мишка
PROPMOVER_TXT_110015,Blue Modern Sports Bear,Синей современный спортивный мишка
PROPMOVER_TXT_110016,Green Modern Sports Bear,Зеленый современный спортивный мишка
PROPMOVER_TXT_110017,Purple Modern Sports Bear,Фиолетовый современный спортивный мишка
PROPMOVER_TXT_110018,Dark Modern Sports Bear,Черный современный спортивный мишка
PROPMOVER_TXT_110019,Light Modern Sports Bear,Светлый современный спортивный мишка
PROPMOVER_TXT_110020,Pink Easter Bunny,Розовый пасхальный кролик
PROPMOVER_TXT_110021,Pink Future Robot,Розовый робот будущего
PROPMOVER_TXT_110022,Purple Future Robot,Фиолетовый робот будущего
PROPMOVER_TXT_110023,Cyan Future Robot,Голубой робот будущего
PROPMOVER_TXT_110024,Dark Future Robot,Черный робот будущего
PROPMOVER_TXT_110025,Green Future Robot,Зеленый робот будущего
PROPMOVER_TXT_110026,Blue Future Robot,Синей робот будущего
PROPMOVER_TXT_110027,Flying Egg,Летающая яйцо
PROPMOVER_TXT_110028,Eggcellent,Яичный желток
PROPMOVER_TXT_110029,Blue Flying Bunny,Синий летающий кролик
PROPMOVER_TXT_110030,Green Flying Bunny,Зеленый летающий кролик
PROPMOVER_TXT_110031,Pink Flying Bunny,Розовый летающий кролик
PROPMOVER_TXT_110032,Purple Flying Bunny,Фиолетовый летающий кролик
PROPMOVER_TXT_110033,Brown Flying Bunny,Коричневый летающий кролик
PROPMOVER_TXT_110034,Black Flying Bunny,Черный летающий кролик
PROPMOVER_TXT_110035,White Flying Bunny,Белый летающий кролик
PROPMOVER_TXT_110036,Hantiger,Охотник на тигров
PROPMOVER_TXT_110037,Galaxy Scout,Разведчик галактики
PROPMOVER_TXT_110038,Blue Hat Bunny,Кролик в синей шляпе
PROPMOVER_TXT_110039,Dark Hat Bunny,Кролик в черный шляпе
PROPMOVER_TXT_110040,Green Hat Bunny,Кролик в зеленей шляпе
PROPMOVER_TXT_110041,Orange Hat Bunny,Кролик в оранжевый шляпе
PROPMOVER_TXT_110042,Pink Hat Bunny,Кролик в розовый шляпе
PROPMOVER_TXT_110043,Purple Hat Bunny,Кролик в фиолетовый шляпе
PROPMOVER_TXT_110044,Black Hat Bunny,Кролик в черный шляпе
PROPMOVER_TXT_110045,White Hat Bunny,Кролик в белый шляпе
PROPMOVER_TXT_110047,Gold Skeleton,Золотой скелет
PROPMOVER_TXT_110048,Birthday Baker,Пекарь на день рождения
PROPMOVER_TXT_110049,White Stripe Purple Bear,Фиолетовый медведь в белую полоску
PROPMOVER_TXT_110050,White Stripe Blue Bear,Синей медведь в белую полоску
PROPMOVER_TXT_110051,White Stripe Green Bear,Зеленый медведь в белую полоску
PROPMOVER_TXT_110052,White Stripe Orange Bear,Оранжевый медведь в белую полоску
PROPMOVER_TXT_110053,White Stripe Pink Bear,Розовый медведь в белую полоску
PROPMOVER_TXT_110054,White Stripe Black Bear,Черный медведь в белую полоску
PROPMOVER_TXT_110055,White Stripe White Bear,Белый медведь в белую полоску
PROPMOVER_TXT_110056,Lord Manager,Лорд-управляющий
PROPMOVER_TXT_110057,Black Japanese Piggy,Черная японская свинка
PROPMOVER_TXT_110058,Purple Japanese Piggy,Фиолетовая японская свинка
PROPMOVER_TXT_110059,Blue Japanese Piggy,Синея японская свинка
PROPMOVER_TXT_110060,Light Red Japanese Piggy,Светла-красная японская свинка
PROPMOVER_TXT_110061,Orange Japanese Piggy,Оранжевая японская свинка
PROPMOVER_TXT_110062,White Japanese Piggy,Белая японская свинка
PROPMOVER_TXT_110063,Light Japanese Piggy,Светлая японская свинка
PROPMOVER_TXT_110064,Baby Carrierbomb,Бомботитушка
PROPMOVER_TXT_110065,Baby Fefern,Крыжорничек
PROPMOVER_TXT_110066,Baby Wheelem,Ушатроник
PROPMOVER_TXT_110067,Gacha Machine,Гача-машин
PROPMOVER_TXT_110068,Skating Cat,Кот в коньках
PROPMOVER_TXT_110069,Bach,Бах
PROPMOVER_TXT_110070,Neo Purple Robot,Нео фиолетовый робот
PROPMOVER_TXT_110071,Neo Green Robot,Нео зеленый робот
PROPMOVER_TXT_110072,Neo Orange Robot,Нео оранжевый робот
PROPMOVER_TXT_110073,Neo Yellow Robot,Нео желтый робот
PROPMOVER_TXT_110074,Neo Black Robot,Нео черный робот
PROPMOVER_TXT_110075,Neo White Robot,Нео белый робот
PROPMOVER_TXT_110076,Pink Flying Froggy,Розовая летающая лягушка
PROPMOVER_TXT_110077,Green Flying Froggy,Зеленая летающая лягушка
PROPMOVER_TXT_110078,Purple Flying Froggy,Фиолетовая летающая лягушка
PROPMOVER_TXT_110079,Red Flying Froggy,Красная летающая лягушка
PROPMOVER_TXT_110080,Black Flying Froggy,Черная летающая лягушка
PROPMOVER_TXT_110081,Blue Flying Froggy,Синея летающая лягушка
PROPMOVER_TXT_002016,Rex Potato,Картофельный Рекс
PROPMOVER_TXT_002017,Prince Potato,Картофельный принц
PROPMOVER_TXT_002159,Private Leo,Рядовой Лео
PROPMOVER_TXT_002160,Noah,Ной
PROPMOVER_TXT_110082,Draco,Драко
PROPMOVER_TXT_110083,Pink Axolotl,Розовый аксолотль
PROPMOVER_TXT_110084,Yellow Axolotl,Желтый аксолотль
PROPMOVER_TXT_110085,Purple Axolotl,Фиолетовый аксолотль
PROPMOVER_TXT_110086,Blue Axolotl,Синей аксолотль
PROPMOVER_TXT_110087,Red Axolotl,Красный аксолотль
PROPMOVER_TXT_110088,Black Axolotl,Черный аксолотль
PROPMOVER_TXT_110089,Traveling Merchant,Странствующий торговец
PROPMOVER_TXT_110046,Red Spirit Dragon,Красный дух дракона
PROPMOVER_TXT_110090,Green Spirit Dragon,Зеленый дух дракона
PROPMOVER_TXT_110091,Yellow Spirit Dragon,Желтый дух дракона
PROPMOVER_TXT_400000,Andrew,Эндрю
PROPMOVER_TXT_110092,Molu,Молу
PROPMOVER_TXT_110093,Blue Flying Sheep,Синея летающая овца
PROPMOVER_TXT_110094,Yellow Flying Sheep,Желтая летающая овца
PROPMOVER_TXT_110095,Red Flying Sheep,Красная летающая овца
PROPMOVER_TXT_110096,Purple Flying Sheep,Фиолетовая летающая овца
PROPMOVER_TXT_110097,Pink Flying Sheep,Розовая летающая овца
PROPMOVER_TXT_110098,Black Flying Sheep,Черная летающая овца
PROPMOVER_TXT_110100,Silver Aibatt,Серебряный сглаз
PROPMOVER_TXT_110151,Purple Floating Oni,Фиолетовый плавающий Они
PROPMOVER_TXT_110152,Blue Floating Oni,Синей плавающий Они
PROPMOVER_TXT_110153,Green Floating Oni,Зеленый плавающий Они
PROPMOVER_TXT_110154,Red Floating Oni,Красный плавающий Они
PROPMOVER_TXT_110155,Ice Blue Floating Oni,Ледино-синей плавающий Они
PROPMOVER_TXT_110156,Black Floating Oni,Черный плавающий Они
PROPMOVER_TXT_110157,Orange Witch Cat,Оранжевый плавающий Они
PROPMOVER_TXT_110158,Purple Witch Cat,Фиолетовая кошка-ведьма
PROPMOVER_TXT_110159,Green Witch Cat,Зеленая кошка-ведьма
PROPMOVER_TXT_110160,Red Witch Cat,Красная кошка-ведьма
PROPMOVER_TXT_110161,Blue Witch Cat,Синея кошка-ведьма
PROPMOVER_TXT_110162,White Witch Cat,Белая кошка-ведьма
PROPMOVER_TXT_110163,Purple Phantocat,Фиолетовй призрачный кот
PROPMOVER_TXT_110164,Blue Phantocat,Синей призрачный кот
PROPMOVER_TXT_110165,Green Phantocat,Зеленый призрачный кот
PROPMOVER_TXT_110166,Black Phantocat,Черный призрачный кот
PROPMOVER_TXT_110167,Red Phantocat,Красный призрачный кот
PROPMOVER_TXT_110168,White Phantocat,Белый призрачный кот
PROPMOVER_TXT_210093,Prismatic Cobra,Призматическая кобра
PROPMOVER_TXT_210094,Twinstrike Cobra,Кобра с двойным ударом
PROPMOVER_TXT_210095,Tanuki Enforcer,Воин Тануки
PROPMOVER_TXT_210096,Tanuki Protector,Защитник Тануки
PROPMOVER_TXT_210097,Wildwood Stalker,Сталкер из дикого леса
PROPMOVER_TXT_210098,Wildwood Chieftain,Вождь Дикого леса
PROPMOVER_TXT_210099,Beast King Khan,Шервала
PROPMOVER_TXT_210100,Small Kingster,Маленький король лобстер
PROPMOVER_TXT_110101,Kingster,Король лобстер
PROPMOVER_TXT_110102,Captain Kingster,Капитан король лобстер
PROPMOVER_TXT_110103,Small Kraken,Маленький ктулху 
PROPMOVER_TXT_110104,Kraken,Ктулху 
PROPMOVER_TXT_110105,Captain Kraken,Капитан ктулху 
PROPMOVER_TXT_110106,Small Creper,Маленький крабик
PROPMOVER_TXT_110107,Creper,Крабик
PROPMOVER_TXT_110108,Captain Creper,Капитан крабик
PROPMOVER_TXT_110109,Small Naga,Маленькая нага
PROPMOVER_TXT_110110,Naga,Нага
PROPMOVER_TXT_110111,Captain Naga,Капитан нага
PROPMOVER_TXT_110112,Small Atrox,Маленький таракан
PROPMOVER_TXT_110113,Atrox,Таракан
PROPMOVER_TXT_110114,Captain Atrox,Капитан таракан
PROPMOVER_TXT_110115,Small Okean,Маленькая жижа
PROPMOVER_TXT_110116,Okean,Жижа
PROPMOVER_TXT_110117,Captain Okean,Капитан жижа
PROPMOVER_TXT_110118,Small Tigar,Маленький тигр
PROPMOVER_TXT_110119,Tigar,Тигр
PROPMOVER_TXT_110120,Captain Tigar,Капитан тигр
PROPMOVER_TXT_110121,Small Dorian,Маленькая рыбка дориан
PROPMOVER_TXT_110122,Dorian,Рыбка дориан
PROPMOVER_TXT_110123,Captain Dorian,Капитан рыбка дориан
PROPMOVER_TXT_110124,Small Meral,Маленький пират
PROPMOVER_TXT_110125,Meral,Пират
PROPMOVER_TXT_110126,Captain Meral,Капитан пират
PROPMOVER_TXT_110127,Giant Kingster,Гигантский король лобстер
PROPMOVER_TXT_110128,Giant Kraken,Гигантский ктулху
PROPMOVER_TXT_110129,Giant Creper,Гигантский крабик
PROPMOVER_TXT_110130,Giant Naga,Гигантская нага
PROPMOVER_TXT_110131,Giant Atrox,Гигантский таракан
PROPMOVER_TXT_110132,Giant Okean,Гигантская жижа
PROPMOVER_TXT_110133,Giant Tigar,Гигантский тигр
PROPMOVER_TXT_110134,Giant Dorian,Гигантская рыбка дориан
PROPMOVER_TXT_110135,Giant Meral,Гигантский пират
PROPMOVER_TXT_110136,Violet Kingster,Лиловый король лобстер
PROPMOVER_TXT_110137,Violet Kraken,Лиловый ктулху
PROPMOVER_TXT_110138,Violet Creper,Лиловый крабик
PROPMOVER_TXT_110139,Violet Naga,Лиловая нага
PROPMOVER_TXT_110140,Violet Atrox,Лиловый таракан
PROPMOVER_TXT_110141,Violet Okean,Лиловая жижа
PROPMOVER_TXT_110142,Violet Tigar,Лиловый тигр
PROPMOVER_TXT_110143,Violet Dorian,Лиловая рыбка дориан
PROPMOVER_TXT_110144,Violet Meral,Лиловый пират
PROPMOVER_TXT_110145,Blue Flying Sheep,Синея летающая овца
PROPMOVER_TXT_110146,Yellow Flying Sheep,Желтая летающая овца
PROPMOVER_TXT_110147,Red Flying Sheep,Красная летающая овца
PROPMOVER_TXT_110148,Purple Flying Sheep,Фиолетовая летающая овца
PROPMOVER_TXT_110149,Pink Flying Sheep,Розовая летающая овца
PROPMOVER_TXT_110150,Black Flying Sheep,Черная летающая овца
PROPMOVER_TXT_210151,Rainbow Race Officer,Офицер по радужным гонкам
PROPMOVER_TXT_210152,Water Totem Pole,Водяной тотемный столб
PROPMOVER_TXT_210153,Wind Totem Pole,Тотемный столб ветра
PROPMOVER_TXT_210154,Earth Totem Pole,Земляной тотемный столб
PROPMOVER_TXT_210155,Fire Totem Pole,Огненный тотемный столб
PROPMOVER_TXT_210156,Electric Totem Pole,Электрический тотемный столб
PROPMOVER_TXT_210157,Twinstrike Den Mother,Матерь двойного удара
PROPMOVER_TXT_210158,The Wilds Guard,Страж Дикой природы
PROPMOVER_TXT_210159,Pau Pau,Пау-Пау
PROPMOVER_TXT_210160,Kammie,Камми
PROPMOVER_TXT_210161,BoBu,БоБу
PROPMOVER_TXT_210162,Talus,Талос
PROPMOVER_TXT_210163,Inventor Remi,Изобретатель Реми
PROPMOVER_TXT_210164,Sunny Pang,Солнечный пингвин
PROPMOVER_TXT_210165,'s Artifact,Этот артефакт
PROPMOVER_TXT_210166,Tanuki Trainee,Стажер Тануки
PROPMOVER_TXT_210167,Wildwood Shaman,Шаман дикого леса
PROPMOVER_TXT_001312,Charlie,Чарли
PROPMOVER_TXT_210168,Red Patrol Dog,Красная патрульная собака
PROPMOVER_TXT_210169,Purple Patrol Dog,Фиолетвоая патрульная собака
PROPMOVER_TXT_210170,Cyan Patrol Dog,Голубая патрульная собака
PROPMOVER_TXT_210171,Blue Patrol Dog,Синея патрульная собака
PROPMOVER_TXT_210172,Black Patrol Dog,Черная патрульная собака
PROPMOVER_TXT_210173,White Patrol Dog,Белая патрульная собака
PROPMOVER_TXT_110169,Wild Turkey,Дикая индейка
PROPMOVER_TXT_210174,Red Rolling Clown,Красный катающийся клоун
PROPMOVER_TXT_210175,Purple Rolling Clown,Фиолетовый катающийся клоун
PROPMOVER_TXT_210176,Green Rolling Clown,Зеленый катающийся клоун
PROPMOVER_TXT_210177,Pink Rolling Clown,Розовый катающийся клоун
PROPMOVER_TXT_210178,Blue Rolling Clown,Синей катающийся клоун
PROPMOVER_TXT_210179,White Rolling Clown,Белый катающийся клоун
PROPMOVER_TXT_001313,Thief Santa,Крампус
PROPMOVER_TXT_001314,Santa,Санта
PROPMOVER_TXT_400001,Red Snowman,Красный снеговик
PROPMOVER_TXT_400002,Purple Snowman,Фиолетовый снеговик
PROPMOVER_TXT_400003,Pink Snowman,Розовый снеговик
PROPMOVER_TXT_400004,Green Snowman,Зеленый снеговик
PROPMOVER_TXT_400005,Blue Snowman,Синей снеговик
PROPMOVER_TXT_400006,Black Snowman,Черный снеговик
PROPMOVER_TXT_400007,Red Snowy Cat,Красный манул
PROPMOVER_TXT_400008,Pink Snowy Cat,Розовый манул
PROPMOVER_TXT_400009,Green Snowy Cat,Зеленый манул
PROPMOVER_TXT_400010,Blue Snowy Cat,Синей манул
PROPMOVER_TXT_400011,Purple Snowy Cat,Фиолетовый манул
PROPMOVER_TXT_400012,Black Snowy Cat,Черный манул
PROPMOVER_TXT_400013,Blue Wonderful Dog,Синея чудесная собака
PROPMOVER_TXT_400014,Pink Wonderful Dog,Розовая чудесная собака
PROPMOVER_TXT_400015,Green Wonderful Dog,Зеленая чудесная собака
PROPMOVER_TXT_400016,Yellow Wonderful Dog,Желтая чудесная собака
PROPMOVER_TXT_400017,Purple Wonderful Dog,Фиолетовая чудесная собака
PROPMOVER_TXT_400018,Red Wonderful Dog,Красная чудесная собака
PROPMOVER_TXT_001316,Guest Book,Гостевая книга
PROPMOVER_TXT_001315,Kalgas,Калгас
PROPMOVER_TXT_001317,Artifact,Артефакт
PROPMOVER_TXT_400019,Brown Cub,Коричневый детеныш
PROPMOVER_TXT_400020,Purple Cub,Фиолетовый детеныш
PROPMOVER_TXT_400021,Blue Cub,Синей детеныш
PROPMOVER_TXT_400022,Green Cub,Зеленый детеныш
PROPMOVER_TXT_400023,White Cub,Белый детеныш
PROPMOVER_TXT_400024,Black Cub,Черный детеныш
PROPMOVER_TXT_400025,Event Greemong,Событие Гримонг
PROPMOVER_TXT_400200,[Event] Giant Wagsaac,[Событие] Гигантский злопух
PROPMOVER_TXT_400201,[Event] Giant Jack the Hammer,[Событие] Гигантский Кувалда Джек
PROPMOVER_TXT_400202,[Event] Giant Bucrow,[Событие] Гигантский Тавродемон
PROPMOVER_TXT_400203,[Event] Giant Totemia,[Событие] Гигантский Истукан
PROPMOVER_TXT_400204,[Event] Giant Wheelem,[Событие] Гигантский Ушатрон
PROPMOVER_TXT_400205,[Event] Giant Hoppre,[Событие] Гигантская Саранча
PROPMOVER_TXT_400206,[Event] Giant Mushpoie,[Событие] Гигантский блуждающий гриб
PROPMOVER_TXT_400207,[Event] Giant Watangka,[Событие] Гигантский Ватангка
PROPMOVER_TXT_400208,[Event] Giant Fafnir,[Событие] Гигантский Фафнир
PROPMOVER_TXT_400209,[Event] Giant Gorruda,[Событие] Гигантский Злокрыл
PROPMOVER_TXT_400210,[Event] Giant Medumet,[Событие] Гигантская Медуза
PROPMOVER_TXT_400211,[Event] Glacial Augu,[Событие] Гигантская Аугу
PROPMOVER_TXT_400212,[Event] Ghost of the forgotten Overlord,[Событие] Гигантский Призрачный забытый повелитель
PROPMOVER_TXT_400213,[Event] Giant Asuras,[Событие] Гигантский Giant Asuras
PROPMOVER_TXT_400214,[Event] Giant Tigar,[Событие] Гигантский Giant Tigar
PROPMOVER_TXT_400215,[Event] Captain Flybat,[Событие] Капитан Циклопырей 
PROPMOVER_TXT_400216,[Event] Mr. Pumpkin,[Событие] Мистер Тыквер
PROPMOVER_TXT_400217,[Event] Dumb Bull,[Событие] Быказа-рогаза
PROPMOVER_TXT_400218,[Event] Scorpicon,[Событие] Скорпион
PROPMOVER_TXT_400219,[Event] Wheelem,[Событие] Ушатрон
PROPMOVER_TXT_400220,[Event] Steel Knight,[Событие] Стальной рыцарь
PROPMOVER_TXT_400221,[Event] Driller,[Событие] Бурильщик
PROPMOVER_TXT_400222,[Event] Captian Volt,[Событие] Капитан Вольт
PROPMOVER_TXT_400223,[Event] Greemong,[Событие] Илий
PROPMOVER_TXT_400224,[Event] Iren,[Событие] Комарище
PROPMOVER_TXT_400225,[Event] Watangka,[Событие] Ватангка
PROPMOVER_TXT_400226,[Event] Small Antiquery,[Событие] Маленькое древо
PROPMOVER_TXT_400227,[Event] Antiquery,[Событие] Древо
PROPMOVER_TXT_400228,[Event] Luia,[Событие] Лавлин
PROPMOVER_TXT_400229,[Event] Small Gongury,[Событие] Маленькая Электро Мышь
PROPMOVER_TXT_400230,[Event] Harpy,[Событие] Гарпия
PROPMOVER_TXT_400231,[Event] Kern,[Событие] Вогробущик
PROPMOVER_TXT_400232,[Event] Small Medumet,[Событие] Маленькая Медуза
PROPMOVER_TXT_400233,[Event] Yetti,[Событие] Йети
PROPMOVER_TXT_400234,[Event] Small Dantalian,[Событие] Маленький Колдун
PROPMOVER_TXT_400235,[Event] Mutant Augu,[Событие] Мутант Аугу
PROPMOVER_TXT_400236,[Event] Ghost of the forgotten king,[Событие] Призрачный забытый король
PROPMOVER_TXT_400237,[Event] Small Asuras,[Событие] Маленький Асурас
PROPMOVER_TXT_400238,[Event] Mammoth,[Событие] Мамонт
PROPMOVER_TXT_400239,[Event] Asuras,[Событие] асурас
PROPMOVER_TXT_400240,[Event] Cannibal Mammoth,[Событие] Мамонт Ганибал
PROPMOVER_TXT_400241,[Event] Meral,[Событие] Пират
PROPMOVER_TXT_400026,Blue Pixel Rabbit,Синий пиксельный кролик
PROPMOVER_TXT_400027,Red Pixel Rabbit,Красный пиксельный кролик
PROPMOVER_TXT_400028,Green Pixel Rabbit,Зеленый пиксельный кролик
PROPMOVER_TXT_400029,Pink Pixel Rabbit,Розовый пиксельный кролик
PROPMOVER_TXT_400030,Purple Pixel Rabbit,Фиолетовый пиксельный кролик
PROPMOVER_TXT_400031,Yellow Pixel Rabbit,Желтый пиксельный кролик
PROPMOVER_TXT_001319,[Event] Leyena,[Событие] Лиена
PROPMOVER_TXT_001321,[Event] Giant Kraken,[Событие] Гигантский Ктулху
PROPMOVER_TXT_400032,[Event] Giggle Box,[Событие] Хохотун
PROPMOVER_TXT_400033,[Event] Violet Giggle Box,[Событие] Лиловый Хохотун
PROPMOVER_TXT_400034,Fox Spirit,Дух лисы
PROPMOVER_TXT_400035,Ninja Toad,Жаба-ниндзя
PROPMOVER_TXT_400036,Steambot,Паровой робот
PROPMOVER_TXT_400037,White Lion,Белый лев
PROPMOVER_TXT_400038,Phio,Фио
PROPMOVER_TXT_400242,Black Anniversary Cat,Черный юбилейный кот
PROPMOVER_TXT_400243,Purple Anniversary Cat,Фиолетовый юбилейный кот
PROPMOVER_TXT_400244,Pink Anniversary Cat,Розовый юбилейный кот
PROPMOVER_TXT_400245,Green Anniversary Cat,Зеленый юбилейный кот
PROPMOVER_TXT_400246,Cyan Anniversary Cat,Голубой юбилейный кот
PROPMOVER_TXT_400247,Blue Anniversary Cat,Синей юбилейный кот
PROPMOVER_TXT_400248,White Anniversary Cat,Белый юбилейный кот
PROPMOVER_TXT_400249,Lord Trangfoma,Лорд дезинфектор
PROPMOVER_TXT_400250,Shadow of Clockworks,Тень часового механизма
PROPMOVER_TXT_400251,Blue Magical Toad,Синяя волшебная жаба
PROPMOVER_TXT_400252,Pink Magical Toad,Розовая волшебная жаба
PROPMOVER_TXT_400253,Orange Magical Toad,Оранжевая волшебная жаба
PROPMOVER_TXT_400254,Green Magical Toad,Зеленая волшебная жаба
PROPMOVER_TXT_400255,Red Magical Toad,Красная волшебная жаба
PROPMOVER_TXT_400256,Dark Magical Toad,Черная волшебная жаба
PROPMOVER_TXT_400258,[Event] Creper,[События] Крабик
PROPMOVER_TXT_400259,[Event] Violet Creper,[События] Лиловый крабик
PROPMOVER_TXT_400260,Red Earless Seal,Красный тюлень без уха
PROPMOVER_TXT_400261,Purple Earless Seal,Фиолетовый тюлень без уха
PROPMOVER_TXT_400262,Burgundy Earless Seal,Бордовый тюлень без уха
PROPMOVER_TXT_400263,Pink Earless Seal,Розовый тюлень без уха
PROPMOVER_TXT_400264,Orange Earless Seal,Оранжевый тюлень без уха
PROPMOVER_TXT_400265,Blue Earless Seal,Голубой тюлень без уха
PROPMOVER_TXT_400266,White Earless Seal,Белый тюлень без уха
PROPMOVER_TXT_400267,Brown Butterflies,Коричневые бабочки
