Key,English,Portuguese
PROPMOVER_TXT_100270,Sentient Tree Warrior,Árvore Senciente Guerreira
PROPMOVER_TXT_100271,Old Rut,Ancião Arboriano
PROPMOVER_TXT_100244,Skeletal Militant,Militante Esquelético
PROPMOVER_TXT_100245,Crystal Demon Lord,O Lorde Demônio de Cristal
PROPMOVER_TXT_100246,Great Kraken,O Grande Kraken
PROPMOVER_TXT_100247,Siren,Sereia
PROPMOVER_TXT_100248,Lurking Merman,Tritão Furtivo
PROPMOVER_TXT_100249,Cunning Merman,Tritão Astuto
PROPMOVER_TXT_001198,Great Catsy,Grande Catsy
PROPMOVER_TXT_001200,Great Harpy,Grande Harpy
PROPMOVER_TXT_001202,Great Gullah,Grande Gullah
PROPMOVER_TXT_001204,Great Abraxas,Grande Abraxas
PROPMOVER_TXT_001206,Great Hague,Grande Hague
PROPMOVER_TXT_001208,Great Tengu,Grande Tengu
PROPMOVER_TXT_001210,Great Asterius,Grande Asterius
PROPMOVER_TXT_001212,Great Dantalian,Grande Dantalian
PROPMOVER_TXT_001214,Great Gannessa,Grande Gannessa
PROPMOVER_TXT_001216,Great Asuras,Grande Asuras
PROPMOVER_TXT_001180,Small Nyx,Nyx Pequeno
PROPMOVER_TXT_001182,Nyx,Nyx
PROPMOVER_TXT_001184,Captain Nyx,Nyx Capitão
PROPMOVER_TXT_001186,Asmodan,"Asmodan, o Demônio da Escuridão"
PROPMOVER_TXT_001100,Small Harpy,Harpy Pequena
PROPMOVER_TXT_001102,Harpy,Harpy
PROPMOVER_TXT_001104,Captain Harpy,Harpy Capitão
PROPMOVER_TXT_001106,Giant Harpy,Harpy Gigante
PROPMOVER_TXT_001108,Small Gullah,Gullah Pequeno
PROPMOVER_TXT_001110,Gullah,Gullah
PROPMOVER_TXT_001112,Captain Gullah,Gullah Capitão
PROPMOVER_TXT_001114,Giant Gullah,Gullah Gigante
PROPMOVER_TXT_001116,Small Abraxas,Abraxas Pequeno
PROPMOVER_TXT_001118,Abraxas,Abraxas
PROPMOVER_TXT_001120,Captain Abraxas,Abraxas Capitão
PROPMOVER_TXT_001122,Giant Abraxas,Abraxas Gigante
PROPMOVER_TXT_001124,Small Hague,Hague Pequena
PROPMOVER_TXT_001126,Hague,Hague
PROPMOVER_TXT_001128,Captain Hague,Hague Capitã
PROPMOVER_TXT_001130,Giant Hague,Hague Gigante
PROPMOVER_TXT_001132,Small Tengu,Tengu Pequeno
PROPMOVER_TXT_001134,Tengu,Tengu
PROPMOVER_TXT_001136,Captain Tengu,Tengu Capitão
PROPMOVER_TXT_001138,Giant Tengu,Tengu Gigante
PROPMOVER_TXT_001140,Small Asterius,Asterius Pequeno
PROPMOVER_TXT_001142,Asterius,Asterius
PROPMOVER_TXT_001144,Captain Asterius,Asterius Capitão
PROPMOVER_TXT_001146,Giant Asterius,Asterius Gigante
PROPMOVER_TXT_001148,Small Dantalian,Dantalian Pequeno
PROPMOVER_TXT_001150,Dantalian,Dantalian
PROPMOVER_TXT_001152,Captain Dantalian,Dantalian Capitão
PROPMOVER_TXT_001154,Giant Dantalian,Dantalian Gigante
PROPMOVER_TXT_001156,Small Gannessa,Pequeno Gannessa
PROPMOVER_TXT_001158,Gannessa,Gannessa
PROPMOVER_TXT_001160,Captain Gannessa,Gannessa Capitão
PROPMOVER_TXT_001162,Giant Gannessa,Gannessa Gigante
PROPMOVER_TXT_001164,Small Asuras,Asuras Pequeno
PROPMOVER_TXT_001166,Asuras,Asuras
PROPMOVER_TXT_001168,Captain Asuras,Asuras Capitão
PROPMOVER_TXT_001170,Giant Asuras,Asuras Gigante
PROPMOVER_TXT_001172,Small Catsy,Catsy Pequeno
PROPMOVER_TXT_001174,Catsy,Catsy
PROPMOVER_TXT_001176,Giant Catsy,Catsy Gigante
PROPMOVER_TXT_001178,Captain Catsy,Catsy Capitão
PROPMOVER_TXT_001218,Knight 2,Cavaleiro 2
PROPMOVER_TXT_001220,Knight 1,Cavaleiro 1
PROPMOVER_TXT_001221,Queen Long Legs,Pernas Longas Rainha
PROPMOVER_TXT_001222,Nightmist Empress,Bruma Noturna Imperatriz
PROPMOVER_TXT_001223,Bolt Otem,Totem do Trovão
PROPMOVER_TXT_001224,Overgrown Broodmother,Mãe Colossal da Ninhada
PROPMOVER_TXT_001225,Spiderling,Aranhinha
PROPMOVER_TXT_001226,Enraged Gorilla,Gorila Enfurecido
PROPMOVER_TXT_001227,Sentient Tree Guardian,Árvore Senciente Guardiã
PROPMOVER_TXT_001228,Regal Kumai,Kumai Real
PROPMOVER_TXT_001229,Enchanted Rider,Cavaleiro Enfeitiçado
PROPMOVER_TXT_001230,Enchanted Shaman,Xamã Enfeitiçado
PROPMOVER_TXT_001231,Enchanted AI,IA Enfeitiçada
PROPMOVER_TXT_001232,Pyramid Keeper,O Protetor da Pirâmide
PROPMOVER_TXT_001233,Pyramid Guardian,O Guardião da Pirâmide
PROPMOVER_TXT_001234,Defense Otem,Totem de Defesa
PROPMOVER_TXT_001235,Skeleton General,Esqueleto General
PROPMOVER_TXT_230001,Enraged Yetti,Yetti Enfurecido
PROPMOVER_TXT_230002,Frozen Hare Guard,Lebre Guarda Congelado
PROPMOVER_TXT_230003,Saphyryan Hound,Saphyryan Perseguidor
PROPMOVER_TXT_230004,Deep Cave Gorilla,Gorila das Profundezas
PROPMOVER_TXT_230005,Caveman Chief,[Chefe] O Homem das Cavernas
PROPMOVER_TXT_230006,Cavern Larva,Larva da Caverna
PROPMOVER_TXT_230007,Radioactive Long Legs,Pernas Longas Radioativas
PROPMOVER_TXT_230008,Cavern Nightmist,Bruma Noturna da Caverna
PROPMOVER_TXT_230009,Frozen Hare Assassin,Lebre Assassino Congelado
PROPMOVER_TXT_230010,Giant Turtle,Tartaruga Gigante
PROPMOVER_TXT_230011,Kraken Spawn,Cria do Kraken
PROPMOVER_TXT_010000,Orange Sleeping Fox,Raposa Dorminhoca Laranja
PROPMOVER_TXT_010001,Black Sleeping Fox,Raposa Dorminhoca Preta
PROPMOVER_TXT_010002,Blue Sleeping Fox,Raposa Dorminhoca Azul
PROPMOVER_TXT_010003,Green Sleeping Fox,Raposa Dorminhoca Verde
PROPMOVER_TXT_010004,Pink Sleeping Fox,Raposa Dorminhoca Rosa
PROPMOVER_TXT_010005,Purple Sleeping Fox,Raposa Dorminhoca Roxo
PROPMOVER_TXT_010006,White Sleeping Fox,Raposa Dorminhoca Branco
PROPMOVER_TXT_110000,Pink Valentine's Bear,Raposa Dorminhoca Rosa
PROPMOVER_TXT_110001,White Valentine's Bear,Raposa Dorminhoca Branco
PROPMOVER_TXT_110002,Dark Valentine's Bear,Ursinho Amoroso Escuro
PROPMOVER_TXT_110003,Orange Valentine's Bear,Ursinho Amoroso Laranja
PROPMOVER_TXT_110004,Green Valentine's Bear,Ursinho Amoroso Verde
PROPMOVER_TXT_110005,Purple Valentine's Bear,Ursinho Amoroso Roxo
PROPMOVER_TXT_110006,Pink Little Cacti,Cactos Pequenino Rosa
PROPMOVER_TXT_110007,Green Little Cacti,Cactos Pequenino Verde
PROPMOVER_TXT_110008,Purple Little Cacti,Cactos Pequenino Roxo
PROPMOVER_TXT_110009,Orange Little Cacti,Cactos Pequenino Laranja
PROPMOVER_TXT_110010,Red Little Cacti,Cactos Pequenino Vermelho
PROPMOVER_TXT_110011,Cyan Little Cacti,Cactos Pequenino Ciano
PROPMOVER_TXT_110012,Phantom General,General Fantasma
PROPMOVER_TXT_110013,Golden Aibatt,Aibatt Dourado
PROPMOVER_TXT_110014,Pink Modern Sports Bear,Ursinho Esportivo Moderno Rosa
PROPMOVER_TXT_110015,Blue Modern Sports Bear,Ursinho Esportivo Moderno Azul
PROPMOVER_TXT_110016,Green Modern Sports Bear,Ursinho Esportivo Moderno Verde
PROPMOVER_TXT_110017,Purple Modern Sports Bear,Ursinho Esportivo Moderno Roxo
PROPMOVER_TXT_110018,Dark Modern Sports Bear,Ursinho Esportivo Moderno Escuro
PROPMOVER_TXT_110019,Light Modern Sports Bear,Ursinho Esportivo Moderno Claro
PROPMOVER_TXT_110020,Pink Easter Bunny,Coelhinho de Páscoa Rosa
PROPMOVER_TXT_110021,Pink Future Robot,Robô do Futuro Rosa
PROPMOVER_TXT_110022,Purple Future Robot,Robô do Futuro Roxo
PROPMOVER_TXT_110023,Cyan Future Robot,Robô do Futuro Ciano
PROPMOVER_TXT_110024,Dark Future Robot,Robô do Futuro Escuro
PROPMOVER_TXT_110025,Green Future Robot,Robô do Futuro Verde
PROPMOVER_TXT_110026,Blue Future Robot,Robô do Futuro Azul
PROPMOVER_TXT_110027,Flying Egg,Ovo Voador
PROPMOVER_TXT_110028,Eggcellent,Ovotástico
PROPMOVER_TXT_110029,Blue Flying Bunny,Coelhinho Voador Azul
PROPMOVER_TXT_110030,Green Flying Bunny,Coelhinho Voador Verde
PROPMOVER_TXT_110031,Pink Flying Bunny,Coelhinho Voador Rosa
PROPMOVER_TXT_110032,Purple Flying Bunny,Coelhinho Voador Roxo
PROPMOVER_TXT_110033,Brown Flying Bunny,Coelhinho Voador Marrom
PROPMOVER_TXT_110034,Black Flying Bunny,Coelhinho Voador Preto
PROPMOVER_TXT_110035,White Flying Bunny,Coelhinho Voador Branco
PROPMOVER_TXT_110036,Hantiger,Hantiger
PROPMOVER_TXT_110037,Galaxy Scout,Explorador da Galáxia
PROPMOVER_TXT_110038,Blue Hat Bunny,Coelhinho de Chapéu Azul
PROPMOVER_TXT_110039,Dark Hat Bunny,Coelhinho de Chapéu Escuro
PROPMOVER_TXT_110040,Green Hat Bunny,Coelhinho de Chapéu Verde
PROPMOVER_TXT_110041,Orange Hat Bunny,Coelhinho de Chapéu Laranja
PROPMOVER_TXT_110042,Pink Hat Bunny,Coelhinho de Chapéu Rosa
PROPMOVER_TXT_110043,Purple Hat Bunny,Coelhinho de Chapéu Roxo
PROPMOVER_TXT_110044,Black Hat Bunny,Coelhinho de Chapéu Preto
PROPMOVER_TXT_110045,White Hat Bunny,Coelhinho de Chapéu Branco
PROPMOVER_TXT_110047,Gold Skeleton,Esqueleto Dourado
PROPMOVER_TXT_110048,Birthday Baker,Padeiro de Aniversário
PROPMOVER_TXT_110049,White Stripe Purple Bear,Ursinho Listrado Branco e Roxo
PROPMOVER_TXT_110050,White Stripe Blue Bear,Ursinho Listrado Branco e Azul
PROPMOVER_TXT_110051,White Stripe Green Bear,Ursinho Listrado Branco e Verde
PROPMOVER_TXT_110052,White Stripe Orange Bear,Ursinho Listrado Branco e Laranja
PROPMOVER_TXT_110053,White Stripe Pink Bear,Ursinho Listrado Branco e Rosa
PROPMOVER_TXT_110054,White Stripe Black Bear,Ursinho Listrado Branco e Preto
PROPMOVER_TXT_110055,White Stripe White Bear,Ursinho Listrado Branco e Branco
PROPMOVER_TXT_110056,Lord Manager,Gerente Lorde
PROPMOVER_TXT_110057,Black Japanese Piggy,Porquinho Japonês Preto
PROPMOVER_TXT_110058,Purple Japanese Piggy,Porquinho Japonês Roxo
PROPMOVER_TXT_110059,Blue Japanese Piggy,Porquinho Japonês Azul
PROPMOVER_TXT_110060,Light Red Japanese Piggy,Porquinho Japonês Vermelho Claro
PROPMOVER_TXT_110061,Orange Japanese Piggy,Porquinho Japonês Laranja
PROPMOVER_TXT_110062,White Japanese Piggy,Porquinho Japonês Branco
PROPMOVER_TXT_110063,Light Japanese Piggy,Porquinho Japonês Claro
PROPMOVER_TXT_110064,Baby Carrierbomb,Carrierbomb Bebê
PROPMOVER_TXT_110065,Baby Fefern,Fefern Bebê
PROPMOVER_TXT_110066,Baby Wheelem,Wheelem Bebê
PROPMOVER_TXT_110067,Gacha Machine,Máquina Gacha
PROPMOVER_TXT_110068,Skating Cat,Gato Patinador
PROPMOVER_TXT_110069,Bach,Bach
PROPMOVER_TXT_110070,Neo Purple Robot,Robô Neo Roxo
PROPMOVER_TXT_110071,Neo Green Robot,Robô Neo Verde
PROPMOVER_TXT_110072,Neo Orange Robot,Robô Neo Laranja
PROPMOVER_TXT_110073,Neo Yellow Robot,Robô Neo Amarelo
PROPMOVER_TXT_110074,Neo Black Robot,Robô Neo Preto
PROPMOVER_TXT_110075,Neo White Robot,Robô Neo Branco
PROPMOVER_TXT_110076,Pink Flying Froggy,Sapinho Voador Rosa
PROPMOVER_TXT_110077,Green Flying Froggy,Sapinho Voador Verde
PROPMOVER_TXT_110078,Purple Flying Froggy,Sapinho Voador Roxo
PROPMOVER_TXT_110079,Red Flying Froggy,Sapinho Voador Vermelho
PROPMOVER_TXT_110080,Black Flying Froggy,Sapinho Voador Preto
PROPMOVER_TXT_110081,Blue Flying Froggy,Sapinho Voador Azul
PROPMOVER_TXT_002016,Rex Potato,Batata Rex
PROPMOVER_TXT_002017,Prince Potato,Batata Príncipe
PROPMOVER_TXT_002159,Private Leo,Leo Recruta
PROPMOVER_TXT_002160,Noah,Noah
PROPMOVER_TXT_110082,Draco,Draco
PROPMOVER_TXT_110083,Pink Axolotl,Axolote Rosa
PROPMOVER_TXT_110084,Yellow Axolotl,Axolote Amarelo
PROPMOVER_TXT_110085,Purple Axolotl,Axolote Roxo
PROPMOVER_TXT_110086,Blue Axolotl,Axolote Azul
PROPMOVER_TXT_110087,Red Axolotl,Axolote Vermelho
PROPMOVER_TXT_110088,Black Axolotl,Axolote Preto
PROPMOVER_TXT_110089,Traveling Merchant,Mercador Viajante
PROPMOVER_TXT_110046,Red Spirit Dragon,Dragão Espírito Vermelho
PROPMOVER_TXT_110090,Green Spirit Dragon,Dragão Espírito Verde
PROPMOVER_TXT_110091,Yellow Spirit Dragon,Dragão Espírito Amarelo
PROPMOVER_TXT_400000,Andrew,Andrew
PROPMOVER_TXT_110092,Molu,Molu
PROPMOVER_TXT_110093,Blue Flying Sheep,Ovelha Voadora Azul  
PROPMOVER_TXT_110094,Yellow Flying Sheep,Ovelha Voadora Amarela  
PROPMOVER_TXT_110095,Red Flying Sheep,Ovelha Voadora Vermelha  
PROPMOVER_TXT_110096,Purple Flying Sheep,Ovelha Voadora Roxa  
PROPMOVER_TXT_110097,Pink Flying Sheep,Ovelha Voadora Rosa  
PROPMOVER_TXT_110098,Black Flying Sheep,Ovelha Voadora Preta  
PROPMOVER_TXT_110100,Silver Aibatt,Aibatt Prateado
PROPMOVER_TXT_110151,Purple Floating Oni,Oni Flutuante Roxo
PROPMOVER_TXT_110152,Blue Floating Oni,Oni Flutuante Azul
PROPMOVER_TXT_110153,Green Floating Oni,Oni Flutuante Verde
PROPMOVER_TXT_110154,Red Floating Oni,Oni Flutuante Vermelho
PROPMOVER_TXT_110155,Ice Blue Floating Oni,Oni Flutuante Azul Gelo
PROPMOVER_TXT_110156,Black Floating Oni,Oni Flutuante Preto
PROPMOVER_TXT_110157,Orange Witch Cat,Gato Bruxa Laranja
PROPMOVER_TXT_110158,Purple Witch Cat,Gato Bruxa Roxo
PROPMOVER_TXT_110159,Green Witch Cat,Gato Bruxa Verde
PROPMOVER_TXT_110160,Red Witch Cat,Gato Bruxa Vermelho
PROPMOVER_TXT_110161,Blue Witch Cat,Gato Bruxa Azul
PROPMOVER_TXT_110162,White Witch Cat,Gato Bruxa Branco
PROPMOVER_TXT_110163,Purple Phantocat,Phantocat Roxo
PROPMOVER_TXT_110164,Blue Phantocat,Phantocat Azul
PROPMOVER_TXT_110165,Green Phantocat,Phantocat Verde
PROPMOVER_TXT_110166,Black Phantocat,Phantocat Preto
PROPMOVER_TXT_110167,Red Phantocat,Phantocat Vermelho
PROPMOVER_TXT_110168,White Phantocat,Phantocat Branco
PROPMOVER_TXT_210093,Prismatic Cobra,Cobra Prismática
PROPMOVER_TXT_210094,Twinstrike Cobra,Cobra de Duplo Ataque
PROPMOVER_TXT_210095,Tanuki Enforcer,Tanuki Executor
PROPMOVER_TXT_210096,Tanuki Protector,Tanuki Protetor
PROPMOVER_TXT_210097,Wildwood Stalker,Perseguidor Wildwood
PROPMOVER_TXT_210098,Wildwood Chieftain,Chefe Wildwood
PROPMOVER_TXT_210099,Beast King Khan,Rei das Feras Khan
PROPMOVER_TXT_210100,Small Kingster,Kingster Pequeno
PROPMOVER_TXT_110101,Kingster,Kingster
PROPMOVER_TXT_110102,Captain Kingster,Kingster Capitão
PROPMOVER_TXT_110103,Small Kraken,Kraken Pequeno
PROPMOVER_TXT_110104,Kraken,Kraken
PROPMOVER_TXT_110105,Captain Kraken,Kraken Capitão
PROPMOVER_TXT_110106,Small Creper,Creper Pequeno
PROPMOVER_TXT_110107,Creper,Creper
PROPMOVER_TXT_110108,Captain Creper,Creper Capitão
PROPMOVER_TXT_110109,Small Naga,Naga Pequeno
PROPMOVER_TXT_110110,Naga,Naga
PROPMOVER_TXT_110111,Captain Naga,Naga Capitão
PROPMOVER_TXT_110112,Small Atrox,Atrox Pequeno
PROPMOVER_TXT_110113,Atrox,Atrox
PROPMOVER_TXT_110114,Captain Atrox,Atrox Capitão
PROPMOVER_TXT_110115,Small Okean,Okean Pequeno
PROPMOVER_TXT_110116,Okean,Okean
PROPMOVER_TXT_110117,Captain Okean,Okean Capitão
PROPMOVER_TXT_110118,Small Tigar,Tigar Pequeno
PROPMOVER_TXT_110119,Tigar,Tigar
PROPMOVER_TXT_110120,Captain Tigar,Tigar Capitão
PROPMOVER_TXT_110121,Small Dorian,Dorian Pequeno
PROPMOVER_TXT_110122,Dorian,Dorian
PROPMOVER_TXT_110123,Captain Dorian,Dorian Capitão
PROPMOVER_TXT_110124,Small Meral,Meral Pequeno
PROPMOVER_TXT_110125,Meral,Meral
PROPMOVER_TXT_110126,Captain Meral,Meral Capitão
PROPMOVER_TXT_110127,Giant Kingster,Kingster Gigante
PROPMOVER_TXT_110128,Giant Kraken,Kraken Gigante
PROPMOVER_TXT_110129,Giant Creper,Creper Gigante
PROPMOVER_TXT_110130,Giant Naga,Naga Gigante
PROPMOVER_TXT_110131,Giant Atrox,Atrox Gigante
PROPMOVER_TXT_110132,Giant Okean,Okean Gigante
PROPMOVER_TXT_110133,Giant Tigar,Tigar Gigante
PROPMOVER_TXT_110134,Giant Dorian,Dorian Gigante
PROPMOVER_TXT_110135,Giant Meral,Meral Gigante
PROPMOVER_TXT_110136,Violet Kingster,Kingster Violeta
PROPMOVER_TXT_110137,Violet Kraken,Kraken Violeta
PROPMOVER_TXT_110138,Violet Creper,Creper Violeta
PROPMOVER_TXT_110139,Violet Naga,Naga Violeta
PROPMOVER_TXT_110140,Violet Atrox,Atrox Violeta
PROPMOVER_TXT_110141,Violet Okean,Okean Violeta
PROPMOVER_TXT_110142,Violet Tigar,Tigar Violeta
PROPMOVER_TXT_110143,Violet Dorian,Dorian Violeta
PROPMOVER_TXT_110144,Violet Meral,Meral Violeta
PROPMOVER_TXT_110145,Blue Flying Sheep,Ovelha Voadora Azul
PROPMOVER_TXT_110146,Yellow Flying Sheep,Ovelha Voadora Amarela
PROPMOVER_TXT_110147,Red Flying Sheep,Ovelha Voadora Vermelha
PROPMOVER_TXT_110148,Purple Flying Sheep,Ovelha Voadora Roxa
PROPMOVER_TXT_110149,Pink Flying Sheep,Ovelha Voadora Rosa
PROPMOVER_TXT_110150,Black Flying Sheep,Ovelha Voadora Preta
PROPMOVER_TXT_210151,Rainbow Race Officer,Oficial de Corrida Arco-íris
PROPMOVER_TXT_210152,Water Totem Pole,Totem de Água
PROPMOVER_TXT_210153,Wind Totem Pole,Totem de Vento
PROPMOVER_TXT_210154,Earth Totem Pole,Totem de Terra
PROPMOVER_TXT_210155,Fire Totem Pole,Totem de Fogo
PROPMOVER_TXT_210156,Electric Totem Pole,Totem de Eletricidade
PROPMOVER_TXT_210157,Twinstrike Den Mother,Mãe Den de Duplo Ataque
PROPMOVER_TXT_210158,The Wilds Guard,Guarda da Selvabruta
PROPMOVER_TXT_210159,Pau Pau,Pau Pau
PROPMOVER_TXT_210160,Kammie,Kammie
PROPMOVER_TXT_210161,BoBu,BoBu
PROPMOVER_TXT_210162,Talus,Talus
PROPMOVER_TXT_210163,Inventor Remi,Inventora Remi
PROPMOVER_TXT_210164,Sunny Pang,Sunny Pang
PROPMOVER_TXT_210165,'s Artifact,'s Artefato
PROPMOVER_TXT_210166,Tanuki Trainee,Tanuki Trainee
PROPMOVER_TXT_210167,Wildwood Shaman,Xamã Wildwood
PROPMOVER_TXT_001312,Charlie,Charlie
PROPMOVER_TXT_210168,Red Patrol Dog,Cão de Patrulha Vermelho
PROPMOVER_TXT_210169,Purple Patrol Dog,Cão de Patrulha Roxo
PROPMOVER_TXT_210170,Cyan Patrol Dog,Cão de Patrulha Ciano
PROPMOVER_TXT_210171,Blue Patrol Dog,Cão de Patrulha Azul
PROPMOVER_TXT_210172,Black Patrol Dog,Cão de Patrulha Preto
PROPMOVER_TXT_210173,White Patrol Dog,Cão de Patrulha Branco
PROPMOVER_TXT_110169,Wild Turkey,Peru Selvagem
PROPMOVER_TXT_210174,Red Rolling Clown,Palhaço Rolante Vermelho
PROPMOVER_TXT_210175,Purple Rolling Clown,Palhaço Rolante Roxo
PROPMOVER_TXT_210176,Green Rolling Clown,Palhaço Rolante Verde
PROPMOVER_TXT_210177,Pink Rolling Clown,Palhaço Rolante Rosa
PROPMOVER_TXT_210178,Blue Rolling Clown,Palhaço Rolante Azul
PROPMOVER_TXT_210179,White Rolling Clown,Palhaço Rolante Branco
PROPMOVER_TXT_001313,Thief Santa,Papai Noel Ladrão
PROPMOVER_TXT_001314,Santa,Pequeno Homem de Neve
PROPMOVER_TXT_400001,Red Snowman,Boneco de Neve Vermelho
PROPMOVER_TXT_400002,Purple Snowman,Boneco de Neve Roxo
PROPMOVER_TXT_400003,Pink Snowman,Boneco de Neve Rosa
PROPMOVER_TXT_400004,Green Snowman,Boneco de Neve Verde
PROPMOVER_TXT_400005,Blue Snowman,Boneco de Neve Azul
PROPMOVER_TXT_400006,Black Snowman,Boneco de Neve Preto
PROPMOVER_TXT_400007,Red Snowy Cat,Gato Nevado Vermelho
PROPMOVER_TXT_400008,Pink Snowy Cat,Gato Nevado Rosa
PROPMOVER_TXT_400009,Green Snowy Cat,Gato Nevado Verde
PROPMOVER_TXT_400010,Blue Snowy Cat,Gato Nevado Azul
PROPMOVER_TXT_400011,Purple Snowy Cat,Gato Nevado Roxo
PROPMOVER_TXT_400012,Black Snowy Cat,Gato Nevado Preto
PROPMOVER_TXT_400013,Blue Wonderful Dog,Cachorro Maravilhoso Azul
PROPMOVER_TXT_400014,Pink Wonderful Dog,Cachorro Maravilhoso Rosa
PROPMOVER_TXT_400015,Green Wonderful Dog,Cachorro Maravilhoso Verde
PROPMOVER_TXT_400016,Yellow Wonderful Dog,Cachorro Maravilhoso Amarelo
PROPMOVER_TXT_400017,Purple Wonderful Dog,Cachorro Maravilhoso Roxo
PROPMOVER_TXT_400018,Red Wonderful Dog,Cachorro Maravilhoso Vermelho
PROPMOVER_TXT_001316,Guest Book,Livro de Visitas
PROPMOVER_TXT_001315,Kalgas,Kalgas
PROPMOVER_TXT_001317,Artifact,Artifact
PROPMOVER_TXT_400019,Brown Cub,Brown Cub
PROPMOVER_TXT_400020,Purple Cub,Purple Cub
PROPMOVER_TXT_400021,Blue Cub,Blue Cub
PROPMOVER_TXT_400022,Green Cub,Green Cub
PROPMOVER_TXT_400023,White Cub,White Cub
PROPMOVER_TXT_400024,Black Cub,Black Cub
PROPMOVER_TXT_400025,Event Greemong,Event Greemong
PROPMOVER_TXT_400200,[Event] Giant Wagsaac,[Event] Giant Wagsaac
PROPMOVER_TXT_400201,[Event] Giant Jack the Hammer,[Event] Giant Jack the Hammer
PROPMOVER_TXT_400202,[Event] Giant Bucrow,[Event] Giant Bucrow
PROPMOVER_TXT_400203,[Event] Giant Totemia,[Event] Giant Totemia
PROPMOVER_TXT_400204,[Event] Giant Wheelem,[Event] Giant Wheelem
PROPMOVER_TXT_400205,[Event] Giant Hoppre,[Event] Giant Hoppre
PROPMOVER_TXT_400206,[Event] Giant Mushpoie,[Event] Giant Mushpoie
PROPMOVER_TXT_400207,[Event] Giant Watangka,[Event] Giant Watangka
PROPMOVER_TXT_400208,[Event] Giant Fafnir,[Event] Giant Fafnir
PROPMOVER_TXT_400209,[Event] Giant Gorruda,[Event] Giant Gorruda
PROPMOVER_TXT_400210,[Event] Giant Medumet,[Event] Giant Medumet
PROPMOVER_TXT_400211,[Event] Glacial Augu,[Event] Glacial Augu
PROPMOVER_TXT_400212,[Event] Ghost of the forgotten Overlord,[Event] Ghost of the forgotten Overlord
PROPMOVER_TXT_400213,[Event] Giant Asuras,[Event] Giant Asuras
PROPMOVER_TXT_400214,[Event] Giant Tigar,[Event] Giant Tigar
PROPMOVER_TXT_400215,[Event] Captain Flybat,[Event] Captain Flybat
PROPMOVER_TXT_400216,[Event] Mr. Pumpkin,[Event] Mr. Pumpkin
PROPMOVER_TXT_400217,[Event] Dumb Bull,[Event] Dumb Bull
PROPMOVER_TXT_400218,[Event] Scorpicon,[Event] Scorpicon
PROPMOVER_TXT_400219,[Event] Wheelem,[Event] Wheelem
PROPMOVER_TXT_400220,[Event] Steel Knight,[Event] Steel Knight
PROPMOVER_TXT_400221,[Event] Driller,[Event] Driller
PROPMOVER_TXT_400222,[Event] Captian Volt,[Event] Captian Volt
PROPMOVER_TXT_400223,[Event] Greemong,[Event] Greemong
PROPMOVER_TXT_400224,[Event] Iren,[Event] Iren
PROPMOVER_TXT_400225,[Event] Watangka,[Event] Watangka
PROPMOVER_TXT_400226,[Event] Small Antiquery,[Event] Small Antiquery
PROPMOVER_TXT_400227,[Event] Antiquery,[Event] Antiquery
PROPMOVER_TXT_400228,[Event] Luia,[Event] Luia
PROPMOVER_TXT_400229,[Event] Small Gongury,[Event] Small Gongury
PROPMOVER_TXT_400230,[Event] Harpy,[Event] Harpy
PROPMOVER_TXT_400231,[Event] Kern,[Event] Kern
PROPMOVER_TXT_400232,[Event] Small Medumet,[Event] Small Medumet
PROPMOVER_TXT_400233,[Event] Yetti,[Event] Yetti
PROPMOVER_TXT_400234,[Event] Small Dantalian,[Event] Small Dantalian
PROPMOVER_TXT_400235,[Event] Mutant Augu,[Event] Mutant Augu
PROPMOVER_TXT_400236,[Event] Ghost of the forgotten king,[Event] Ghost of the forgotten king
PROPMOVER_TXT_400237,[Event] Small Asuras,[Event] Small Asuras
PROPMOVER_TXT_400238,[Event] Mammoth,[Event] Mammoth
PROPMOVER_TXT_400239,[Event] Asuras,[Event] Asuras
PROPMOVER_TXT_400240,[Event] Cannibal Mammoth,[Event] Cannibal Mammoth
PROPMOVER_TXT_400241,[Event] Meral,[Event] Meral
PROPMOVER_TXT_400026,Blue Pixel Rabbit,Blue Pixel Rabbit
PROPMOVER_TXT_400027,Red Pixel Rabbit,Red Pixel Rabbit
PROPMOVER_TXT_400028,Green Pixel Rabbit,Green Pixel Rabbit
PROPMOVER_TXT_400029,Pink Pixel Rabbit,Pink Pixel Rabbit
PROPMOVER_TXT_400030,Purple Pixel Rabbit,Purple Pixel Rabbit
PROPMOVER_TXT_400031,Yellow Pixel Rabbit,Yellow Pixel Rabbit
PROPMOVER_TXT_001319,[Event] Leyena,[Event] Leyena
PROPMOVER_TXT_001321,[Event] Giant Kraken,[Event] Giant Kraken
PROPMOVER_TXT_400032,[Event] Giggle Box,[Event] Giggle Box
PROPMOVER_TXT_400033,[Event] Violet Giggle Box,[Event] Violet Giggle Box
PROPMOVER_TXT_400034,Fox Spirit,Fox Spirit
PROPMOVER_TXT_400035,Ninja Toad,Ninja Toad
PROPMOVER_TXT_400036,Steambot,Steambot
PROPMOVER_TXT_400037,White Lion,White Lion
PROPMOVER_TXT_400038,Phio,Phio
PROPMOVER_TXT_400242,Black Anniversary Cat,Black Anniversary Cat
PROPMOVER_TXT_400243,Purple Anniversary Cat,Purple Anniversary Cat
