Key,English
ACHIEVEMENT_KILL_CREPER_TITLE,Crabby
ACHIEVEMENT_KILL_NAGA_TITLE,Cold Blooded
ACHIEVEMENT_KILL_DORIAN_TITLE,Fishy
ACHIEVEMENT_KILL_OKEAN_TITLE,Waterlogged
ACHIEVEMENT_KILL_KRAKEN_TITLE,Sea King
ACHIEVEMENT_KILL_DREADFIN_TITLE,Sea Snack
ACHIEVEMENT_KILL_DREADSCALE_TITLE,Slurp
ACHIEVEMENT_KILL_LUMINFIN_TITLE,Lumos
ACHIEVEMENT_KILL_PUPPETWOLF_TITLE,Sharp Slayer
ACHIEVEMENT_KILL_RYSENTRY_TITLE,Echowalker
ACHIEVEMENT_KILL_RYGUARD_TITLE,Shadowbrand
ACHIEVEMENT_KILL_RYARCHER_TITLE,Judicator
ACHIEVEMENT_KILL_RYMAGI_TITLE,Bloodflare
ACHIEVEMENT_KILL_RYWARRIOR_TITLE,Warchant
ACHIEVEMENT_KILL_SKELWOLF_TITLE,Hellborn
ACHIEVEMENT_KILL_RYBARGA_TITLE,Keokai
ACHIEVEMENT_KILL_REDMETEONYKER_TITLE,Reduced to Ashes
ACHIEVEMENT_KILL_CAVEMANCHIEF_TITLE,Cave Dweller
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_TITLE,Electrified
ACHIEVEMENT_KILL_GREATKRAKEN_TITLE,Drowned
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_TITLE,Risen
ACHIEVEMENT_KILL_CRYSTALDEVIL_TITLE,Numb
ACHIEVEMENT_KILL_BEASTKINGKHAN_TITLE,Conqueror of the Wilds
ACHIEVEMENT_KILL_SHADEKRITON_TITLE,Shade Hunter
ACHIEVEMENT_KILL_BEHEMOTH03_TITLE,God of Death
ACHIEVEMENT_JUMP_NAME,Jump
ACHIEVEMENT_JUMP_DESC,Jump a certain number of times.
ACHIEVEMENT_JUMP_TITLE,Jump Master
ACHIEVEMENT_PLAY_TIME_NAME,Total Play Time
ACHIEVEMENT_PLAY_TIME_DESC,Play for a certain number of hours to earn rewards.
ACHIEVEMENT_PLAY_TIME_LVL1,Flyff Novice!
ACHIEVEMENT_PLAY_TIME_LVL2,Flyff Fan!
ACHIEVEMENT_PLAY_TIME_LVL3,Flyff Devotee!
ACHIEVEMENT_PLAY_TIME_LVL4,Flyff Enthusiast!
ACHIEVEMENT_PLAY_TIME_LVL5,Flyff Addict!
ACHIEVEMENT_PLAY_TIME_LVL6,Flyff Fanatic!
ACHIEVEMENT_PLAY_TIME_TITLE,Flyff Fanatic
ACHIEVEMENT_LEVEL_NAME,Level
ACHIEVEMENT_LEVEL_DESC,Reach a certain level to earn rewards.
ACHIEVEMENT_LEVEL_LVL1,Beginner Level 1
ACHIEVEMENT_LEVEL_LVL2,Beginner Level 2
ACHIEVEMENT_LEVEL_LVL3,Beginner Level 3
ACHIEVEMENT_LEVEL_LVL4,Adept Level 1
ACHIEVEMENT_LEVEL_LVL5,Adept Level 2
ACHIEVEMENT_LEVEL_LVL6,Adept Level 3
ACHIEVEMENT_LEVEL_LVL7,Expert Level 1
ACHIEVEMENT_LEVEL_LVL8,Expert Level 2
ACHIEVEMENT_LEVEL_LVL9,Expert Level 3
ACHIEVEMENT_LEVEL_LVL10,Professional Level 1
ACHIEVEMENT_LEVEL_LVL11,Professional Level 2
ACHIEVEMENT_LEVEL_LVL12,Professional Level 3
ACHIEVEMENT_USE_GRAYPILL_NAME,Gray Pill
ACHIEVEMENT_USE_GRAYPILL_DESC,"Eat 30,000 Gray Pills."
ACHIEVEMENT_USE_GRAYPILL_TITLE,Placebo
ACHIEVEMENT_USE_YELLOWPILL_NAME,Yellow Pill
ACHIEVEMENT_USE_YELLOWPILL_DESC,"Eat 30,000 Yellow Pills."
ACHIEVEMENT_USE_YELLOWPILL_TITLE,Hypervitaminosis
ACHIEVEMENT_USE_BLUEPILL_NAME,Blue Pill
ACHIEVEMENT_USE_BLUEPILL_DESC,"Eat 30,000 Blue Pills."
ACHIEVEMENT_USE_BLUEPILL_TITLE,Sleeper
ACHIEVEMENT_USE_REDPILL_NAME,Red Pill
ACHIEVEMENT_USE_REDPILL_DESC,"Eat 30,000 Red Pills."
ACHIEVEMENT_USE_REDPILL_TITLE,Bloody
ACHIEVEMENT_USE_GOLDPILL_NAME,Gold Pill
ACHIEVEMENT_USE_GOLDPILL_DESC,"Eat 30,000 Gold Pills."
ACHIEVEMENT_USE_GOLDPILL_TITLE,Glimmering
ACHIEVEMENT_USE_LOLLIPOP_NAME,Lollipop
ACHIEVEMENT_USE_LOLLIPOP_DESC,"Eat 200,000 Lollipops."
ACHIEVEMENT_USE_LOLLIPOP_TITLE,Sweet Tooth
ACHIEVEMENT_USE_CHOCOLATE_NAME,Chocolate Bar
ACHIEVEMENT_USE_CHOCOLATE_DESC,"Eat 200,000 Chocolate Bars."
ACHIEVEMENT_USE_CHOCOLATE_TITLE,Chocoholic
ACHIEVEMENT_USE_MILK_NAME,Milk
ACHIEVEMENT_USE_MILK_DESC,"Drink 200,000 Cartons of Milk."
ACHIEVEMENT_USE_MILK_TITLE,Legendairy
ACHIEVEMENT_USE_HOTDOG_NAME,Hot Dog
ACHIEVEMENT_USE_HOTDOG_DESC,"Eat 200,000 Hot Dogs."
ACHIEVEMENT_USE_HOTDOG_TITLE,Top Dog
ACHIEVEMENT_USE_PIZZA_NAME,Pizza
ACHIEVEMENT_USE_PIZZA_DESC,"Eat 200,000 Pizzas."
ACHIEVEMENT_USE_PIZZA_TITLE,Cheesy
ACHIEVEMENT_USE_KIMBAP_NAME,Kimbap
ACHIEVEMENT_USE_KIMBAP_DESC,"Eat 200,000 Kimbaps."
ACHIEVEMENT_USE_KIMBAP_TITLE,High Roller
ACHIEVEMENT_USE_CHICKENSTICK_NAME,Chicken Stick
ACHIEVEMENT_USE_CHICKENSTICK_DESC,"Eat 200,000 Chicken Sticks."
ACHIEVEMENT_USE_CHICKENSTICK_TITLE,Spicy
ACHIEVEMENT_USE_STARCANDY_NAME,Star Candy
ACHIEVEMENT_USE_STARCANDY_DESC,"Eat 200,000 Star Candies."
ACHIEVEMENT_USE_STARCANDY_TITLE,Starstruck
ACHIEVEMENT_USE_MEATSKEWER_NAME,Meat Skewer
ACHIEVEMENT_USE_MEATSKEWER_DESC,"Eat 200,000 Meat Skewers."
ACHIEVEMENT_USE_MEATSKEWER_TITLE,Carnivore
ACHIEVEMENT_USE_BARBECUE_NAME,Barbecue
ACHIEVEMENT_USE_BARBECUE_DESC,"Eat 200,000 Barbecues."
ACHIEVEMENT_USE_BARBECUE_TITLE,Grillmaster
ACHIEVEMENT_USE_SEAFOODPANCAKE_NAME,Seafood Pancake
ACHIEVEMENT_USE_SEAFOODPANCAKE_DESC,"Eat 200,000 Seafood Pancakes."
ACHIEVEMENT_USE_SEAFOODPANCAKE_TITLE,Surfer
ACHIEVEMENT_USE_FISHSOUP_NAME,Fish Soup
ACHIEVEMENT_USE_FISHSOUP_DESC,"Eat 200,000 Fish Soups."
ACHIEVEMENT_USE_FISHSOUP_TITLE,Catfish
ACHIEVEMENT_USE_SAUSAGECASSEROLE_NAME,Sausage Casserole
ACHIEVEMENT_USE_SAUSAGECASSEROLE_DESC,"Eat 200,000 Sausage Casseroles."
ACHIEVEMENT_USE_SAUSAGECASSEROLE_TITLE,Sausage Connoisseur
ACHIEVEMENT_USE_FISHSTEW_NAME,Fish Stew
ACHIEVEMENT_USE_FISHSTEW_DESC,"Eat 200,000 Fish Stews."
ACHIEVEMENT_USE_FISHSTEW_TITLE,Stranded
ACHIEVEMENT_USE_STEAMEDSEAFOOD_NAME,Steamed Seafood
ACHIEVEMENT_USE_STEAMEDSEAFOOD_DESC,"Eat 200,000 Steamed Seafood."
ACHIEVEMENT_USE_STEAMEDSEAFOOD_TITLE,Steamy
ACHIEVEMENT_USE_MEATSALAD_NAME,Meat Salad
ACHIEVEMENT_USE_MEATSALAD_DESC,"Eat 200,000 Meat Salads."
ACHIEVEMENT_USE_MEATSALAD_TITLE,Omnivore
ACHIEVEMENT_USE_GRATIN_NAME,Gratin
ACHIEVEMENT_USE_GRATIN_DESC,"Eat 200,000 Gratins."
ACHIEVEMENT_USE_GRATIN_TITLE,Shattered
ACHIEVEMENT_USE_SEAFOODPIZZA_NAME,Seafood Pizza
ACHIEVEMENT_USE_SEAFOODPIZZA_DESC,"Eat 200,000 Seafood Pizzas."
ACHIEVEMENT_USE_SEAFOODPIZZA_TITLE,Salty
ACHIEVEMENT_USE_ORANGEJUICE_NAME,Orange Juice
ACHIEVEMENT_USE_ORANGEJUICE_DESC,"Drink 200,000 Cups of Orange Juice."
ACHIEVEMENT_USE_ORANGEJUICE_TITLE,Juicy
ACHIEVEMENT_USE_STRAWBERRYSHAKE_NAME,Strawberry Shake
ACHIEVEMENT_USE_STRAWBERRYSHAKE_DESC,"Eat 200,000 Strawberry Shakes."
ACHIEVEMENT_USE_STRAWBERRYSHAKE_TITLE,Sweetheart
ACHIEVEMENT_USE_PINEAPPLECONE_NAME,Pineapple Cone
ACHIEVEMENT_USE_PINEAPPLECONE_DESC,"Eat 200,000 Pineapple Cones."
ACHIEVEMENT_USE_PINEAPPLECONE_TITLE,Fresh
ACHIEVEMENT_USE_BANANAJUJUBAR_NAME,Banana Jujubar
ACHIEVEMENT_USE_BANANAJUJUBAR_DESC,"Eat 200,000 Banana Jujubars."
ACHIEVEMENT_USE_BANANAJUJUBAR_TITLE,Appealing
ACHIEVEMENT_USE_FRUITJUICE_NAME,Fruit Juice
ACHIEVEMENT_USE_FRUITJUICE_DESC,"Drink 200,000 Fruit Juices."
ACHIEVEMENT_USE_FRUITJUICE_TITLE,Fruity
ACHIEVEMENT_USE_FRUITICEWATER_NAME,Fruit Icewater
ACHIEVEMENT_USE_FRUITICEWATER_DESC,"Eat 200,000 Fruit Icewaters."
ACHIEVEMENT_USE_FRUITICEWATER_TITLE,Cool
ACHIEVEMENT_USE_FRUITPARFAIT_NAME,Fruit Parfait
ACHIEVEMENT_USE_FRUITPARFAIT_DESC,"Eat 200,000 Fruit Parfaits."
ACHIEVEMENT_USE_FRUITPARFAIT_TITLE,Pure
ACHIEVEMENT_USE_FRUITSHERBET_NAME,Fruit Sherbet
ACHIEVEMENT_USE_FRUITSHERBET_DESC,"Eat 200,000 Fruit Sherbets."
ACHIEVEMENT_USE_FRUITSHERBET_TITLE,Icy
ACHIEVEMENT_USE_ICECREAMCAKE_NAME,Icecream Cake
ACHIEVEMENT_USE_ICECREAMCAKE_DESC,"Eat 200,000 Icecream Cakes."
ACHIEVEMENT_USE_ICECREAMCAKE_TITLE,Chilled
ACHIEVEMENT_USE_BISCUIT_NAME,Biscuit
ACHIEVEMENT_USE_BISCUIT_DESC,"Eat 200,000 Biscuits."
ACHIEVEMENT_USE_BISCUIT_TITLE,Baker
ACHIEVEMENT_USE_CORAL_ISLAND_CURRY_NAME,Coral Island Curry
ACHIEVEMENT_USE_CORAL_ISLAND_CURRY_DESC,"Eat 50,000 Coral Island Curries."
ACHIEVEMENT_USE_CORAL_ISLAND_CURRY_TITLE,Saucy
ACHIEVEMENT_USE_FRUIT_PUNCH_NAME,Fruit Punch
ACHIEVEMENT_USE_FRUIT_PUNCH_DESC,"Eat 200,000 Fruit Punch."
ACHIEVEMENT_USE_FRUIT_PUNCH_TITLE,Punta Cana
ACHIEVEMENT_USE_TUNASUSHI_NAME,Tuna Sushi
ACHIEVEMENT_USE_TUNASUSHI_DESC,"Eat 200,000 Tuna Sushi."
ACHIEVEMENT_USE_TUNASUSHI_TITLE,Soy Sauce
ACHIEVEMENT_STAT_STRENGTH_NAME,Strength
ACHIEVEMENT_STAT_STRENGTH_DESC,Get 253 BASE STR.
ACHIEVEMENT_STAT_STRENGTH_TITLE,Mighty
ACHIEVEMENT_STAT_STAMINA_NAME,Stamina
ACHIEVEMENT_STAT_STAMINA_DESC,Get 253 BASE STA.
ACHIEVEMENT_STAT_STAMINA_TITLE,Immortal
ACHIEVEMENT_STAT_DEXTERITY_NAME,Dexterity
ACHIEVEMENT_STAT_DEXTERITY_DESC,Get 253 BASE DEX.
ACHIEVEMENT_STAT_DEXTERITY_TITLE,Nimble
ACHIEVEMENT_STAT_INTELLIGENCE_NAME,Intelligence
ACHIEVEMENT_STAT_INTELLIGENCE_DESC,Get 253 BASE INT.
ACHIEVEMENT_STAT_INTELLIGENCE_TITLE,Sage
ACHIEVEMENT_DAILY_PLAY_TIME_NAME,Daily Playtime
ACHIEVEMENT_DAILY_PLAY_TIME_DESC,"Unlock rewards at 10, 20, 30, and 40 minutes of playtime. Resets daily at midnight."
ACHIEVEMENT_DAILY_PLAY_TIME_LVL1,10 min
ACHIEVEMENT_DAILY_PLAY_TIME_LVL2,20 min
ACHIEVEMENT_DAILY_PLAY_TIME_LVL3,30 min
ACHIEVEMENT_DAILY_PLAY_TIME_LVL4,40 min
ACHIEVEMENT_CONNECTION_SERIES_NAME,Login Streak
ACHIEVEMENT_CONNECTION_SERIES_DESC,Log in on consecutive days to unlock increasing daily rewards. Missing a day resets the streak. Resets at midnight.
ACHIEVEMENT_CONNECTION_SERIES_LVL1,Day 1
ACHIEVEMENT_CONNECTION_SERIES_LVL2,Day 2
ACHIEVEMENT_CONNECTION_SERIES_LVL3,Day 3
ACHIEVEMENT_CONNECTION_SERIES_LVL4,Day 4
ACHIEVEMENT_CONNECTION_SERIES_LVL5,Day 5
ACHIEVEMENT_TOTAL_CONNECTION_NAME,Login Rewards
ACHIEVEMENT_TOTAL_CONNECTION_DESC,Unlock a reward for each day you log in.
ACHIEVEMENT_TOTAL_CONNECTION_LVL1,Day 1
ACHIEVEMENT_TOTAL_CONNECTION_LVL2,Day 2
ACHIEVEMENT_TOTAL_CONNECTION_LVL3,Day 3
ACHIEVEMENT_TOTAL_CONNECTION_LVL4,Day 4
ACHIEVEMENT_TOTAL_CONNECTION_LVL5,Day 5
ACHIEVEMENT_TOTAL_CONNECTION_LVL6,Day 6
ACHIEVEMENT_TOTAL_CONNECTION_LVL7,Day 7
ACHIEVEMENT_TOTAL_CONNECTION_LVL11,Day 8
ACHIEVEMENT_TOTAL_CONNECTION_LVL12,Day 9
ACHIEVEMENT_TOTAL_CONNECTION_LVL13,Day 10
ACHIEVEMENT_TOTAL_CONNECTION_LVL14,Day 11
ACHIEVEMENT_TOTAL_CONNECTION_LVL15,Day 12
ACHIEVEMENT_TOTAL_CONNECTION_LVL16,Day 13
ACHIEVEMENT_TOTAL_CONNECTION_LVL8,Day 14
ACHIEVEMENT_TOTAL_CONNECTION_LVL17,Day 15
ACHIEVEMENT_TOTAL_CONNECTION_LVL18,Day 16
ACHIEVEMENT_TOTAL_CONNECTION_LVL19,Day 17
ACHIEVEMENT_TOTAL_CONNECTION_LVL20,Day 18
ACHIEVEMENT_TOTAL_CONNECTION_LVL21,Day 19
ACHIEVEMENT_TOTAL_CONNECTION_LVL22,Day 20
ACHIEVEMENT_TOTAL_CONNECTION_LVL9,Day 21
ACHIEVEMENT_TOTAL_CONNECTION_LVL23,Day 22
ACHIEVEMENT_TOTAL_CONNECTION_LVL24,Day 23
ACHIEVEMENT_TOTAL_CONNECTION_LVL25,Day 24
ACHIEVEMENT_TOTAL_CONNECTION_LVL26,Day 25
ACHIEVEMENT_TOTAL_CONNECTION_LVL27,Day 26
ACHIEVEMENT_TOTAL_CONNECTION_LVL28,Day 27
ACHIEVEMENT_TOTAL_CONNECTION_LVL29,Day 28
ACHIEVEMENT_TOTAL_CONNECTION_LVL10,Day 30
ACHIEVEMENT_SKILL_RESURRECTION_NAME,Savior
ACHIEVEMENT_SKILL_RESURRECTION_DESC,"Resurrect 1,000 players."
ACHIEVEMENT_ALPHA_TESTER_NAME,Alpha Tester Reward
ACHIEVEMENT_ALPHA_TESTER_DESC,A unique reward for players who participated in the FlyForFun.io Alpha Test in 2019!
ACHIEVEMENT_ALPHA_TESTER_TITLE,Alpha Tester
ACHIEVEMENT_BETA_TESTER_NAME,Beta Tester Reward
ACHIEVEMENT_BETA_TESTER_DESC,A unique reward for players who reached level 40 in Flyff Project M!
ACHIEVEMENT_BETA_TESTER_TITLE,Beta Tester
ACHIEVEMENT_HATCHING_EGG_NAME,Egg Hatcher
ACHIEVEMENT_HATCHING_EGG_DESC,Hatch 100 eggs.
ACHIEVEMENT_HATCHING_EGG_TITLE,Master Hatcher
ACHIEVEMENT_FLYFFIPEDIA_NAME,Flyffipedia Creator
ACHIEVEMENT_FLYFFIPEDIA_DESC,A unique reward for the player who created Flyffipedia. Thanks Swaight!
ACHIEVEMENT_FLYFFIPEDIA_TITLE,Flyffipedia
ACHIEVEMENT_TRANSLATOR_NAME,Translator Reward
ACHIEVEMENT_TRANSLATOR_DESC,A unique reward for players who help translate the game.
ACHIEVEMENT_TRANSLATOR_TITLE,Translator
ACHIEVEMENT_MASTER60_NAME,Master 60 - 70
ACHIEVEMENT_MASTER60_DESC,Complete the first Master Quest.
ACHIEVEMENT_MASTER70_NAME,Master 70 - 80
ACHIEVEMENT_MASTER70_DESC,Complete the second Master Quest.
ACHIEVEMENT_MASTER80_NAME,Master 80 - 90
ACHIEVEMENT_MASTER80_DESC,Complete the third Master Quest.
ACHIEVEMENT_MASTER90_NAME,Master 90 - 100
ACHIEVEMENT_MASTER90_DESC,Complete the fourth Master Quest.
ACHIEVEMENT_MASTER100_NAME,Master 100 - 110
ACHIEVEMENT_MASTER100_DESC,Complete the fifth Master Quest.
ACHIEVEMENT_MASTER110_NAME,Master 110 - 120
ACHIEVEMENT_MASTER110_DESC,Complete the final Master Quest.
ACHIEVEMENT_MASTER120_NAME,Hero
ACHIEVEMENT_MASTER120_NAME2,Hero 120 - 125
ACHIEVEMENT_MASTER120_DESC,Complete the first Hero Quest.
ACHIEVEMENT_FWCPARTICIPANT_NAME,FWC Participant
ACHIEVEMENT_FWCPARTICIPANT_DESC,Reach level 16 in the 2023 Flyff World Championship.
ACHIEVEMENT_FWCHERO_NAME,FWC Contender
ACHIEVEMENT_FWCHERO_DESC,Reach level 120 in the 2023 Flyff World Championship.
ACHIEVEMENT_FWCPVPSECOND_NAME,FWC Arena 2nd
ACHIEVEMENT_FWCPVPSECOND_DESC,Get second place in the 2023 Flyff World Championship PvP Competition.
ACHIEVEMENT_FWCPVPTHIRD_NAME,FWC Arena 3rd
ACHIEVEMENT_FWCPVPTHIRD_DESC,Get third place in the 2023 Flyff World Championship PvP Competition.
ACHIEVEMENT_FWCPVPWINNER_NAME,FWC Arena Champion
ACHIEVEMENT_FWCPVPWINNER_DESC,Win the 2023 Flyff World Championship PvP Competition.
ACHIEVEMENT_FWCPVECHAMPION_NAME,FWC Colosseum Champion
ACHIEVEMENT_FWCPVECHAMPION_DESC,Win the 2023 Flyff World Championship PvE Competition.
ACHIEVEMENT_FWCPVESECOND_NAME,FWC Colosseum 2nd
ACHIEVEMENT_FWCPVESECOND_DESC,Get second place in the 2023 Flyff World Championship PvE Competition.
ACHIEVEMENT_FWCPVETHIRD_NAME,FWC Colosseum 3rd
ACHIEVEMENT_FWCPVETHIRD_DESC,Get third place in the 2023 Flyff World Championship PvE Competition.
ACHIEVEMENT_ROULETTE_1,First Daily Login
ACHIEVEMENT_ROULETTE_2,Play 2 hours
ACHIEVEMENT_ROULETTE_3,Play 4 hours
ACHIEVEMENT_ROULETTE_4,Play 6 hours
ACHIEVEMENT_ROULETTE_5,Play 8 hours
ACHIEVEMENT_ROULETTE_6,Play 10 hours
ACHIEVEMENT_ROULETTE_7,Play 12 hours
ACHIEVEMENT_ROULETTE_8,Play 14 hours
ACHIEVEMENT_ROULETTE_9,Play 16 hours
ACHIEVEMENT_ROULETTE_10,Play 18 hours
ACHIEVEMENT_ROULETTE_11,Play 20 hours
ACHIEVEMENT_ROULETTE_12,Play 22 hours
ACHIEVEMENT_RETURNING_TITLE,Homecoming Daily Login
ACHIEVEMENT_RETURNING_DESC,You haven't logged in for a long time! Log in every day to receive rewards! Welcome back!
ACHIEVEMENT_RAINBOWRACE_NAME,Rainbow Race Winner
ACHIEVEMENT_RAINBOWRACE_DESC,A unique reward for those who win the Rainbow Race.
ACHIEVEMENT_RAINBOWRACE_TITLE,Speed Demon
ACHIEVEMENT_RAINBOWRACE_WINS_NAME,Rainbow Race Champion
ACHIEVEMENT_RAINBOWRACE_WINS_DESC,Unique rewards based on the number of Rainbow Race wins!
ACHIEVEMENT_MASTER110_TITLE,Master
ACHIEVEMENT_DAILY_PLAY_TIME_PREMIUM_DESC,Use a Bonus Playtime Coupon (purchasable with fCoins) to unlock bonus rewards at each daily playtime milestone.
ACHIEVEMENT_TOTAL_CONNECTION_PREMIUM_NAME,Bonus Login Rewards
ACHIEVEMENT_TOTAL_CONNECTION_PREMIUM_DESC,"Use a Bonus Login Coupon (purchasable with fCoins) to unlock bonus rewards for each day you log in. After completion, you can use another coupon to start over."
ACHIEVEMENT_FWC_2024_BEGINNER_NAME,2024 FWC Beginner
ACHIEVEMENT_FWC_2024_COMBATANT_NAME,2024 FWC Combatant
ACHIEVEMENT_FWC_2024_COMBATANT_DESC,Reach level 60 in the 2024 Flyff World Championship.
ACHIEVEMENT_FWC_2024_VANQUISHER_NAME,2024 FWC Vanquisher
ACHIEVEMENT_FWC_2024_VANQUISHER_DESC,Reach level 100 in the 2024 Flyff World Championship.
ACHIEVEMENT_FWC_2024_MASTER_NAME,2024 FWC Master
ACHIEVEMENT_FWC_2024_MASTER_DESC,Reach level 160 in the 2024 Flyff World Championship.
ACHIEVEMENT_FWC_2024_EMPEROR_NAME,2024 FWC Emperor
ACHIEVEMENT_FWC_2024_EMPEROR_DESC,Complete all Gear Exchanges in the 2024 Flyff World Championship.
ACHIEVEMENT_COUPLE_FORM_01_NAME,Couple 1
ACHIEVEMENT_COUPLE_FORM_01_TITLE,Solo Escape
ACHIEVEMENT_COUPLE_FORM_02_NAME,Couple 10
ACHIEVEMENT_COUPLE_FORM_02_TITLE,Experienced
ACHIEVEMENT_COUPLE_FORM_03_NAME,Couple 100
ACHIEVEMENT_COUPLE_FORM_03_TITLE,Casanova
ACHIEVEMENT_COUPLE_FORM_DESC,Find a partner and form a couple.
ACHIEVEMENT_COUPLE_LEVEL_01_NAME,Couple Level 5
ACHIEVEMENT_COUPLE_LEVEL_01_TITLE,Getting to Know
ACHIEVEMENT_COUPLE_LEVEL_02_NAME,Couple Level 10
ACHIEVEMENT_COUPLE_LEVEL_02_TITLE,Close Acquaintances
ACHIEVEMENT_COUPLE_LEVEL_03_NAME,Couple Level 15
ACHIEVEMENT_COUPLE_LEVEL_03_TITLE,Destined Couple
ACHIEVEMENT_COUPLE_LEVEL_DESC,Raise your couple's level.
ACHIEVEMENT_COUPLE_DURATION_01_NAME,Couple Duration 100
ACHIEVEMENT_COUPLE_DURATION_01_TITLE,100 Days of Love
ACHIEVEMENT_COUPLE_DURATION_02_NAME,Couple Duration 200
ACHIEVEMENT_COUPLE_DURATION_02_TITLE,200 Days of Love
ACHIEVEMENT_COUPLE_DURATION_03_NAME,Couple Duration 365
ACHIEVEMENT_COUPLE_DURATION_03_TITLE,365 Days of Love
ACHIEVEMENT_COUPLE_DURATION_DESC,Remain in a couple relationship for a set number of consecutive days.
ACHIEVEMENT_COUPLE_SKILL_NAME,Couple Skills
ACHIEVEMENT_COUPLE_SKILL_TITLE,Better Together
ACHIEVEMENT_COUPLE_SKILL_DESC,Use couple skills.
ACHIEVEMENT_COUPLE_MOTION_01_NAME,Couple Emotes 100
ACHIEVEMENT_COUPLE_MOTION_01_TITLE,Like Bread and Butter
ACHIEVEMENT_COUPLE_MOTION_02_NAME,Couple Emotes 1000
ACHIEVEMENT_COUPLE_MOTION_02_TITLE,Great Couples Think Alike
ACHIEVEMENT_COUPLE_MOTION_03_NAME,Couple Emotes 10000
ACHIEVEMENT_COUPLE_MOTION_03_TITLE,"One Mind, One Body"
ACHIEVEMENT_COUPLE_MOTION_DESC,Use couple emotes.
ACHIEVEMENT_LIFE_MASTERY_GREAT_SUCCESS_NAME,Great Success!
ACHIEVEMENT_LIFE_MASTERY_GREAT_SUCCESS_TITLE01,Bonus Obtained
ACHIEVEMENT_LIFE_MASTERY_GREAT_SUCCESS_TITLE02,Bonus-full
ACHIEVEMENT_LIFE_MASTERY_GREAT_SUCCESS_DESC,Achieve a great success with a lifestyle skill.
ACHIEVEMENT_LIFE_MASTERY_POINTS_NAME,Earn mastery points.
ACHIEVEMENT_LIFE_MASTERY_TITLE01,Lifestyle Beginner
ACHIEVEMENT_LIFE_MASTERY_TITLE02,Lifestyle Newbie
ACHIEVEMENT_LIFE_MASTERY_TITLE03,Lifestyle Expert
ACHIEVEMENT_LIFE_MASTERY_TITLE04,Lifestyle Guru
ACHIEVEMENT_LIFE_MASTERY_POINTS_DESC,Raise your Lifestyle mastery.
ACHIEVEMENT_HERB_GATHERING_POINTS_NAME,Master of Herb Gathering
ACHIEVEMENT_HERB_GATHERING_TITLE01,Newbie Gatherer
ACHIEVEMENT_HERB_GATHERING_TITLE02,Gatherer
ACHIEVEMENT_HERB_GATHERING_TITLE03,Expert Gatherer
ACHIEVEMENT_HERB_GATHERING_TITLE04,Master Gatherer
ACHIEVEMENT_HERB_GATHERING_POINTS_DESC,Raise your Herb Gathering mastery.
ACHIEVEMENT_WOOD_CUTTING_POINTS_NAME,Master of Woodcutting
ACHIEVEMENT_WOOD_CUTTING_TITLE01,Newbie Lumberjack
ACHIEVEMENT_WOOD_CUTTING_TITLE02,Lumberjack
ACHIEVEMENT_WOOD_CUTTING_TITLE03,Expert Lumberjack
ACHIEVEMENT_WOOD_CUTTING_TITLE04,Master Lumberjack
ACHIEVEMENT_WOOD_CUTTING_POINTS_DESC,Raise your Woodcutting mastery.
ACHIEVEMENT_MINING_POINTS_NAME,Master of Mining
ACHIEVEMENT_MINING_TITLE01,Newbie Miner
ACHIEVEMENT_MINING_TITLE02,Miner
ACHIEVEMENT_MINING_TITLE03,Expert Miner
ACHIEVEMENT_MINING_TITLE04,Master Miner
ACHIEVEMENT_MINING_POINTS_DESC,Raise your Mining mastery.
ACHIEVEMENT_FISHING_POINTS_NAME,Master of Fishing
ACHIEVEMENT_FISHING_TITLE01,Newbie Fisher
ACHIEVEMENT_FISHING_TITLE02,Fisher
ACHIEVEMENT_FISHING_TITLE03,Expert Fisher
ACHIEVEMENT_FISHING_TITLE04,Master Fisher
ACHIEVEMENT_FISHING_POINTS_DESC,Raise your Fishing mastery.
ACHIEVEMENT_COOKING_POINTS_NAME,Master of Cooking
ACHIEVEMENT_COOKING_TITLE01,Newbie Cook
ACHIEVEMENT_COOKING_TITLE02,Cook
ACHIEVEMENT_COOKING_TITLE03,Expert Cook
ACHIEVEMENT_COOKING_TITLE04,Master Cook
ACHIEVEMENT_COOKING_POINTS_DESC,Raise your Cooking mastery.
ACHIEVEMENT_ALCHEMY_POINTS_NAME,Master of Alchemy
ACHIEVEMENT_ALCHEMY_TITLE01,Newbie Alchemist
ACHIEVEMENT_ALCHEMY_TITLE02,Alchemist
ACHIEVEMENT_ALCHEMY_TITLE03,Expert Alchemist
ACHIEVEMENT_ALCHEMY_TITLE04,Master Alchemist
ACHIEVEMENT_ALCHEMY_POINTS_DESC,Raise your Alchemy mastery.
ACHIEVEMENT_CARPENTRY_POINTS_NAME,Master of Carpentry
ACHIEVEMENT_CARPENTRY_TITLE01,Newbie Carpenter
ACHIEVEMENT_CARPENTRY_TITLE02,Carpenter
ACHIEVEMENT_CARPENTRY_TITLE03,Expert Carpenter
ACHIEVEMENT_CARPENTRY_TITLE04,Master Carpenter
ACHIEVEMENT_CARPENTRY_POINTS_DESC,Raise your Carpentry mastery.
ACHIEVEMENT_SMITHING_POINTS_NAME,Master of Smithing
ACHIEVEMENT_SMITHING_TITLE01,Newbie Smith
