Key,English,German
PROPSKILL_TXT_150031,Focus your mind to gain Nen when used. Can gain up to 10 Nen with this skill. The effects of Nen stacks are multiplied by the number of stacks you currently have.,"Konzentriere deinen Geist, um bei Verwendung Nen zu erhalten. Kann bis zu 10 Nen mit dieser Fähigkeit erhalten. Die Effekte von Nen-Stapeln werden mit der Anzahl der Stapel multipliziert, die du derzeit hast."
PROPSKILL_TXT_150032,Forced Critical Hit,Forced Critical Hit
PROPSKILL_TXT_150033,Your next auto attack is guaranteed to be a critical hit.,Dein nächster automatischer Angriff wird garantiert ein kritischer Treffer sein.
PROPSKILL_TXT_150034,"Your critical chance is capped at 10%, while greatly increasing critical damage.","Deine kritische Trefferchance ist auf 10% begrenzt, während kritischer Schaden stark erhöht wird."
PROPSKILL_TXT_150035,Barrage,Barrage
PROPSKILL_TXT_150036,Normal attacks have a chance to fire double arrows.,"Normale Angriffe haben eine Chance, doppelte Pfeile abzufeuern."
PROPSKILL_TXT_150037,Increased Strike,Increased Strike
PROPSKILL_TXT_150038,Maintain Buff,Maintain Buff
PROPSKILL_TXT_150040,Heavy Shot,Heavy Shot
PROPSKILL_TXT_150041,Knocks back the target with an arrow.,Stößt das Ziel mit einem Pfeil zurück.
PROPSKILL_TXT_150042,Increased Knockback,Increased Knockback
PROPSKILL_TXT_150043,Group Knockback,Group Knockback
PROPSKILL_TXT_150045,Repelling Shot,Repelling Shot
PROPSKILL_TXT_150046,Leap backwards after attacking the target.,"Springe nach hinten, nachdem du das Ziel angegriffen hast."
PROPSKILL_TXT_150047,Long Jump,Long Jump
PROPSKILL_TXT_150048,Debuff,Debuff
PROPSKILL_TXT_150050,Condor Dive,Condor Dive
PROPSKILL_TXT_150051,Unleashes an area attack within the designated range.,Entfesselt einen Flächenangriff innerhalb der festgelegten Reichweite.
PROPSKILL_TXT_150054,Quiver Master,Quiver Master
PROPSKILL_TXT_150055,Swift Hands,Swift Hands
PROPSKILL_TXT_150056,Your action speed increases when using non-magical skills.,Deine Aktionsgeschwindigkeit erhöht sich bei Verwendung nicht-magischer Fähigkeiten.
PROPSKILL_TXT_150057,Eagle Eye,Eagle Eye
PROPSKILL_TXT_150058,Call upon your inherent eagle to increase bow range.,"Rufe deinen innewohnenden Adler an, um die Bogenreichweite zu erhöhen."
PROPSKILL_TXT_150059,Arcane Enchantment,Arcane Enchantment
PROPSKILL_TXT_150060,Provide Elemental status to the skills..,Verleihe den Fähigkeiten Elementarstatus.
PROPSKILL_TXT_150061,Increased Element,Increased Element
PROPSKILL_TXT_150062,Decreased Element,Decreased Element
PROPSKILL_TXT_150063,Elemental Debuff,Elemental Debuff
PROPSKILL_TXT_150064,Laughter of La Croix,Laughter of La Croix
PROPSKILL_TXT_150065,You can ignore one instance of disable or weaken debuffs,Du kannst eine Instanz von Disable- oder Schwächungs-Debuffs ignorieren
PROPSKILL_TXT_150066,Successfull Debuff,Successfull Debuff
PROPSKILL_TXT_150067,Additional Shield,Additional Shield
PROPSKILL_TXT_150069,Chimera's Curse,Chimera's Curse
PROPSKILL_TXT_150070,"Use Chimera's spirit to curse your target, dealing damage and mutating them into an Aibatt. While mutated, they cannot attack. When fully charged, this skill has a 30% higher chance of success.","Nutze Chimäras Geist, um dein Ziel zu verfluchen, Schaden zu verursachen und es in ein Aibatt zu verwandeln. Während der Verwandlung kann es nicht angreifen. Bei vollständiger Aufladung hat diese Fähigkeit eine 30% höhere Erfolgschance."
PROPSKILL_TXT_150071,Full charge duration increase,Full charge duration increase
PROPSKILL_TXT_150072,Full charge debuff increase,Full charge debuff increase
PROPSKILL_TXT_150073,Malefic Detonation,Malefic Detonation
PROPSKILL_TXT_150074,"Track the number of Disable type debuffs you apply, multiplying the bonuses given.",Verfolge die Anzahl der angewendeten Disable-Debuffs und multipliziere die gewährten Boni.
PROPSKILL_TXT_150075,Weaken at full charge,Weaken at full charge
PROPSKILL_TXT_150076,Cooldown reduction,Cooldown reduction
PROPSKILL_TXT_150077,Shield,Schilde
PROPSKILL_TXT_150078,Hexe's Lament,Hexe's Lament
PROPSKILL_TXT_150079,"Deal damage in a region around your target, with a chance to Jinx enemies hit, removing their ability to critically hit. When fully charged, the skill duration is increased, and hits more frequently.","Verursache Schaden in einem Bereich um dein Ziel herum, mit einer Chance, getroffene Gegner zu verfluchen und ihnen die Fähigkeit zu kritischen Treffern zu nehmen. Bei vollständiger Aufladung wird die Fähigkeitsdauer erhöht und trifft häufiger."
PROPSKILL_TXT_150080,Aoe Range,Aoe Range
PROPSKILL_TXT_150081,Debuff increase,Debuff increase
PROPSKILL_TXT_150082,Damage increase,Damage increase
PROPSKILL_TXT_150083,Damnation Surge,Damnation Surge
PROPSKILL_TXT_150084,"Track the number of Weaken type debuffs you apply, multiplying the bonuses given.",Verfolge die Anzahl der angewendeten Schwächungs-Debuffs und multipliziere die gewährten Boni.
PROPSKILL_TXT_150085,Sleep at full charge,Sleep at full charge
PROPSKILL_TXT_150087,Shield,Schilde
PROPSKILL_TXT_150088,Enhanced Blinkpool,Enhanced Blinkpool
PROPSKILL_TXT_150089,Movement speed is temporarily increased after using Blinkpool.,"Bewegungsgeschwindigkeit wird vorübergehend erhöht, nachdem Blinkpool verwendet wurde."
PROPSKILL_TXT_150090,Additional damage disable,Additional damage disable
PROPSKILL_TXT_150091,Additional damage weaken,Additional damage weaken
PROPSKILL_TXT_150092,Debuff Damage Reduction,Debuff Damage Reduction
PROPSKILL_TXT_150093,Shield Crush,Shield Crush
PROPSKILL_TXT_150094,Swing your shield to stun enemies with a certain chance.,"Schwinge dein Schild, um Gegner mit einer bestimmten Chance zu betäuben."
PROPSKILL_TXT_150095,Increased Range,Increased Range
PROPSKILL_TXT_150096,Quick Stun,Quick Stun
PROPSKILL_TXT_150097,Forceful Attack,Forceful Attack
PROPSKILL_TXT_150098,Maelstrom Strike,Maelstrom Strike
PROPSKILL_TXT_150099,"A spinning attack that releases a gust of wind, hitting nearby enemies twice with a chance to stun.","Ein wirbelnder Angriff, der eine Windböe freisetzt und nahe Gegner zweimal trifft mit einer Chance zu betäuben."
PROPSKILL_TXT_150100,Enhance Stun,Enhance Stun
PROPSKILL_TXT_150101,Quick Stun,Quick Stun
PROPSKILL_TXT_150103,Templar's Call,Templar's Call
PROPSKILL_TXT_150104,Pull your target towards yourself.,Ziehe dein Ziel zu dir heran.
PROPSKILL_TXT_150105,Ankle Slice,Ankle Slice
PROPSKILL_TXT_150106,Relentless Embrace,Relentless Embrace
PROPSKILL_TXT_150107,Multi-capture,Multi-capture
PROPSKILL_TXT_150108,Rush Attack,Rush Attack
PROPSKILL_TXT_150109,Quickly charge at your target to attack.,"Stürme schnell auf dein Ziel zu, um anzugreifen."
PROPSKILL_TXT_150110,Deep Impact,Deep Impact
PROPSKILL_TXT_150111,Ankle Strike,Ankle Strike
PROPSKILL_TXT_150112,Shield,Schilde
PROPSKILL_TXT_150113,Sky Splitter,Sky Splitter
PROPSKILL_TXT_150114,"Split the skies using your two handed weapon, dealing damage to your target. Requires a two handed weapon.",Spalte den Himmel mit deiner zweihändigen Waffe und verursache Schaden an deinem Ziel. Erfordert eine zweihändige Waffe.
PROPSKILL_TXT_150116,Defensive Stance,Defensive Stance
PROPSKILL_TXT_150117,Reduce Cooldown,Reduce Cooldown
PROPSKILL_TXT_150118,Strong Impact,Strong Impact
PROPSKILL_TXT_150119,Last One Standing,Last One Standing
PROPSKILL_TXT_150120,Reflects damage while draining HP per second and immobilizing yourself. Can be re-cast to cancel.,"Reflektiert Schaden, während pro Sekunde HP entzogen werden und du dich selbst bewegungsunfähig machst. Kann erneut gewirkt werden, um abzubrechen."
PROPSKILL_TXT_150121,Slow Pace,Slow Pace
PROPSKILL_TXT_150122,Reduce HP Penalty,Reduce HP Penalty
PROPSKILL_TXT_150123,Damage Reduction,Damage Reduction
PROPSKILL_TXT_150124,Increased HP Recovery,Increased HP Recovery
PROPSKILL_TXT_150125,Gain additional HP recovery when restoring it with items or skills.,Erhalte zusätzliche HP-Wiederherstellung beim Regenerieren mit Gegenständen oder Fähigkeiten.
PROPSKILL_TXT_150126,Undying,Unsterblich
PROPSKILL_TXT_150127,"Gain stacks of Undying, protecting you from going below 1 HP. If a stack is consumed, HP, FP, and MP are all reduced to 1. Once all stacks are consumed, you are no longer protected.","Erhalte Stapel von Unsterblichkeit, die dich davor schützen, unter 1 HP zu fallen. Wenn ein Stapel verbraucht wird, werden HP, FP und MP alle auf 1 reduziert. Sobald alle Stapel verbraucht sind, bist du nicht mehr geschützt."
PROPSKILL_TXT_150128,Enhanced HP Recovery,Enhanced HP Recovery
PROPSKILL_TXT_150129,Improve the effectiveness of healing received when low on health.,"Verbessere die Effektivität erhaltener Heilung, wenn die Gesundheit niedrig ist."
PROPSKILL_TXT_150130,Increased HP Regeneration,Increased HP Regeneration
PROPSKILL_TXT_150131,Increases the amount of natural HP recovery.,Erhöht die Menge der natürlichen HP-Regeneration.
PROPSKILL_TXT_150132,One-handed Mastery,One-handed Mastery
PROPSKILL_TXT_150133,Increase your damage when using one-handed weapons.,Erhöhe deinen Schaden bei Verwendung einhändiger Waffen.
PROPSKILL_TXT_150134,Two-handed Mastery,Two-handed Mastery
PROPSKILL_TXT_150135,Increase your damage when using two-handed weapons.,Erhöhe deinen Schaden bei Verwendung zweihändiger Waffen.
PROPSKILL_TXT_150136,Shield Mastery,Shield Mastery
PROPSKILL_TXT_150137,Increases defense when wearing a shield.,Erhöht die Verteidigung beim Tragen eines Schildes.
PROPSKILL_TXT_150138,Enhanced Physical Defense,Enhanced Physical Defense
PROPSKILL_TXT_150139,Increases defense when HP is low.,"Erhöht die Verteidigung, wenn HP niedrig sind."
PROPSKILL_TXT_150140,Enhanced Magical Defense,Enhanced Magical Defense
PROPSKILL_TXT_150141,Increases magic defense when HP is low.,"Erhöht die magische Verteidigung, wenn HP niedrig sind."
PROPSKILL_TXT_140000,Asylum HP Low Bless,Asylum HP Low Bless
PROPSKILL_TXT_140001,"The Asylum bestows a 5% hp boost, filling you with eerie strength.",Das Asylum gewährt einen 5% HP-Bonus und erfüllt dich mit unheimlicher Stärke.
PROPSKILL_TXT_140002,Asylum HP High Bless,Asylum HP High Bless
PROPSKILL_TXT_140003,A hp increase of 10% wraps around you like a spectral embrace.,Eine HP-Erhöhung von 10% umhüllt dich wie eine gespenstische Umarmung.
PROPSKILL_TXT_140004,Asylum DEF Low Bless,Asylum DEF Low Bless
PROPSKILL_TXT_140005,"The Asylum bestows a 2% def boost, filling you with eerie strength.",Das Asylum gewährt einen 2% Verteidigungs-Bonus und erfüllt dich mit unheimlicher Stärke.
PROPSKILL_TXT_140006,Asylum DEF High Bless,Asylum DEF High Bless
PROPSKILL_TXT_140007,The Asylum shields you from harm! Your defense rises by 5% under its eerie protection.,Das Asylum schützt dich vor Schaden! Deine Verteidigung steigt um 5% unter seinem unheimlichen Schutz.
PROPSKILL_TXT_140008,Asylum Elemental Low Bless,Asylum Elemental Low Bless
PROPSKILL_TXT_140009,"Imbues your attacks with the power of all elements, increasing elemental damage by 5%.",Durchdringt deine Angriffe mit der Macht aller Elemente und erhöht Elementarschaden um 5%.
PROPSKILL_TXT_140010,Asylum Elemental High Bless,Asylum Elemental High Bless
PROPSKILL_TXT_140011,The Asylum grants you a 10% boost to all elemental damage types.,Das Asylum gewährt dir einen 10% Bonus auf alle Elementarschadensarten.
PROPSKILL_TXT_140012,Asylum Speed Low Bless,Asylum Speed Low Bless
PROPSKILL_TXT_140013,A blessing from beyond: +5% speed granted under Asylum’s watchful eye.,Ein Segen aus dem Jenseits: +5% Geschwindigkeit unter Asylums wachsamem Auge gewährt.
PROPSKILL_TXT_140014,Asylum Speed High Bless,Asylum Speed High Bless
PROPSKILL_TXT_140015,The Asylum whispers power. 10% more speed surges through you.,Das Asylum flüstert Macht. 10% mehr Geschwindigkeit durchströmt dich.
PROPSKILL_TXT_140016,Asylum Attack Low Bless,Asylum Attack Low Bless
PROPSKILL_TXT_140017,The Asylum sharpens your resolve as your attack power increases by 5% with otherworldly force.,"Das Asylum schärft deine Entschlossenheit, während deine Angriffskraft um 5% mit jenseitiger Macht steigt."
PROPSKILL_TXT_140018,Asylum Attack High Bless,Asylum Attack High Bless
PROPSKILL_TXT_140019,"The Asylum bestows a 10% attack boost, filling you with eerie strength.",Das Asylum gewährt einen 10% Angriffsbonus und erfüllt dich mit unheimlicher Stärke.
PROPSKILL_TXT_140020,Asylum Boss DMG Low Bless,Asylum Boss DMG Low Bless
PROPSKILL_TXT_140021,"Empowered by the Asylum’s presence, your strikes deal 5% more damage to bosses.",Gestärkt durch die Gegenwart des Asylums verursachen deine Schläge 5% mehr Schaden gegen Bosse.
PROPSKILL_TXT_140022,Asylum Boss DMG High Bless,Asylum Boss DMG High Bless
PROPSKILL_TXT_140023,An intense force surges through you! Bosses now suffer 10% more damage from your wrath.,Eine intensive Kraft durchströmt dich! Bosse erleiden nun 10% mehr Schaden durch deinen Zorn.
PROPSKILL_TXT_140024,Asylum All Stats Low Bless,Asylum All Stats Low Bless
PROPSKILL_TXT_140025,The Asylum grants unnatural harmony. Your base stats increase by 10 as if guided by unseen forces.,"Das Asylum gewährt unnatürliche Harmonie. Deine Basiswerte steigen um 10, als wären sie von unsichtbaren Kräften geleitet."
PROPSKILL_TXT_140026,Asylum All Stats High Bless,Asylum All Stats High Bless
PROPSKILL_TXT_140027,"The Asylum bestows a 10% all boost, filling you with eerie strength.",Das Asylum gewährt einen 10% Gesamtbonus und erfüllt dich mit unheimlicher Stärke.
PROPSKILL_TXT_140028,Asylum Boss Incoming Bless,Asylum Boss Incoming Bless
PROPSKILL_TXT_140029,The Asylum veils you in shadow. Damage taken from bosses is reduced by 5%.,Das Asylum hüllt dich in Schatten. Erlittener Schaden von Bossen wird um 5% reduziert.
PROPSKILL_TXT_140030,Asylum Boss Incoming Bless,Asylum Boss Incoming Bless
PROPSKILL_TXT_140031,A protective force from the Asylum dampens the fury of bosses. You receive 10% less damage from them.,Eine schützende Kraft vom Asylum dämpft die Wut der Bosse. Du erleidest 10% weniger Schaden von ihnen.
PROPSKILL_TXT_140032,Asylum HP Low Curse,Asylum HP Low Curse
PROPSKILL_TXT_140033,A curse from the Asylum weakens your vitality. Your max HP is reduced by 5%.,Ein Fluch vom Asylum schwächt deine Vitalität. Deine maximalen HP werden um 5% reduziert.
PROPSKILL_TXT_140034,Asylum HP High Curse,Asylum HP High Curse
PROPSKILL_TXT_140035,The Asylum drains your life force. You suffer a 10% reduction in max HP.,Das Asylum entzieht dir Lebenskraft. Du erleidest eine 10% Reduzierung der maximalen HP.
PROPSKILL_TXT_140036,Asylum DEF Low Curse,Asylum DEF Low Curse
PROPSKILL_TXT_140037,Your defense falters under the weight of the Asylum's curse. It is reduced by 2%.,Deine Verteidigung wankt unter dem Gewicht des Asylum-Fluchs. Sie wird um 2% reduziert.
PROPSKILL_TXT_140038,Asylum DEF High Curse,Asylum DEF High Curse
PROPSKILL_TXT_140039,The Asylum strips away your protection. Your defense drops by 5%.,Das Asylum nimmt dir deinen Schutz. Deine Verteidigung sinkt um 5%.
PROPSKILL_TXT_140040,Asylum Elemental Low Curse,Asylum Elemental Low Curse
PROPSKILL_TXT_140041,Elemental energy slips from your grasp. All elemental damage is reduced by 5%.,Elementare Energie entgleitet deinem Griff. Aller Elementarschaden wird um 5% reduziert.
PROPSKILL_TXT_140042,Asylum Elemental High Curse,Asylum Elemental High Curse
PROPSKILL_TXT_140043,The Asylum disrupts your connection to the elements. Your elemental power drops by 10%.,Das Asylum stört deine Verbindung zu den Elementen. Deine Elementarkraft sinkt um 10%.
PROPSKILL_TXT_140044,Asylum Speed Low Curse,Asylum Speed Low Curse
PROPSKILL_TXT_140045,A subtle curse slows your movements. Your speed decreases by 5%.,Ein subtiler Fluch verlangsamt deine Bewegungen. Deine Geschwindigkeit sinkt um 5%.
PROPSKILL_TXT_140046,Asylum Speed High Curse,Asylum Speed High Curse
PROPSKILL_TXT_140047,The Asylum binds your limbs in dread. Speed is reduced by 10%.,Das Asylum fesselt deine Glieder in Furcht. Geschwindigkeit wird um 10% reduziert.
PROPSKILL_TXT_140048,Asylum Attack Low Curse,Asylum Attack Low Curse
PROPSKILL_TXT_140049,The curse dulls your strength. Attack power reduced by 5% under the Asylum's shadow.,Der Fluch schwächt deine Stärke. Angriffskraft um 5% reduziert unter dem Schatten des Asylums.
PROPSKILL_TXT_140050,Asylum Attack High Curse,Asylum Attack High Curse
PROPSKILL_TXT_140051,The Asylum saps your aggression. Attack power falls by 10%.,Das Asylum entzieht dir deine Aggression. Angriffskraft sinkt um 10%.
PROPSKILL_TXT_140052,Asylum Boss DMG Low Curse,Asylum Boss DMG Low Curse
PROPSKILL_TXT_140053,The Asylum twists your strikes. Damage dealt to bosses is reduced by 5%.,Das Asylum verdreht deine Schläge. Schaden gegen Bosse wird um 5% reduziert.
PROPSKILL_TXT_140054,Asylum Boss DMG High Curse,Asylum Boss DMG High Curse
PROPSKILL_TXT_140055,Your blows grow weaker against the mighty. Boss damage drops by 10% under the curse.,Deine Schläge werden gegen die Mächtigen schwächer. Boss-Schaden sinkt um 10% unter dem Fluch.
PROPSKILL_TXT_140056,Asylum All Stats Low Curse,Asylum All Stats Low Curse
PROPSKILL_TXT_140057,The curse fractures your inner balance. All base stats fall by 5.,Der Fluch zerbricht dein inneres Gleichgewicht. Alle Basiswerte sinken um 5.
PROPSKILL_TXT_140058,Asylum All Stats High Curse,Asylum All Stats High Curse
PROPSKILL_TXT_140059,The Asylum crushes your essence. All base stats are reduced by 10.,Das Asylum zerdrückt deine Essenz. Alle Basiswerte werden um 10 reduziert.
PROPSKILL_TXT_140060,Asylum Boss Incoming Curse,Asylum Boss Incoming Curse
PROPSKILL_TXT_140061,The Asylum exposes your weaknesses. Damage received from bosses is increased by 5%.,Das Asylum legt deine Schwächen bloß. Erlittener Schaden von Bossen wird um 5% erhöht.
PROPSKILL_TXT_140062,Asylum Boss Incoming Curse,Asylum Boss Incoming Curse
PROPSKILL_TXT_140063,Your defenses falter under the Asylum's curse. Bosses deal 10% more damage to you.,Deine Verteidigung wankt unter dem Fluch des Asylums. Bosse verursachen 10% mehr Schaden an dir.
PROPSKILL_TXT_140064,Trap: Debuff,Trap: Debuff
PROPSKILL_TXT_140065,Deploy a trap that deals damage with a 15% chance to slow down targets.,"Platziere eine Falle, die Schaden verursacht mit einer 15% Chance, Ziele zu verlangsamen."
PROPSKILL_TXT_140066,Pit,Pit
PROPSKILL_TXT_140067,You have stepped on a trap.,Du bist auf eine Falle getreten.
PROPSKILL_TXT_140068,Proficient Traps,Proficient Traps
PROPSKILL_TXT_140069,Crowd Controller,Crowd Controller
PROPSKILL_TXT_140071,Trap: DoT,Trap: DoT
PROPSKILL_TXT_140072,Deploy a trap that deals continuous damage.,"Platziere eine Falle, die kontinuierlichen Schaden verursacht."
PROPSKILL_TXT_140073,Proficient Traps,Proficient Traps
PROPSKILL_TXT_140076,Trap: AoE,Trap: AoE
PROPSKILL_TXT_140077,Deploy a trap that deals damage in the designated area.,"Platziere eine Falle, die Schaden im festgelegten Bereich verursacht."
PROPSKILL_TXT_140078,Proficient Traps,Proficient Traps
PROPSKILL_TXT_140081,Trap: Binding,Trap: Binding
PROPSKILL_TXT_140082,Deploy a trap that immobilizes the target.,"Platziere eine Falle, die das Ziel bewegungsunfähig macht."
PROPSKILL_TXT_140083,Skilled Installation,Skilled Installation
PROPSKILL_TXT_140086,Trap: Blast,Trap: Blast
PROPSKILL_TXT_140087,Deploy a trap that pushes the target away.,"Platziere eine Falle, die das Ziel wegstößt."
PROPSKILL_TXT_140088,Proficient Traps,Proficient Traps
PROPSKILL_TXT_140091,Marked Prey,Marked Prey
PROPSKILL_TXT_140092,Normal attack critical damage increases against enemies affected by the Pit debuff from being caught in a trap.,"Kritischer Schaden normaler Angriffe erhöht sich gegen Gegner, die vom Pit-Debuff betroffen sind, nachdem sie in eine Falle getappt sind."
PROPSKILL_TXT_140093,Advanced Trap,Advanced Trap
PROPSKILL_TXT_140094,Increases your traps’ range.,Erhöht die Reichweite deiner Fallen.
PROPSKILL_TXT_140095,Devastating Sting,Devastating Sting
PROPSKILL_TXT_140096,Increases damage dealt by normal attacks.,Erhöht den Schaden normaler Angriffe.
PROPSKILL_TXT_140097,Nearby Shot,Nearby Shot
PROPSKILL_TXT_140098,Increased damage for auto attacks when you more than 5m from your target.,"Erhöhter Schaden für automatische Angriffe, wenn du mehr als 5m von deinem Ziel entfernt bist."
PROPSKILL_TXT_140099,Feeble Arms,Feeble Arms
PROPSKILL_TXT_140100,Monsters take less damages from you but have higher drop rates.,"Monster erleiden weniger Schaden von dir, haben aber höhere Drop-Raten."
PROPSKILL_TXT_150142,Four Strikes,Four Strikes
PROPSKILL_TXT_150143,"Your auto attacks apply stacks, which pop at 4 stacks to deal extra damage.","Deine automatischen Angriffe erzeugen Stapel, die bei 4 Stapeln platzen und zusätzlichen Schaden verursachen."
PROPSKILL_TXT_150144,Auto Attack Stacks,Auto Attack Stacks
PROPSKILL_TXT_150145,Execution of Justice,Execution of Justice
PROPSKILL_TXT_150146,"Leap forward, knocking nearby enemies towards you and reducing their movement speed.","Springe nach vorne, stoße nahe Gegner zu dir und reduziere ihre Bewegungsgeschwindigkeit."
PROPSKILL_TXT_150147,Leap of Faith,Leap of Faith
PROPSKILL_TXT_150148,Hero's Emergence,Hero's Emergence
PROPSKILL_TXT_150149,Faction Collapse,Faction Collapse
PROPSKILL_TXT_150150,Lillith's Gaze,Lillith's Gaze
PROPSKILL_TXT_150151,"Gaze upon your target, slowing them down and forcing them to move towards you.","Blicke auf dein Ziel, verlangsame es und zwinge es, sich auf dich zuzubewegen."
PROPSKILL_TXT_150152,Sure Gaze,Sure Gaze
PROPSKILL_TXT_150153,Slowing,Slowing
PROPSKILL_TXT_150155,Cimetiere's Scream,Cimetiere's Scream
PROPSKILL_TXT_150156,"Invoke the spirit of Cimetiere for a short period on the target area, dealing damage to the vicinity with a chance to silence.","Beschwöre den Geist von Cimetiere für eine kurze Zeit im Zielbereich, verursache Schaden in der Umgebung mit einer Chance zu verstummen."
PROPSKILL_TXT_150158,Debuff Chance,Debuff Chance
PROPSKILL_TXT_150160,Aether Rend,Aether Rend
PROPSKILL_TXT_150161,Remove a number of Disable and Weaken debuffs from your target up to the number of Malefic Detonation and Damnation Surge stacks available. This skill consumes all stacks of both skills. The damage of this skill scales with Debuff and Weaken effect on you.,Entferne eine Anzahl von Disable- und Schwächungs-Debuffs von deinem Ziel bis zur Anzahl verfügbarer Malefic Detonation- und Damnation Surge-Stapel. Diese Fähigkeit verbraucht alle Stapel beider Fähigkeiten. Der Schaden dieser Fähigkeit skaliert mit Debuff- und Schwächungseffekten auf dir.
PROPSKILL_TXT_150162,Additional Buffs,Additional Buffs
PROPSKILL_TXT_150163,Additional Damage,Zusätzl. Schaden
PROPSKILL_TXT_150165,Yo-Yo Storm,Yo-Yo Storm
PROPSKILL_TXT_150166,Spin your yo-yos in place to continuously attack all nearby enemies.,"Drehe deine Yo-Yos an Ort und Stelle, um alle nahen Gegner kontinuierlich anzugreifen."
PROPSKILL_TXT_150167,Extended Range,Extended Range
PROPSKILL_TXT_150169,CC Attack,CC Attack
PROPSKILL_TXT_150170,Toxic Cloud,Toxic Cloud
PROPSKILL_TXT_150171,"Throw a vial of toxins at an area, creating a mist of poison which inflicts damage and has a chance to poison targets nearby.","Wirf eine Phiole Toxine auf einen Bereich und erschaffe einen Giftnebel, der Schaden verursacht und eine Chance hat, nahe Ziele zu vergiften."
PROPSKILL_TXT_150172,Extended Range,Extended Range
PROPSKILL_TXT_150174,Gas Cloud,Gas Cloud
PROPSKILL_TXT_150175,Bloody Rush,Bloody Rush
PROPSKILL_TXT_150176,"Rush forward, causing slicing and bleeding the first enemy hit.",Stürme nach vorne und verursache Schnitt- und Blutungsschaden beim ersten getroffenen Gegner.
PROPSKILL_TXT_150177,Enhanced Dash,Enhanced Dash
PROPSKILL_TXT_150178,Strong Impact,Strong Impact
PROPSKILL_TXT_150179,Bloody Release,Bloody Release
PROPSKILL_TXT_150180,Cross of Blood,Cross of Blood
PROPSKILL_TXT_150181,"Charge your blood and stomp on the ground, hurting and bleeding nearby enemies. Fully charged stomps do extra hits.","Lade dein Blut auf und stampfe auf den Boden, verletze und lasse nahe Gegner bluten. Vollständig aufgeladene Stampfer verursachen zusätzliche Treffer."
PROPSKILL_TXT_150183,Berserk,Berserk
PROPSKILL_TXT_150184,Knockback,Knockback
PROPSKILL_TXT_150185,Bloody Thorn,Bloody Thorn
PROPSKILL_TXT_150186,Knocks back and causes bleeding with an explosion. Charging increases range.,Stößt zurück und verursacht Blutung mit einer Explosion. Aufladen erhöht die Reichweite.
PROPSKILL_TXT_150187,Critical Hit,Critical Hit
PROPSKILL_TXT_150189,Blood Penetration,Blood Penetration
PROPSKILL_TXT_150190,Storm Slash,Storm Slash
PROPSKILL_TXT_150191,Conjure up a whirlwind in front of you.,Beschwöre einen Wirbelwind vor dir.
PROPSKILL_TXT_150192,Additional Whirlwind,Additional Whirlwind
PROPSKILL_TXT_150193,Resistance Reduction,Resistance Reduction
PROPSKILL_TXT_150194,Airborne,Airborne
PROPSKILL_TXT_150195,Storm Strike,Storm Strike
PROPSKILL_TXT_150196,"Perform a lower-body strike on the target. If the target becomes knocked down from the strike, it is able to be re-casted, dealing increased damage.","Führe einen Unterkörper-Schlag auf das Ziel aus. Wenn das Ziel durch den Schlag niedergeschlagen wird, kann er erneut gewirkt werden und verursacht erhöhten Schaden."
PROPSKILL_TXT_150197,Fatal Strike,Fatal Strike
PROPSKILL_TXT_150198,Fall Over,Fall Over
PROPSKILL_TXT_150199,Speed Decrease,Speed Decrease
PROPSKILL_TXT_150200,Tempest Barrage,Tempest Barrage
PROPSKILL_TXT_150201,Creates a sword aura that damages nearby enemies and increases defense.,"Erschafft eine Schwertaura, die nahe Gegner schädigt und die Verteidigung erhöht."
PROPSKILL_TXT_150202,Speed Increase,Speed Increase
PROPSKILL_TXT_150203,Bleeding,Blutung
PROPSKILL_TXT_150205,First Blood,First Blood
PROPSKILL_TXT_150206,"Deal more skill damage at the cost of extra HP cost, and restore HP when defeating bleeding enemies.","Verursache mehr Fähigkeitsschaden auf Kosten zusätzlicher HP-Kosten und stelle HP wieder her, wenn du blutende Gegner besiegst."
PROPSKILL_TXT_150207,Left Handed,Left Handed
PROPSKILL_TXT_150208,Sub-weapon attacks deal increased damage with normal attacks.,Nebenwaffen-Angriffe verursachen erhöhten Schaden bei normalen Angriffen.
PROPSKILL_TXT_150209,Ambidextrous,Ambidextrous
PROPSKILL_TXT_150210,You become more comfortable using both of your hands simultaneously.,"Du wirst komfortabler darin, beide Hände gleichzeitig zu verwenden."
PROPSKILL_TXT_150211,Blood Armor,Blood Armor
PROPSKILL_TXT_150212,Damage reduction increases as HP decreases.,"Schadensreduzierung steigt, wenn HP sinken."
PROPSKILL_TXT_150213,Master of Sword,Master of Sword
PROPSKILL_TXT_150214,Reduces Slayer skill cooldowns and increases critical chance. Scales with number of swords equipped.,Reduziert Slayer-Fähigkeiten-Abklingzeiten und erhöht kritische Trefferchance. Skaliert mit der Anzahl ausgerüsteter Schwerter.
PROPSKILL_TXT_150215,Master of Axe,Master of Axe
PROPSKILL_TXT_150216,Increases attack power. Scaled with number of axes equipped.,Erhöht Angriffskraft. Skaliert mit der Anzahl ausgerüsteter Äxte.
PROPSKILL_TXT_150217,Survival Stance,Survival Stance
PROPSKILL_TXT_150218,Enhance your defense shortly after being affected by a disable or immobility type debuff.,Verbessere deine Verteidigung kurz nachdem du von einem Disable- oder Bewegungsunfähigkeits-Debuff betroffen wurdest.
PROPSKILL_TXT_150219,Blessing of the Wise,Blessing of the Wise
