Key,English,Filipino
ACHIEVEMENT_KILL_DORIAN_LVL4,Dorian Slayer 4,Tagapatay ng Dorian 4
ACHIEVEMENT_KILL_DORIAN_LVL5,Dorian Hunter,Tagapanghuli ng Dorian
ACHIEVEMENT_KILL_OKEAN_LVL1,Okean Slayer 1,Tagapatay ng Okean 1
ACHIEVEMENT_KILL_OKEAN_LVL2,Okean Slayer 2,Tagapatay ng Okean 2
ACHIEVEMENT_KILL_OKEAN_LVL3,Okean Slayer 3,Tagapatay ng Okean 3
ACHIEVEMENT_KILL_OKEAN_LVL4,Okean Slayer 4,Tagapatay ng Okean 4
ACHIEVEMENT_KILL_OKEAN_LVL5,Okean Hunter,Tagapanghuli ng Okean
ACHIEVEMENT_KILL_KRAKEN_LVL1,Kraken Slayer 1,Tagapatay ng Kraken 1
ACHIEVEMENT_KILL_KRAKEN_LVL2,Kraken Slayer 2,Tagapatay ng Kraken 2
ACHIEVEMENT_KILL_KRAKEN_LVL3,Kraken Slayer 3,Tagapatay ng Kraken 3
ACHIEVEMENT_KILL_KRAKEN_LVL4,Kraken Slayer 4,Tagapatay ng Kraken 4
ACHIEVEMENT_KILL_KRAKEN_LVL5,Kraken Hunter,Tagapanghuli ng Kraken
ACHIEVEMENT_KILL_DREADFIN_LVL1,Dreadfin Slayer 1,Tagapatay ng Dreadfin 1
ACHIEVEMENT_KILL_DREADFIN_LVL2,Dreadfin Slayer 2,Tagapatay ng Dreadfin 2
ACHIEVEMENT_KILL_DREADFIN_LVL3,Dreadfin Slayer 3,Tagapatay ng Dreadfin 3
ACHIEVEMENT_KILL_DREADFIN_LVL4,Dreadfin Slayer 4,Tagapatay ng Dreadfin 4
ACHIEVEMENT_KILL_DREADFIN_LVL5,Dreadfin Hunter,Tagapanghuli ng Dreadfin
ACHIEVEMENT_KILL_DREADSCALE_LVL1,Dreadscale Slayer 1,Tagapatay ng Dreadscale 1
ACHIEVEMENT_KILL_DREADSCALE_LVL2,Dreadscale Slayer 2,Tagapatay ng Dreadscale 2
ACHIEVEMENT_KILL_DREADSCALE_LVL3,Dreadscale Slayer 3,Tagapatay ng Dreadscale 3
ACHIEVEMENT_KILL_DREADSCALE_LVL4,Dreadscale Slayer 4,Tagapatay ng Dreadscale 4
ACHIEVEMENT_KILL_DREADSCALE_LVL5,Dreadscale Hunter,Tagapanghuli ng Dreadscale
ACHIEVEMENT_KILL_LUMINFIN_LVL1,Luminfin Slayer 1,Tagapatay ng Luminfin 1
ACHIEVEMENT_KILL_LUMINFIN_LVL2,Luminfin Slayer 2,Tagapatay ng Luminfin 2
ACHIEVEMENT_KILL_LUMINFIN_LVL3,Luminfin Slayer 3,Tagapatay ng Luminfin 3
ACHIEVEMENT_KILL_LUMINFIN_LVL4,Luminfin Slayer 4,Tagapatay ng Luminfin 4
ACHIEVEMENT_KILL_LUMINFIN_LVL5,Luminfin Hunter,Tagapanghuli ng Luminfin
ACHIEVEMENT_KILL_PUPPETWOLF_LVL1,Hundur Sharpfoot Slayer 1,Tagapatay ng Hundur Sharpfoot 1
ACHIEVEMENT_KILL_PUPPETWOLF_LVL2,Hundur Sharpfoot Slayer 2,Tagapatay ng Hundur Sharpfoot 2
ACHIEVEMENT_KILL_PUPPETWOLF_LVL3,Hundur Sharpfoot Slayer 3,Tagapatay ng Hundur Sharpfoot 3
ACHIEVEMENT_KILL_PUPPETWOLF_LVL4,Hundur Sharpfoot Slayer 4,Tagapatay ng Hundur Sharpfoot 4
ACHIEVEMENT_KILL_PUPPETWOLF_LVL5,Hundur Sharpfoot Hunter,Tagapanghuli ng Hundur Sharpfoot
ACHIEVEMENT_KILL_RYSENTRY_LVL1,Samoset Slayer 1,Tagapatay ng Samoset 1
ACHIEVEMENT_KILL_RYSENTRY_LVL2,Samoset Slayer 2,Tagapatay ng Samoset 2
ACHIEVEMENT_KILL_RYSENTRY_LVL3,Samoset Slayer 3,Tagapatay ng Samoset 3
ACHIEVEMENT_KILL_RYSENTRY_LVL4,Samoset Slayer 4,Tagapatay ng Samoset 4
ACHIEVEMENT_KILL_RYSENTRY_LVL5,Samoset Hunter,Tagapanghuli ng Samoset
ACHIEVEMENT_KILL_RYGUARD_LVL1,Kyouchish Slayer 1,Tagapatay ng Kyouchish 1
ACHIEVEMENT_KILL_RYGUARD_LVL2,Kyouchish Slayer 2,Tagapatay ng Kyouchish 2
ACHIEVEMENT_KILL_RYGUARD_LVL3,Kyouchish Slayer 3,Tagapatay ng Kyouchish 3
ACHIEVEMENT_KILL_RYGUARD_LVL4,Kyouchish Slayer 4,Tagapatay ng Kyouchish 4
ACHIEVEMENT_KILL_RYGUARD_LVL5,Kyouchish Hunter,Tagapanghuli ng Kyouchish
ACHIEVEMENT_KILL_RYARCHER_LVL1,Kanonicus Slayer 1,Tagapatay ng Kanonicus 1
ACHIEVEMENT_KILL_RYARCHER_LVL2,Kanonicus Slayer 2,Tagapatay ng Kanonicus 2
ACHIEVEMENT_KILL_RYARCHER_LVL3,Kanonicus Slayer 3,Tagapatay ng Kanonicus 3
ACHIEVEMENT_KILL_RYARCHER_LVL4,Kanonicus Slayer 4,Tagapatay ng Kanonicus 4
ACHIEVEMENT_KILL_RYARCHER_LVL5,Kanonicus Hunter,Tagapanghuli ng Kanonicus
ACHIEVEMENT_KILL_RYMAGI_LVL1,Mage Redcloud Slayer 1,Tagapatay ng Mage Redcloud 1
ACHIEVEMENT_KILL_RYMAGI_LVL2,Mage Redcloud Slayer 2,Tagapatay ng Mage Redcloud 2
ACHIEVEMENT_KILL_RYMAGI_LVL3,Mage Redcloud Slayer 3,Tagapatay ng Mage Redcloud 3
ACHIEVEMENT_KILL_RYMAGI_LVL4,Mage Redcloud Slayer 4,Tagapatay ng Mage Redcloud 4
ACHIEVEMENT_KILL_RYMAGI_LVL5,Mage Redcloud Hunter,Tagapanghuli ng Mage Redcloud
ACHIEVEMENT_KILL_RYWARRIOR_LVL1,Taiaha Slayer 1,Tagapatay ng Taiaha 1
ACHIEVEMENT_KILL_RYWARRIOR_LVL2,Taiaha Slayer 2,Tagapatay ng Taiaha 2
ACHIEVEMENT_KILL_RYWARRIOR_LVL3,Taiaha Slayer 3,Tagapatay ng Taiaha 3
ACHIEVEMENT_KILL_RYWARRIOR_LVL4,Taiaha Slayer 4,Tagapatay ng Taiaha 4
ACHIEVEMENT_KILL_RYWARRIOR_LVL5,Taiaha Hunter,Tagapanghuli ng Taiaha
ACHIEVEMENT_KILL_SKELWOLF_LVL1,Hellhound Slayer 1,Tagapatay ng Hellhound 1
ACHIEVEMENT_KILL_SKELWOLF_LVL2,Hellhound Slayer 2,Tagapatay ng Hellhound 2
ACHIEVEMENT_KILL_SKELWOLF_LVL3,Hellhound Slayer 3,Tagapatay ng Hellhound 3
ACHIEVEMENT_KILL_SKELWOLF_LVL4,Hellhound Slayer 4,Tagapatay ng Hellhound 4
ACHIEVEMENT_KILL_SKELWOLF_LVL5,Hellhound Hunter,Tagapanghuli ng Hellhound
ACHIEVEMENT_KILL_RYBARGA_LVL1,Chief Keokuk Slayer 1,Tagapatay ng Chief Keokuk 1
ACHIEVEMENT_KILL_RYBARGA_LVL2,Chief Keokuk Slayer 2,Tagapatay ng Chief Keokuk 2
ACHIEVEMENT_KILL_RYBARGA_LVL3,Chief Keokuk Slayer 3,Tagapatay ng Chief Keokuk 3
ACHIEVEMENT_KILL_RYBARGA_LVL4,Chief Keokuk Slayer 4,Tagapatay ng Chief Keokuk 4
ACHIEVEMENT_KILL_RYBARGA_LVL5,Chief Keokuk Hunter,Tagapanghuli ng Chief Keokuk
ACHIEVEMENT_KILL_REDMETEONYKER_LVL1,Red Meteonyker Hunter 1,Tagapanghuli ng Red Meteonyker 1
ACHIEVEMENT_KILL_REDMETEONYKER_LVL2,Red Meteonyker Hunter 2,Tagapanghuli ng Red Meteonyker 2
ACHIEVEMENT_KILL_REDMETEONYKER_LVL3,Red Meteonyker Hunter 3,Tagapanghuli ng Red Meteonyker 3
ACHIEVEMENT_KILL_REDMETEONYKER_LVL4,Red Meteonyker Hunter 4,Tagapanghuli ng Red Meteonyker 4
ACHIEVEMENT_KILL_REDMETEONYKER_LVL5,Red Meteonyker Killer,Tagapuksa ng Red Meteonyker
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL1,Caveman Chief Hunter 1,Tagapanghuli ng Caveman Chief 1
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL2,Caveman Chief Hunter 2,Tagapanghuli ng Caveman Chief 2
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL3,Caveman Chief Hunter 3,Tagapanghuli ng Caveman Chief 3
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL4,Caveman Chief Hunter 4,Tagapanghuli ng Caveman Chief 4
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL5,Caveman Chief Killer,Tagapuksa ng Caveman Chief
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL1,Temple Guardian Hunter 1,Tagapanghuli ng Temple Guardian 1
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL2,Temple Guardian Hunter 2,Tagapanghuli ng Temple Guardian 2
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL3,Temple Guardian Hunter 3,Tagapanghuli ng Temple Guardian 3
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL4,Temple Guardian Hunter 4,Tagapanghuli ng Temple Guardian 4
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL5,Temple Guardian Killer,Tagapuksa ng Temple Guardian
ACHIEVEMENT_KILL_GREATKRAKEN_LVL1,Great Kraken Hunter 1,Tagapanghuli ng Great Kraken 1
ACHIEVEMENT_KILL_GREATKRAKEN_LVL2,Great Kraken Hunter 2,Tagapanghuli ng Great Kraken 2
ACHIEVEMENT_KILL_GREATKRAKEN_LVL3,Great Kraken Hunter 3,Tagapanghuli ng Great Kraken 3
ACHIEVEMENT_KILL_GREATKRAKEN_LVL4,Great Kraken Hunter 4,Tagapanghuli ng Great Kraken 4
ACHIEVEMENT_KILL_GREATKRAKEN_LVL5,Great Kraken Killer,Tagapuksa ng Great Kraken
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL1,Pyramid Guardian Hunter 1,Tagapanghuli ng Pyramid Guardian 1
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL2,Pyramid Guardian Hunter 2,Tagapanghuli ng Pyramid Guardian 2
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL3,Pyramid Guardian Hunter 3,Tagapanghuli ng Pyramid Guardian 3
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL4,Pyramid Guardian Hunter 4,Tagapanghuli ng Pyramid Guardian 4
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL5,Pyramid Guardian Killer,Tagapuksa ng Pyramid Guardian
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL1,Crystal Demon Lord Hunter 1,Tagapanghuli ng Crystal Demon Lord 1
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL2,Crystal Demon Lord Hunter 2,Tagapanghuli ng Crystal Demon Lord 2
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL3,Crystal Demon Lord Hunter 3,Tagapanghuli ng Crystal Demon Lord 3
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL4,Crystal Demon Lord Hunter 4,Tagapanghuli ng Crystal Demon Lord 4
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL5,Crystal Demon Lord Killer,Tagapuksa ng Crystal Demon Lord
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL1,Beast King Khan Hunter 1,Tagapanghuli ng Beast King Khan 1
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL2,Beast King Khan Hunter 2,Tagapanghuli ng Beast King Khan 2
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL3,Beast King Khan Hunter 3,Tagapanghuli ng Beast King Khan 3
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL4,Beast King Khan Hunter 4,Tagapanghuli ng Beast King Khan 4
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL5,Beast King Khan Killer,Tagapuksa ng Beast King Khan
ACHIEVEMENT_KILL_SHADEKRITON_LVL1,[Shade Lieutenant] Kriton Hunter 1,Tagapanghuli ng [Shade Lieutenant] Kriton 1
ACHIEVEMENT_KILL_SHADEKRITON_LVL2,[Shade Lieutenant] Kriton Hunter 2,Tagapanghuli ng [Shade Lieutenant] Kriton 2
ACHIEVEMENT_KILL_SHADEKRITON_LVL3,[Shade Lieutenant] Kriton Hunter 3,Tagapanghuli ng [Shade Lieutenant] Kriton 3
ACHIEVEMENT_KILL_SHADEKRITON_LVL4,[Shade Lieutenant] Kriton Hunter 4,Tagapanghuli ng [Shade Lieutenant] Kriton 4
ACHIEVEMENT_KILL_SHADEKRITON_LVL5,[Shade Lieutenant] Kriton Killer,Tagapuksa ng [Shade Lieutenant] Kriton
ACHIEVEMENT_KILL_BEHEMOTH03_LVL1,[God of Death] Demonic Ankou Hunter 1,Tagapanghuli ng [God of Death] Demonic Ankou 1
ACHIEVEMENT_KILL_BEHEMOTH03_LVL2,[God of Death] Demonic Ankou Hunter 2,Tagapanghuli ng [God of Death] Demonic Ankou 2
ACHIEVEMENT_KILL_BEHEMOTH03_LVL3,[God of Death] Demonic Ankou Hunter 3,Tagapanghuli ng [God of Death] Demonic Ankou 3
ACHIEVEMENT_KILL_BEHEMOTH03_LVL4,[God of Death] Demonic Ankou Hunter 4,Tagapanghuli ng [God of Death] Demonic Ankou 4
ACHIEVEMENT_KILL_BEHEMOTH03_LVL5,[God of Death] Demonic Ankou Killer,Tagapuksa ng [God of Death] Demonic Ankou
ACHIEVEMENT_MONSTER_DESC_COMMON,Defeat these monsters to gain a permanent damage bonus against them.,Talunin ang mga halimaw para makuha ang permanenteng dagdag pinsala upang panlaban sa kanila.
ACHIEVEMENT_KILL_AIBATT_TITLE,Twinkle Star,Kumukutitap
ACHIEVEMENT_KILL_MUSHPANG_TITLE,Fun Guy,Masayahin
ACHIEVEMENT_KILL_BURUDENG_TITLE,Horned,May Sungay
ACHIEVEMENT_KILL_PUKEPUKE_TITLE,Hillbilly,Taga-bundok
ACHIEVEMENT_KILL_PEAKYTURTLE_TITLE,Snapper,Mangangatat
ACHIEVEMENT_KILL_DEMIAN_TITLE,Rebel,Rebelde
ACHIEVEMENT_KILL_DORIDOMA_TITLE,Seahorserider,Mangabayo sa Dagat
ACHIEVEMENT_KILL_LAWOLF_TITLE,Alpha,Pinuno
ACHIEVEMENT_KILL_FEFERN_TITLE,Botanist,Dalubhasa sa Halaman
ACHIEVEMENT_KILL_NYANGNYANG_TITLE,Cute,Kyut
ACHIEVEMENT_KILL_BANG_TITLE,Banger,Halimaw sa Rakrakan
ACHIEVEMENT_KILL_MOTHBEE_TITLE,Mothbeeter,Tagagapi ng Gamu-gamo
ACHIEVEMENT_KILL_WAGSAAC_TITLE,Sweet,Matamis
ACHIEVEMENT_KILL_FLYBAT_TITLE,Batboy,Batang Kabag
ACHIEVEMENT_KILL_MIA_TITLE,Shackled,Nakagapos
ACHIEVEMENT_KILL_MRPUMPKIN_TITLE,Scarecrow,Panakot-uwak
ACHIEVEMENT_KILL_REDMANTIS_TITLE,Predator,Maninila
ACHIEVEMENT_KILL_ZENDROS_TITLE,Evil Eye,Mata ng Masama
ACHIEVEMENT_KILL_JACKTHEHAMMER_TITLE,Jacked,Maskulado
ACHIEVEMENT_KILL_GIGGLEBOX_TITLE,Treasure Hunter,Tagahanap ng Yaman
ACHIEVEMENT_KILL_ROCKMUSCLE_TITLE,Rock Solid,Matatag
ACHIEVEMENT_KILL_BUCROW_TITLE,Banished,Itinakwil
ACHIEVEMENT_KILL_NEPARUBA_TITLE,Buzzkill,Basag-trip
ACHIEVEMENT_KILL_HOBO_TITLE,Vagabond,Lagalag
ACHIEVEMENT_KILL_DUMBBULL_TITLE,Matador,Matador
ACHIEVEMENT_KILL_TOTEMIA_TITLE,Totem,Totem
ACHIEVEMENT_KILL_CARDPUPPET_TITLE,Marionette,Tau-tauhan
ACHIEVEMENT_KILL_FLBYRIGEN_TITLE,Angler,Mamimingwit
ACHIEVEMENT_KILL_TOMBSTONEBEARER_TITLE,Undertaker,Sepulturero
ACHIEVEMENT_KILL_SCOPICON_TITLE,Toxic,Lason
ACHIEVEMENT_KILL_BASQUE_TITLE,Gunner,Barilero
ACHIEVEMENT_KILL_PRANKSTER_TITLE,Prankster,Mapagbiro
ACHIEVEMENT_KILL_ROCKEPELLER_TITLE,Sky Patrol,Bantay-Langit
ACHIEVEMENT_KILL_WHEELEM_TITLE,Speedy,Mabilis
ACHIEVEMENT_KILL_LEYENA_TITLE,Ravenous,Matakaw
ACHIEVEMENT_KILL_TRANGFOMA_TITLE,Charged,May Karga
ACHIEVEMENT_KILL_STEAMWALKER_TITLE,Steampunk,Steampunk
ACHIEVEMENT_KILL_STEELKNIGHT_TITLE,Metalhead,Rakista
ACHIEVEMENT_KILL_ZOMBIGER_TITLE,Golddigger,Mukhang Pera
ACHIEVEMENT_KILL_NUTTYWHEEL_TITLE,Steamroller,Pison
ACHIEVEMENT_KILL_NUCTUVEHICLE_TITLE,Radioactive,Radioactive
ACHIEVEMENT_KILL_DRILLER_TITLE,Screwed,Turnilyado
ACHIEVEMENT_KILL_RISEM_TITLE,Elemental,Elemento
ACHIEVEMENT_KILL_GRRR_TITLE,Troll,Troll
ACHIEVEMENT_KILL_VOLT_TITLE,Zapped,Kuryentado
ACHIEVEMENT_KILL_ELDERGUARD_TITLE,Guardian,Tagapangalaga
ACHIEVEMENT_KILL_DUMP_TITLE,Tired,Pagod
ACHIEVEMENT_KILL_GARBAGEPIDER_TITLE,Scrapper,Mapag-imbento
ACHIEVEMENT_KILL_ZENMA_TITLE,Punk,Punk
ACHIEVEMENT_KILL_CRANEMACHINERY_TITLE,Demolisher,Manggigiba
ACHIEVEMENT_KILL_NAUTREPY_TITLE,Ace,Alas
ACHIEVEMENT_KILL_SYLIACA_TITLE,Fisherman,Mangingisda
ACHIEVEMENT_KILL_GREEMONG_TITLE,Disgusted,Nandidiri
ACHIEVEMENT_KILL_BOO_TITLE,Boo,Bulaga
ACHIEVEMENT_KILL_CARRIERBOMB_TITLE,Defuser,Tagasuri ng Bomba
ACHIEVEMENT_KILL_LONGWANG_TITLE,Devilish,Maldito
ACHIEVEMENT_KILL_HOPPRE_TITLE,Exterminator,Tagapuksa
ACHIEVEMENT_KILL_MUSHPOIE_TITLE,Spore Collector,Kolektor ng Amag
ACHIEVEMENT_KILL_IREN_TITLE,Bloodsucker,Bampira
ACHIEVEMENT_KILL_WATANGKA_TITLE,Shaman,Saman
ACHIEVEMENT_KILL_FAFNIR_TITLE,Eggcelent,Napakahusay
ACHIEVEMENT_KILL_ANTIQUERY_TITLE,Lumberjack,Magtotroso
ACHIEVEMENT_KILL_LUIA_TITLE,Phoenix,Peniks
ACHIEVEMENT_KILL_GONGURY_TITLE,Full Metal,Bakal na Bakal
ACHIEVEMENT_KILL_SHUHAMMA_TITLE,Destroyer,Tagawasak
ACHIEVEMENT_KILL_KERN_TITLE,Rockstar,Rakista
ACHIEVEMENT_KILL_GORRUDA_TITLE,Ancient,Sinauna
ACHIEVEMENT_KILL_GLAPHAN_TITLE,Haunted,Minumulto
ACHIEVEMENT_KILL_KIMERADON_TITLE,Chimera,Kimera
ACHIEVEMENT_KILL_BEARNUCKY_TITLE,Cuddly,Malambing
ACHIEVEMENT_KILL_MUFFRIN_TITLE,Souperman,Souperman
ACHIEVEMENT_KILL_POPCRANK_TITLE,Nightmare,Bangungot
ACHIEVEMENT_KILL_CLOCKWORKS_TITLE,Guardian of Madrigal,Bantay ng Madrigal
ACHIEVEMENT_KILL_METEONYKER_TITLE,Dragonslayer,Tagapatay ng Dragon
ACHIEVEMENT_KILL_MEDUMET_TITLE,Bot,Bot
ACHIEVEMENT_KILL_YETTI_TITLE,Bigfoot,Bigfoot
ACHIEVEMENT_KILL_GHOSTKING_TITLE,Reaper,Kamatayan
ACHIEVEMENT_KILL_MAMMOTH_TITLE,Prehistoric,Sinaunang Panahon
ACHIEVEMENT_KILL_AUGU_TITLE,Sushi Chef,Sushi Chef
ACHIEVEMENT_KILL_ATROX_TITLE,Antlion,Antlion
ACHIEVEMENT_KILL_TIGAR_TITLE,Vicious,Mapanira
ACHIEVEMENT_KILL_MERAL_TITLE,Pirate,Pirata
ACHIEVEMENT_KILL_KINGSTER_TITLE,Boiled,Nilaga
ACHIEVEMENT_KILL_CREPER_TITLE,Crabby,Masungit
ACHIEVEMENT_KILL_NAGA_TITLE,Cold Blooded,Malamig ang Dugo
ACHIEVEMENT_KILL_DORIAN_TITLE,Fishy,Malansa
ACHIEVEMENT_KILL_OKEAN_TITLE,Waterlogged,Babad sa Tubig
ACHIEVEMENT_KILL_KRAKEN_TITLE,Sea King,Hari ng Dagat
ACHIEVEMENT_KILL_DREADFIN_TITLE,Sea Snack,Tsibog-Dagat
ACHIEVEMENT_KILL_DREADSCALE_TITLE,Slurp,Higop
ACHIEVEMENT_KILL_LUMINFIN_TITLE,Lumos,Lumos
ACHIEVEMENT_KILL_PUPPETWOLF_TITLE,Sharp Slayer,Matalas na Tagapatay
ACHIEVEMENT_KILL_RYSENTRY_TITLE,Echowalker,Lakad-Gimbal
ACHIEVEMENT_KILL_RYGUARD_TITLE,Shadowbrand,Tatak-Anino
ACHIEVEMENT_KILL_RYARCHER_TITLE,Judicator,Hukom
ACHIEVEMENT_KILL_RYMAGI_TITLE,Bloodflare,Siklab-Dugo
ACHIEVEMENT_KILL_RYWARRIOR_TITLE,Warchant,Awit-Digma
ACHIEVEMENT_KILL_SKELWOLF_TITLE,Hellborn,Anak ng Impiyerno
ACHIEVEMENT_KILL_RYBARGA_TITLE,Keokai,Keokai
ACHIEVEMENT_KILL_REDMETEONYKER_TITLE,Reduced to Ashes,Naging Abo
ACHIEVEMENT_KILL_CAVEMANCHIEF_TITLE,Cave Dweller,Taga-Kuweba
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_TITLE,Electrified,Nakuryente
ACHIEVEMENT_KILL_GREATKRAKEN_TITLE,Drowned,Lunod
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_TITLE,Risen,Bumangon
ACHIEVEMENT_KILL_CRYSTALDEVIL_TITLE,Numb,Manhid
ACHIEVEMENT_KILL_BEASTKINGKHAN_TITLE,Conqueror of the Wilds,Mananakop ng Kalikasan
ACHIEVEMENT_KILL_SHADEKRITON_TITLE,Shade Hunter,Mangangaso ng Anino
ACHIEVEMENT_KILL_BEHEMOTH03_TITLE,God of Death,Diyos ng Kamatayan
ACHIEVEMENT_JUMP_NAME,Jump,Talon
ACHIEVEMENT_JUMP_DESC,Jump a certain number of times.,Tumalon ng ilang beses.
ACHIEVEMENT_JUMP_TITLE,Jump Master,Master sa Talon
ACHIEVEMENT_PLAY_TIME_NAME,Total Play Time,Kabuuang Oras ng Paglalaro
ACHIEVEMENT_PLAY_TIME_DESC,Play for a certain number of hours to earn rewards.,Abutin ang itinakdang oras ng paglalaro para makakuha ng mga reward.
ACHIEVEMENT_PLAY_TIME_LVL1,Flyff Novice!,Flyff Novice!
ACHIEVEMENT_PLAY_TIME_LVL2,Flyff Fan!,Flyff Fan!
ACHIEVEMENT_PLAY_TIME_LVL3,Flyff Devotee!,Flyff Devotee!
ACHIEVEMENT_PLAY_TIME_LVL4,Flyff Enthusiast!,Flyff Enthusiast!
ACHIEVEMENT_PLAY_TIME_LVL5,Flyff Addict!,Flyff Addict!
ACHIEVEMENT_PLAY_TIME_LVL6,Flyff Fanatic!,Flyff Fanatic!
ACHIEVEMENT_PLAY_TIME_TITLE,Flyff Fanatic,Flyff Fanatic
ACHIEVEMENT_LEVEL_NAME,Level,Level
ACHIEVEMENT_LEVEL_DESC,Reach a certain level to earn rewards.,Abutin ang partikular na level para makakuha ng mga reward.
ACHIEVEMENT_LEVEL_LVL1,Beginner Level 1,Baguhan Level 1
ACHIEVEMENT_LEVEL_LVL2,Beginner Level 2,Baguhan Level 2
ACHIEVEMENT_LEVEL_LVL3,Beginner Level 3,Baguhan Level 3
ACHIEVEMENT_LEVEL_LVL4,Adept Level 1,Bihasa Level 1
ACHIEVEMENT_LEVEL_LVL5,Adept Level 2,Bihasa Level 2
ACHIEVEMENT_LEVEL_LVL6,Adept Level 3,Bihasa Level 3
ACHIEVEMENT_LEVEL_LVL7,Expert Level 1,Eksperto Level 1
ACHIEVEMENT_LEVEL_LVL8,Expert Level 2,Eksperto Level 2
ACHIEVEMENT_LEVEL_LVL9,Expert Level 3,Eksperto Level 3
ACHIEVEMENT_LEVEL_LVL10,Professional Level 1,Propesyonal Level 1
ACHIEVEMENT_LEVEL_LVL11,Professional Level 2,Propesyonal Level 2
ACHIEVEMENT_LEVEL_LVL12,Professional Level 3,Propesyonal Level 3
ACHIEVEMENT_USE_GRAYPILL_NAME,Gray Pill,Gray Pill
ACHIEVEMENT_USE_GRAYPILL_DESC,"Eat 30,000 Gray Pills.","Uminom ng 30,000 Gray Pills."
ACHIEVEMENT_USE_GRAYPILL_TITLE,Placebo,Placebo
ACHIEVEMENT_USE_YELLOWPILL_NAME,Yellow Pill,Yellow Pill
ACHIEVEMENT_USE_YELLOWPILL_DESC,"Eat 30,000 Yellow Pills.","Uminom ng 30,000 Yellow Pills."
ACHIEVEMENT_USE_YELLOWPILL_TITLE,Hypervitaminosis,Hypervitaminosis
ACHIEVEMENT_USE_BLUEPILL_NAME,Blue Pill,Blue Pill
ACHIEVEMENT_USE_BLUEPILL_DESC,"Eat 30,000 Blue Pills.","Uminom ng 30,000 Blue Pills."
ACHIEVEMENT_USE_BLUEPILL_TITLE,Sleeper,Sleeper
ACHIEVEMENT_USE_REDPILL_NAME,Red Pill,Red Pill
ACHIEVEMENT_USE_REDPILL_DESC,"Eat 30,000 Red Pills.","Uminom ng 30,000 Red Pills."
ACHIEVEMENT_USE_REDPILL_TITLE,Bloody,Bloody
ACHIEVEMENT_USE_GOLDPILL_NAME,Gold Pill,Gold Pill
ACHIEVEMENT_USE_GOLDPILL_DESC,"Eat 30,000 Gold Pills.","Uminom ng 30,000 Gold Pills."
ACHIEVEMENT_USE_GOLDPILL_TITLE,Glimmering,Glimmering
ACHIEVEMENT_USE_LOLLIPOP_NAME,Lollipop,Lollipop
ACHIEVEMENT_USE_LOLLIPOP_DESC,"Eat 200,000 Lollipops.","Kumain ng 200,000 Lollipops."
ACHIEVEMENT_USE_LOLLIPOP_TITLE,Sweet Tooth,Sweet Tooth
ACHIEVEMENT_USE_CHOCOLATE_NAME,Chocolate Bar,Chocolate Bar
ACHIEVEMENT_USE_CHOCOLATE_DESC,"Eat 200,000 Chocolate Bars.","Kumain ng 200,000 Chocolate Bars."
ACHIEVEMENT_USE_CHOCOLATE_TITLE,Chocoholic,Chocoholic
ACHIEVEMENT_USE_MILK_NAME,Milk,Gatas
ACHIEVEMENT_USE_MILK_DESC,"Drink 200,000 Cartons of Milk.","Uminom ng 200,000 karton ng gatas."
ACHIEVEMENT_USE_MILK_TITLE,Legendairy,Legendairy
ACHIEVEMENT_USE_HOTDOG_NAME,Hot Dog,Hot Dog
ACHIEVEMENT_USE_HOTDOG_DESC,"Eat 200,000 Hot Dogs.","Kumain ng 200,000 Hot Dogs."
ACHIEVEMENT_USE_HOTDOG_TITLE,Top Dog,Top Dog
ACHIEVEMENT_USE_PIZZA_NAME,Pizza,Pizza
ACHIEVEMENT_USE_PIZZA_DESC,"Eat 200,000 Pizzas.","Kumain ng 200,000 Pizzas."
ACHIEVEMENT_USE_PIZZA_TITLE,Cheesy,Cheesy
