Key,English,Italian
TEXTCLIENT_PET_TRANSMUTE_CONF,Your pet will get a new appearance. Do you want to continue?,Il tuo animale domestico assumerà un nuovo aspetto. Vuoi continuare?
TEXTCLIENT_ITEM_TRANSMUTE_SUCCESS,You have transmuted your item!,Hai trasmutato il tuo oggetto!
TEXTCLIENT_ITEM_TRANSMUTE_INCOMPATIBLE,These items are not compatible for transmutation.,Questi oggetti non sono compatibili per la trasmutazione.
TEXTCLIENT_ITEM_TRANSMUTE_REMOVE,The transmutation has been removed.,La trasmutazione è stata rimossa.
TEXTCLIENT_ADDWARDROBE,The item has been added to your wardrobe.,L’oggetto è stato aggiunto nel tuo armadio.
TEXTCLIENT_GUILDWARCHANNEL,Unable to declare war in this channel.,Non puoi dichiarare guerra in questo canale.
TEXTCLIENT_APP_BATTLEPASS,Flyff Pass,Flyff Pass
TEXTCLIENT_BATTLEPASS_MISSIONCOMPLETE,%s mission %s completed.,%s missione %s completetata.
TEXTCLIENT_BATTLEPASS_GETPOINTS,You received %d %s points.,Hai ricevuto %d %s punti.
TEXTCLIENT_BATTLEPASS_RESET,The %s season has been reset!,La stagione %s è stata ripristinata!
TEXTCLIENT_BATTLEPASS_NEWRANK,You reached the %s grade %d!,Hai raggiunto il livello %s %d!
TEXTCLIENT_BATTLEPASS_NEWBONUSRANK,You reached the %s bonus grade %d+%d!,Hai raggiunto il livello bonus %s %d+%d!
TEXTCLIENT_BATTLEPASS_ENDED,There is no more active Flyff Pass.,Non ci sono più Flyff Pass attivi.
TEXTCLIENT_BATTLEPASS_PAID,Thank you for purchasing the Extended %s!,Grazie per aver acquistato la versione Extended di %s!
TEXTCLIENT_BATTLEPASS_PURCHASE_PAID,Purchase the Extended %s to receive more rewards!,Acquista la versione Extended di %s per ricevere più ricompense!
TEXTCLIENT_GUILDCOMBAT80_MAXLEVEL,Only characters level 80 or less can apply to this Lv80 Guild Siege.,Solo i personaggi di livello 80 o inferiore possono partecipare a questo Assedio di Gilda Lv80.
TEXTCLIENT_GUILDCOMBAT60_MAXLEVEL,Only characters who did not complete the second class change can apply to this Lv60 Guild Siege.,Solo i personaggi che non hanno completato il secondo cambio di classe possono partecipare a questo Assedio di Gilda Lv60.
TEXTCLIENT_GUILDCOMBAT165_MAXLEVEL,Only characters who did not complete the third class change can apply to this Lv165 Guild Siege.,Only characters who did not complete the third class change can apply to this Lv165 Guild Siege.
TEXTCLIENT_GUILDCOMBAT_ENTER1,The Lv80 Guild Siege is held for this week.,Questa settimana si terrà l'Assedio di Gilda Lv80.
TEXTCLIENT_GUILDCOMBAT_ENTER2,The Lv60 Guild Siege is held for this week.,Questa settimana si terrà l'Assedio di Gilda Lv60.
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT1,Today's Lv80 Guild Siege will not be held due to lack of participants.,L'Assedio di Gilda Lv80 previsto per oggi non avrà luogo a causa della mancanza di partecipanti.
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT2,Today's Lv60 Guild Siege will not be held due to lack of participants.,L'Assedio di Gilda Lv60 previsto per oggi non avrà luogo a causa della mancanza di partecipanti.
TEXTCLIENT_GUILDCOMBAT_END1,The Level 80 Guild Siege has ended.,L'Assedio di Gilda Lv80 è finito.
TEXTCLIENT_GUILDCOMBAT_END2,The Level 60 Guild Siege has ended.,L'Assedio di Gilda Lv60 è finito.
TEXTCLIENT_GUILDCOMBAT_CHIPS,%d %s have been sent to your inventory or mail box.,%d %s sono stati inviati al tuo inventario o alla tua casella di posta.
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG1,"From now on, Atlas in Flarine can let you into the Lv80 Guild Siege arena.",D'ora in poi Atlas a Flarine ti consentirà di accedere all'arena dell'Assedio di Gilda Lv80.
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG2,"From now on, Olivia in Flarine can let you into the Lv60 Guild Siege arena.",D'ora in poi Olivia a Flarine ti consentirà di accedere all'arena dell'Assedio di Gilda Lv60.
TEXTCLIENT_GUILDCOMBAT_ANOTHER,Another Guild Siege is happening.,È in corso un altro Assedio della Gilda.
TEXTCLIENT_SKILL_ROOT,You cannot move right now.,Al momento non puoi muoverti.
TEXTCLIENT_WORLDBOSS_KILLED,%s has fallen!,%s è caduto!
TEXTCLIENT_EVENT_REQGUILD,You should join a Guild to participate to the event!,Per partecipare all'evento devi entrare a far parte di una Gilda!
TEXTCLIENT_GUILD_WORLDCUP_POINTS,%s brought %d GET'EM B'ALL points to the Guild (Total: %d)!,%s ha portato %d punti GET'EM B'ALL alla Gilda (Totale: %d)!
TEXTCLIENT_WORLDCUP_RANKING_MAIL,Congratulations for your rank %d in the GET'EM B'ALL ranking!,Congratulazioni per il tuo %d° posto nella classifica di GET'EM B'ALL!
TEXTCLIENT_REMOVEPIERCING_NOSELECTION,You need to select a card to remove !,Devi selezionare una carta da rimuovere!
TEXTCLIENT_REMOVEPIERCING_NOCARD,The slot you selected has no card in it !,Lo slot che hai selezionato è vuoto!
TEXTCLIENT_DUNGEON_FAIL_ENTER,Unable to enter the dungeon.,Impossibile accedere al dungeon.
TEXTCLIENT_DUNGEON_FAIL_LEADER,Your leader must enter the dungeon first.,Il tuo capo deve entrare per primo nel dungeon.
TEXTCLIENT_DUNGEON_START,%s started the dungeon %s!,%s ha avviato il dungeon %s!
TEXTCLIENT_DUNGEON_START_DIFFICULTY,%s started the dungeon %s (%s)!,%s ha avviato il dungeon %s (%s)!
TEXTCLIENT_DUNGEON_FULL,Too many players are in this dungeon. Please wait a moment.,Ci sono troppi giocatori in questo dungeon. Attendi un attimo.
TEXTCLIENT_DUNGEON_NOTRANS,You cannot enter an instanced dungeon while you are using a Trans.,Non puoi accedere a un dungeon istanziato mentre si sta utilizzando un Trans.
TEXTCLIENT_DUNGEON_NOTRANSUSE,You cannot use a Trans inside of an instanced dungeon.,Non puoi utilizzare un Trans all'interno di un dungeon istanziato.
TEXTCLIENT_DUNGEON_CLOSING,The previous instance is closing. Please wait a moment.,La istanza precedente sta per chiudersi. Attendere qualche istante.
TEXTCLIENT_DUNGEON_GROUP_FULL,This dungeon does not allow more than %d group members.,In questo dungeon non sono ammessi più di %d membri per gruppo.
TEXTCLIENT_DUNGEON_NOENTRY,Entrance is not allowed for now.,Per ora non è consentito l'accesso.
TEXTCLIENT_DUNGEON_KILL_TIMER,%d minute(s) remaining to clear %d monsters,Mancano %d minuti per eliminare %d mostri
TEXTCLIENT_DUNGEON_TIMEOUT,"Time is up, you failed the dungeon...",Il tempo è scaduto. Hai fallito il dungeon...
TEXTCLIENT_LACKITEM,You do not have the required items.,Non hai gli oggetti richiesti.
TEXTCLIENT_DUNGEON_ENTER,Prepare yourself!,Preparati!
TEXTCLIENT_DUNGEON_CHANNEL,Your dungeon is running on another channel.,Il tuo dungeon è in corso su un altro canale.
TEXTCLIENT_DUNGEON_COOLDOWN,Please wait before challenging this dungeon again.,Attendi prima di affrontare nuovamente questo dungeon.
TEXTCLIENT_DUNGEON_PARTY_REQ,You must be in a Party to enter this dungeon.,Per accedere a questo dungeon devi far parte di un Gruppo.
TEXTCLIENT_DUNGEON_GUILD_REQ,You must be in a Guild to enter this dungeon.,Per accedere a questo dungeon devi far parte di una Gilda.
TEXTCLIENT_GUILDCOMBAT_NOMASTERS,You cannot join a Lv80 Guild Siege or Lv60 Guild Siege when doing a master quest!,Non puoi partecipare a un Assedio di Gilda Lv80 o Lv60 durante una missione di maestro!
TEXTCLIENT_ACHIEVEMENT_SKILLUNLOCK,You unlocked skill [%s] lv.%d!,Hai sbloccato l'abilità [%s] lv.%d!
TEXTCLIENT_THIEFSANTAHUNT_RANKING_MAIL,Congratulations for your rank %d in the Thief Santa Hunt ranking!,Congratulazioni per il tuo %d° posto nella classifica della Caccia al Ladro di Natale!
TEXTCLIENT_THIEFSANTAHUNT_RANKING_MAIL1,Congratulations for reaching %d points in the Thief Santa Hunt ranking!,Congratulazioni per raggiungere %d punti nella classifica della Caccia al Ladro di Natale!
TEXTCLIENT_THIEFSANTAHUNT_RECEIVE,You received %d Thief Santa Hunting Points (Total %d)!,Hai ricevuto %d Punti della Caccia al Ladro di Natale (Totale %d)!
TEXTCLIENT_APP_LOTTERY,Lottery,Lotteria
TEXTCLIENT_LOTTERY_LOWLEVEL,"Your level is too low, you must be level %d minimum to start this lottery!","Il tuo livello è troppo basso, devi essere almeno livello %d per iniziare a questa lotteria!"
TEXTCLIENT_LOTTERY_HIGHLEVEL,"Your level is too high, you must be level %d maximum to start this lottery!","Il tuo livello è troppo alto, devi essere al massimo livello %d per iniziare questa lotteria!"
TEXTCLIENT_LOTTERY_ITEMSMISSING,You must have %d %s to start this lottery!,Devi avere %d %s per iniziare questa lotteria!
TEXTCLIENT_LOTTERY_ERRORSTARTED,You already started a lottery! Wait for it to finish!,Hai già iniziato una lotteria! Aspetta che finisca!
TEXTCLIENT_LOTTERY_NOREWARD,Unlucky.. You got no reward this time!,Che sfortuna.. Questa volta non hai ricevuto nessuna  ricompensa!
TEXTCLIENT_LOTTERY_NOFREESPINS,You don't have any free spins left!,Non hai più giri gratuiti!
TEXTCLIENT_LOTTERY_FREESPIN,You can now claim your free Lottery Wheel spin!,Ora puoi richiedere il tuo giro gratuito alla Ruota della Lotteria!
TEXTCLIENT_APP_EVENTPASS,Lunar Pass,Pass Lunare
TEXTCLIENT_BATTLEPASS_REWARD,You need to be at least level %d to claim %s rewards!,Devi essere almeno livello %d per richiedere %s ricompense!
TEXTCLIENT_EXCHANGECONSUME_ERROR,You already have one buff of that type active.,Hai già un buff di quel tipo attivo.
TEXTCLIENT_GUILD_NOTFOUND,The guild %s was not found.,La gilda %s non è stata trovata.
TEXTCLIENT_GM_WARNING_MISSING,You must provide a reason.,Devi indicare un motivo.
TEXTCLIENT_GM_WARNING,You have received a warning from %s: %s,Hai ricevuto un avviso da %s: %s
TEXTCLIENT_GM_WARNING_FEEDBACK,%s has been warned.,%s è stato avvertito.
TEXTCLIENT_GM_WARNING_FEEDBACK2,"%s is offline, but the warning was logged anyway.","%s è offline, ma l'avviso è stato comunque registrato."
TEXTCLIENT_DUNGEON_KILL_MONSTER_TIMER,%d minute(s) remaining to kill %s,%d minuti rimanente da uccidere %s
TEXTCLIENT_DUNGEON_KILL_MONSTER_TIMER_N,%d minute(s) remaining to kill %dx %s,%d minuti rimanente da uccidere %dx %s
TEXTCLIENT_TICKETEXPIRED,Your ticket has expired! You were teleported back to Madrigal!,Il tuo biglietto è scaduto! Sei stato teletrasportato di nuovo a Madrigal!
TEXTCLIENT_PETCAGE_FAIL01,The pet inside did not survive.,L'animale che era all'interno non è sopravvissuto.
TEXTCLIENT_MINTARGETLEVEL,This item can only be used on items level %d and above.,Questo oggetto può essere utilizzato solo su oggetti di livello %d o superiore.
TEXTCLIENT_DUNGEON_MAXENTRY,Your reached the maximum entrance amount for today.,Hai raggiunto il limite massimo di accessi per oggi.
TEXTCLIENT_DUNGEON_MAXINSTANCE,You already have %d dungeon running. Please wait.,Ci sono già %d dungeon in corso. Aspetta.
TEXTCLIENT_DUNGEON_RATELIMIT,Too many players are starting dungeons. Please try again soon.,Ci sono troppi giocatori che stanno entrando nei dungeon. Riprova tra poco.
TEXTCLIENT_DUNGEON_FAILMASTER,You cannot enter dungeons while on a Master quest.,Non puoi accedere ai dungeon durante una Missione da Maestro.
TEXTCLIENT_ITEM_PK,This item is only usable on a PK Channel.,Questo oggetto è utilizzabile solo su un canale PK.
TEXTCLIENT_DUNGEON_RANKING_MAIL,Congratulations for your rank %d in the %s!,Congratulazioni per il tuo %d° posto nella %s!
TEXTCLIENT_DUNGEON_WINNER,This week's winner of the %s is %s Guild,Il vincitore di questa settimana del %s è la Gilda %s
TEXTCLIENT_DUNGEON_NOWINNER,There is no winning Guild of the %s,Non è una gilda vincita del %s
TEXTCLIENT_CHANNELPK,You cannot teleport on a non-PK channel while using a PK ticket,Non puoi teletrasportarsi su un canale non PK mentre si utilizza un biglietto PK
TEXTCLIENT_DUNGEON_CLEARED,Dungeon cleared in %s!,Dungeon completato in %s!
TEXTCLIENT_DUNGEONFORCEDSPAWN,Congratulations! You killed all the %s(s)! Boss will spawn with a bonus!,Congratulazioni! Hai eliminato tutti i %s! Il boss apparirà con un bonus!
TEXTCLIENT_SOMEONEUSING,Another player is using this! Please wait..,Un altro giocatore sta utilizzando questa! Aspetta...
TEXTCLIENT_NOTUSESKILL_ITEMUSE_CUMULABLE,The item %s is only cumulable if the buff is the exact same item. Current buff item %s.,L'oggetto %s è cumulabile solo se il buff è esattamente lo stesso oggetto. Oggetto buff attuale: %s.
TEXTCLIENT_COSTUMECOLLECTION_ISEVENTUSED,Costume is already used.,Il costume è già stato usato.
TEXTCLIENT_COSTUMECOLLECTION_NOTHING,You have nothing to submit.,Non hai nulla da inviare.
TEXTCLIENT_APP_EVENTS,Events,Eventi
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_1,You have nothing to submit.,Non hai nulla da inviare.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_2,Achievement collection error 02.,Errore 02 nella raccolta degli obiettivi.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_3,Achievement collection error 03.,Errore 03 nella raccolta degli obiettivi.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_4,Achievement collection error 04.,Errore 04 nella raccolta degli obiettivi.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_5,Costume is already used.,Il costume è già stato usato.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_6,Achievement collection error 06.,Errore 06 nella raccolta degli obiettivi.
TEXTCLIENT_ACHIEVEMENT_COLLECTION_ERROR_7,Achievement collection error 07.,Errore 07 nella raccolta degli obiettivi.
TEXTCLIENT_ACHIEVEMENT_COLLECTIONSUCCESS,Costumes successfully submitted.,I costumi sono stati inviati con successo.
TEXTCLIENT_ACHIEVEMENT_LEVEL,"You reached %d of ""%s""","Hai raggiunto il %d di ""%s"""
TEXTCLIENT_MESSAGE_TOO_LONG,Your message exceeds the maximum length.,Il tuo messaggio supera la lunghezza massima consentita.
TEXTCLIENT_FREEZE_NOTUSE,You cannot teleport if you're frozen.,Non puoi teletrasportarti se sei congelato.
TEXTCLIENT_MINLVLTRADE,You must reach level %d to trade premium items.,Devi raggiungere il livello %d per poter scambiare oggetti premium.
TEXTCLIENT_MINLVLMOTION,You must reach level %d to use this emote.,Devi raggiungere il livello %d per poter usare questa emote.
TEXTCLIENT_APP_SWITCHEQUIP,Switch Equip,Cambia Equip
TEXTCLIENT_SWITCHEQUIP_NOTUSEITEM,You can only equip items from the SwitchEquip menu/shortcut.,È possibile equipaggiare gli oggetti solo dal menu/collegamento «SwitchEquip».
TEXTCLIENT_SWITCHEQUIP_SUCCESS_UPDATED,You Successfully updated preset %s!,Hai aggiornato con successo il preset %s!
TEXTCLIENT_SWITCHEQUIP_ERROR_COUNT,You have too many presets!,Hai troppi preset!
TEXTCLIENT_SWITCHEQUIP_SUCCESS_ADD,You successfully created preset %s!,Hai creato con successo il preset %s!
TEXTCLIENT_SWITCHEQUIP_SUCCESS_DELETED,You successfully deleted preset %s!,Hai eliminato con successo il preset %s!
TEXTCLIENT_SWITCHEQUIP_USEBATTLEPASS,This preset is only available with the Extended Flyff Pass.,Questo preset è disponibile solo con l'Extended Flyff Pass.
TEXTCLIENT_SWITCHEQUIP_ERROR_REQUIREMENT,You cannot add %s to the preset equipment. Requirements not met.,Non puoi aggiungere %s all'equipaggiamento preset. Requisiti non soddisfatti.
TEXTCLIENT_SWITCHEQUIP_ERROR_REQUIREMENT_KEEPTIME,You first need to equip that item once before adding it to the preset equipment.,"Prima di aggiungere quell'oggetto all'equipaggiamento preset, devi equipaggiarlo una volta."
TEXTCLIENT_SWITCHEQUIP_USEWAIT,Please wait a little before using another switch.,Si prega di aspettare qualche istante prima di utilizzare un altro interruttore.
TEXTCLIENT_PVPCONTEST_NOGUILD,You need a guild and be the leader to register.,Per registrarti devi far parte di una gilda ed esserne il leader.
TEXTCLIENT_PVPCONTEST_ALREADYREGISTERED,Your guild is already registered for the FWC PVP Contest!,La tua gilda è già iscritta al Torneo PVP della FWC!
TEXTCLIENT_PVPCONTEST_NOTCLOSED,You can't register now. FWC PVP Contest has already started or will start tomorrow!,Non puoi iscriverti adesso. Il Torneo PVP della FWC è già iniziato o inizierà domani!
TEXTCLIENT_PVPCONTEST_COMPOSITIONNOTCLOSED,You can't change your participating players now. FWC PVP Contest has already started or will start tomorrow!,Non puoi modificare i giocatori partecipanti ora. Il Torneo PVP della FWC è già iniziato o inizierà domani!
TEXTCLIENT_PVPCONTEST_NOTREGISTERED,Your guild is not registered for the FWC PVP Contest.,La tua gilda non è iscritta al Torneo PVP della FWC.
TEXTCLIENT_PVPCONTEST_COMPOSITIONSUCCESS,You successfully set your player composition!,Hai impostato correttamente la formazione della tua squadra!
TEXTCLIENT_PVPCONTEST_REGISTRATIONSUCCESS,You successfully registered your guild for the FWC PVP Contest!,Hai registrato con successo la tua gilda al Torneo PVP della FWC!
TEXTCLIENT_PVPCONTEST_NOGOLDS,You need at least %s Penya to register to the FWC PVP Contest!,Per iscriverti al Torneo PVP della FWC ti servono almeno %s Penya!
TEXTCLIENT_PVPCONTEST_STATE_REGISTRATIONS,Registrations for FWC PVP Contest are now open! ,Sono aperte le iscrizioni al Torneo PVP della FWC! 
TEXTCLIENT_PVPCONTEST_STATE_PRELIMINARY,Preliminaries will start from now on!,Le Preliminare iniziano da ora!
TEXTCLIENT_PVPCONTEST_STATE_BACKUP,Backup Match will start from now on!,La Partita di Riserva inizierà da ora!
TEXTCLIENT_PVPCONTEST_STATE_FINALS,Final Matchs will start from now on!,La Finale inizierà da ora!
TEXTCLIENT_PVPCONTEST_HAVENOT_PLAYER,You need to select players to participate the FWC PVP Contest!,Devi selezionare i giocatori che parteciperanno al Torneo PVP della FWC!
TEXTCLIENT_PVPCONTEST_SELECTION_MAX,You can only select %d players maximum!,Puoi selezionare al massimo %d giocatori!
TEXTCLIENT_PVPCONTEST_LIMIT_LEVEL_NOTICE,Selected player must be at least level %d!,Il giocatore selezionato deve essere almeno al livello %d!
TEXTCLIENT_PVPCONTEST_ALREADY_ENTRY,That player is already selected! Please pick another.,Quel giocatore è già stato selezionato! Scegline un altro.
TEXTCLIENT_PVPCONTEST_HAVENOT_MASTER,Guild leader has to participate to the FWC PVP Contest!,Il Capo della Gilda deve partecipare al Torneo PVP della FWC!
TEXTCLIENT_PVPCONTEST_PRESTATE_PRELIMINARY,Registrations for FWC PVP Contest will end in an hour! Make sure you registered your guild to participate!,Le registrazioni per il Torneo PVP della FWC termineranno tra un'ora! Assicurati di aver registrato la tua gilda per poter partecipare!
TEXTCLIENT_PVPCONTEST_SELECTEDPLAYERS_EMPTY,There was an error with fetching your selected players list. Please try again.,Si è verificato un errore durante il recupero dell'elenco dei giocatori selezionati. Riprova.
TEXTCLIENT_PVPCONTEST_SELECTEDMATCH_ERROR,You need to select a match.,Devi selezionare una partita.
TEXTCLIENT_PVPCONTEST_SELECTEDMATCH_CONFIRM,"Thank you for confirming, your next match will start at %02d:%02d today.","Grazie per conferma, la tua prossima partita inizierà oggi alle %02d:%02d."
TEXTCLIENT_PVPCONTEST_NO_MEMBER,"Unable to use the member management function during FWC PVP Contest, or you're trying to edit a member that has been selected for the registration.","Impossibile utilizzare la funzione di gestione dei membri durante il Torneo PVP della FWC, o stai cercando di modificare un membro che è stato selezionato per la registrazione."
TEXTCLIENT_PVPCONTEST_NOT_CHANGE_NAME,You cannot change your guild name during FWC PVP Contest.,Non puoi modificare il nome della gilda durante il Torneo PVP della FWC.
TEXTCLIENT_PVPCONTEST_NOT_CHANGE_LOGO,You cannot change your guild logo during FWC PVP Contest.,Non puoi modificare il logo della gilda durante il Torneo PVP della FWC.
TEXTCLIENT_PVPCONTEST_NOT_WAR,Unable to declare war during FWC PVP Contest.,Non è possibile dichiarare guerra durante il Torneo PVP della FWC.
TEXTCLIENT_PVPCONTEST_CANNOT_FRIENDADD,You cannot add friends in the FWC PVP Contest.,Nel Torneo PVP della FWC non puoi aggiungere amici.
TEXTCLIENT_PVPCONTEST_CANNOT_PARTY,You cannot make a party in the FWC PVP Contest.,Nel Torneo PVP della FWC non puoi fare un gruppo.
TEXTCLIENT_PVPCONTEST_NO_OUTWAR,You cannot use Blinkwings to escape the FWC PVP Contest.,Nel Torneo PVP della FWC Non puoi utilizzare gli alabalzi.
TEXTCLIENT_PVPCONTEST_MATCHEND_WINNER,Match has ended! Winner is %s!,La partita è terminata! Il vincitore è %s!
TEXTCLIENT_PVPCONTEST_MATCHEND_NOWINNER,Match has ended! There was no winner this time!,La partita è finita! Questa volta non c'è stato un vincitore!
TEXTCLIENT_PVPCONTEST_CAPTION_WAITINGOPPONENT,Waiting for opponent.. ,In attesa dell'avversario... 
TEXTCLIENT_PVPCONTEST_CAPTION_PREPARE,Preparation phase. Match will start in: ,Fase di preparazione. La partita inizierà tra: 
TEXTCLIENT_PVPCONTEST_CAPTION_FIGHT,End combat  ,Fine combattimento  
TEXTCLIENT_PVPCONTEST_CAPTION_ENDING,Match has ended! You will be teleported on Madrigal in ,La partita è terminata! Verrai teletrasportato su Madrigal tra 
TEXTCLIENT_PVPCONTEST_SCHEDULES_LEADER,Only the leader can select match schedules!,Solo il capo può selezionare i calendari delle partite!
TEXTCLIENT_PVPCONTEST_ALREADYPLAYEDTODAY,You already played a match today! You can't select another schedule.,Hai già giocato una partita oggi! Non puoi selezionare un altro orario.
TEXTCLIENT_PVPCONTEST_CANTTELEPORT,You can't teleport in the match anymore. Match has started.,Non è più possibile teletrasportarsi durante la partita. La partita è iniziata.
TEXTCLIENT_PVPCONTEST_TELEPORTNOMATCH,Teleportation is not possible since there is no match waiting for you.,Il teletrasporto non è possibile poiché non c'è nessun avversario in attesa.
TEXTCLIENT_PVPCONTEST_NOOPPONENT,"No opponent joined! Match will then end, giving you the victory!",Non si è unito nessun avversario! La partita terminerà e otterrai la vittoria!
TEXTCLIENT_PVPCONTEST_NOOPPONENTWIN,No opponent was found for your match! We then considered your match as won!,Non è stato trovato nessun avversario per la tua partita! Abbiamo quindi considerato la tua partita vinta!
TEXTCLIENT_PVPCONTEST_KILLNOTIFICATION,[%s] %s killed [%s] %s!,[%s] %s ha ucciso [%s] %s!
TEXTCLIENT_PVPCONTEST_KILLNOTIFICATION_KILLINGSPREE_STOP,[%s] %s killed [%s] %s and stopped their killing spree!,[%s] %s ha ucciso [%s] %s e hanno messo fine alla loro serie di omicidi!
TEXTCLIENT_PVPCONTEST_KILLNOTIFICATION_KILLINGSPREE,[%s] %s is on a killing spree!,[%s] %s è in una serie omicida!
TEXTCLIENT_PVPCONTEST_MATCHSOON,You can't change your participation now. Matches are starting soon!,Non puoi più modificare la tua partecipazione. Le partite stanno per iniziare!
TEXTCLIENT_PVPCONTEST_PLAYERNOTJOINED_LIVES,A player has not joined or has left the match! Total guild remaining lives have been decreased by %d!,Un giocatore non si è ancora unito alla partita o l'ha abbandonata! Le vite totali rimanenti della gilda sono state ridotte di %d!
TEXTCLIENT_PVPCONTEST_PRELIMINARYMATCHESENDANNOUNCEMENT,The FWC PVP Contest Preliminary %d:%d UTC matches have ended! The next matches will start at %d:%d UTC!,Le partite preliminari del Torneo PVP della FWC %d:%d (UTC) sono terminate! Le prossime partite inizieranno alle %d:%d UTC!
TEXTCLIENT_TRANSITEM_TRANSY,Your transmuted item does not have an equivalent item for the other gender. Please consider removing the transmutation or trying a different item.,L'oggetto che hai trasformato non ha un equivalente per l'altro sesso. Ti invitiamo a rimuovere la trasmutazione o a provare un altro oggetto.
TEXTCLIENT_PVPCONTEST_WINNER_GUILD,The FWC PVP Contest has ended! The winner is: %s! Congratulations!,Il Torneo PVP della FWC è terminato! Il vincitore è: %s! Congratulazioni!
TEXTCLIENT_PVPCONTEST_WINNER_NOGUILD,The FWC PVP Contest has ended on a draw! Congratulations!,Il Torneo PVP della FWC si è concluso con un pareggio! Congratulazioni!
TEXTCLIENT_PVPCONTEST_NOMATCHS,There is no match to spectate.,Non ci sono partite da guardare.
TEXTCLIENT_PVPCONTEST_SPECT_ERROR_1,You can't spectate if you're already participating in a match.,Non puoi guardare la partita se stai già partecipando.
TEXTCLIENT_PVPCONTEST_SPECT_ERROR_2,The match you're trying to spectate is ending. Please select another one.,La partita che stai cercando di guardare sta per terminare. Seleziona un'altra.
TEXTCLIENT_PVPCONTEST_RANK34,"You lost that match, but you will have the opportunity to compete in a final match for the 3rd rank against the other losing guild when the final match takes place. Best of luck!","Hai perso quella partita, ma avrai l'opportunità di disputare la finale per il terzo posto contro l'altra gilda perdente quando si terrà la finale. Buona fortuna!"
TEXTCLIENT_SERVERTRANSFER,You have requested a server transfer to %s.,Hai richiesto un trasferimento del server a %s.
TEXTCLIENT_RPS_DAILYLIMITOVER,You've used all the chances for today.,Hai esaurito tutte le possibilità per oggi.
TEXTCLIENT_RPS_SOLDOUT,All the rewards for today are gone. See you tomorrow.,I premi di oggi sono finiti. A domani~
TEXTCLIENT_RPS_ISOPENED,You are already speaking with this NPC.,Stai già parlando con questo NPC.
TEXTCLIENT_RPS_MINTARGETLEVEL,Only available to level %d or above.,Disponibile solo a partire dal livello %d.
TEXTCLIENT_RPS_PLAYABLE,You can't play Lucky RPS. Check your state.,Non puoi giocare a RPS Fortunato. Verifica il tuo stato.
TEXTCLIENT_RPS_DAYCHANGE,You do not have the right to acquire the item.,Non hai il diritto di acquistare l'oggetto.
TEXTCLIENT_PVPCONTEST_SPECTATE_AUTH,You don't have the required auth to spectate.,Non hai l'autorizzazione necessaria per guardare.
TEXTCLIENT_GUILDBUFF_NEW,Your Guild just unlocked Guild Buff Level %d!,La tua gilda ha appena sbloccato il Buff Gilda di Livello %d!
TEXTCLIENT_GUILDBUFF_DONATE,%s donated %s #bx%d#nb to the Guild (Total: %d)!,%s ha donato %s #bx%d#nb alla Gilda (Totale: %d)!
TEXTCLIENT_GUILDBUFF_RANKING_MAIL,Congratulations for your rank %d in the First Come First Served ranking!,Congratulazioni per il tuo %d° posto nella classifica Primo Arrivato Primo Servito!
TEXTCLIENT_PURCHASE_ERROR_LEVEL,You cannot purchase this item because your level is too low. (Req Lev: %d),Non puoi acquistare questo oggetto perché il tuo livello è troppo basso. (Livello richiesto: %d)
TEXTCLIENT_PURCHASE_ERROR_COUNT,You can purchase this item up to %d times.,Puoi acquistare questo articolo fino a %d volte.
TEXTCLIENT_MONSTER_ATTACK_ERROR_LEVEL,This monster can only be attacked by level %d or higher,Questo mostro può essere attaccato solo da personaggi di livello %d o superiore
TEXTCLIENT_REAPITEMCOUNT,You received %d %s.,Hai ricevuto %d %s.
TEXTCLIENT_GUILDBANKSCROLL_NOGUILD,You can’t use this item because you are not part of a guild,Non puoi utilizzare questo oggetto perché non fai parte di una gilda
TEXTCLIENT_CANNOT_USE_OTHER_ACTIONS,You cannot use the item during other actions.,Non puoi utilizzare l'oggetto mentre si eseguono altre azioni.
TEXTCLIENT_CANNOT_USE_CURRENT_STATE,You cannot use the item in the current state.,Non puoi utilizzare l'oggetto nelle condizioni attuali.
TEXTCLIENT_ACCEL_FUEL_PRIORITY01,"You are currently using Acceleration Fuel. When you use this item, the existing effect will not be applied any more. Are you sure you want to use this?","Al momento stai utilizzando Acceleration Fuel. Quando utilizzi questo oggetto, l'effetto esistente non verrà più applicato. Sei sicuro di volerlo usare?"
TEXTCLIENT_ACCEL_FUEL_PRIORITY02,"You are currently using Nitro Booster. When you use this item, the existing effect will still take priority. Are you sure you want to use this?","Al momento stai utilizzando Booster Nitro. Quanto utilizzi questo oggetto, l'effetto esistente non verrà più applicato. Sei sicuro di volerlo usare?"
